Spółka,Rok,Data publikacji,Przychody ze sprzedaży,Techniczny koszt wytworzenia produkcji sprzedanej,Koszty sprzedaży,Koszty ogólnego zarządu,Zysk ze sprzedaży,Pozostałe przychody operacyjne,Pozostałe koszty operacyjne,Zysk operacyjny (EBIT),Przychody finansowe,Koszty finansowe,Pozostałe przychody (koszty),Zysk z działalności gospodarczej,Wynik zdarzeń nadzwyczajnych,Zysk przed opodatkowaniem,Zysk (strata) netto z działalności zaniechanej,Zysk netto,Zysk netto akcjonariuszy jednostki dominującej,EBITDA,Przychody odsetkowe,Koszty odsetkowe,Wynik z tytułu odsetek,Przychody prowizyjne,Koszty prowizyjne,Wynik z tytułu prowizji,Przychody z tytułu dywidend,Wynik handlowy i rewaluacja,Wynik na pozostałych instrumentach finansowych,Odpisy netto z tytułu utraty wartości kredytów,Ogólne koszty administracyjne,Wynik operacyjny,Udział w zyskach jednostek podporządkowanych
MERCATOR,2024,,542486.0,571822.0,0.0,0.0,-29336.0,71263.0,10823.0,31104.0,25114.0,14354.0,0.0,41864.0,0.0,41864.0,0.0,49832.0,51049.0,54410.0,,,,,,,,,,,,,
MERCATOR,O4K,,559208.0,575621.0,0.0,0.0,-16413.0,67586.0,11249.0,39924.0,23949.0,16267.0,0.0,47606.0,0.0,47606.0,0.0,69661.0,69639.0,64029.0,,,,,,,,,,,,,
MERCOR,2007,,293379.0,205408.0,33248.0,20429.0,34294.0,7267.0,6825.0,34736.0,3243.0,4356.0,0.0,33623.0,0.0,33623.0,0.0,27717.0,27567.0,43290.0,,,,,,,,,,,,,
MERCOR,2008,,458396.0,314070.0,47879.0,28789.0,67658.0,4843.0,6642.0,65859.0,2338.0,10681.0,0.0,57516.0,0.0,57516.0,0.0,44671.0,44561.0,75827.0,,,,,,,,,,,,,
MERCOR,2009,,440467.0,313657.0,55302.0,33265.0,38243.0,17967.0,13338.0,42872.0,2144.0,11166.0,0.0,33850.0,0.0,33850.0,0.0,26568.0,25721.0,53001.0,,,,,,,,,,,,,
MERCOR,2010,,462528.0,343572.0,58844.0,31253.0,28859.0,18922.0,14708.0,33073.0,1041.0,11385.0,0.0,22729.0,0.0,22729.0,0.0,17822.0,18551.0,42647.0,,,,,,,,,,,,,
MERCOR,2011,,386450.0,277252.0,46038.0,20599.0,42561.0,6640.0,12873.0,36328.0,1315.0,9559.0,0.0,28084.0,0.0,28084.0,0.0,21298.0,22864.0,43194.0,,,,,,,,,,,,,
MERCOR,2012,,389529.0,272743.0,53476.0,24448.0,38862.0,6203.0,11513.0,33552.0,951.0,8532.0,-81215.0,-55244.0,0.0,-55244.0,0.0,-45767.0,-48692.0,41972.0,,,,,,,,,,,,,
MERCOR,2013,,199928.0,137030.0,23739.0,18723.0,20436.0,1220.0,6463.0,15193.0,948.0,2428.0,0.0,13713.0,0.0,13713.0,5512.0,13715.0,11571.0,20350.0,,,,,,,,,,,,,
MERCOR,2014,,206760.0,143147.0,26028.0,21376.0,16209.0,4422.0,7138.0,13493.0,2898.0,3367.0,0.0,13024.0,0.0,13024.0,-1315.0,8696.0,7136.0,18801.0,,,,,,,,,,,,,
MERCOR,2015,,231725.0,166473.0,28593.0,23765.0,12894.0,3588.0,2823.0,13659.0,2044.0,3988.0,0.0,11715.0,0.0,11715.0,-1941.0,6472.0,6662.0,19581.0,,,,,,,,,,,,,
MERCOR,2016,,269498.0,200409.0,36596.0,18119.0,14374.0,3488.0,6316.0,11546.0,2682.0,4530.0,0.0,9698.0,0.0,9698.0,-402.0,3795.0,3052.0,18781.0,,,,,,,,,,,,,
MERCOR,2017,,318467.0,241905.0,36127.0,21571.0,18864.0,4773.0,5322.0,18315.0,2864.0,6139.0,0.0,15040.0,0.0,15040.0,-705.0,11024.0,10206.0,27410.0,,,,,,,,,,,,,
MERCOR,2018,,370919.0,276549.0,40257.0,23981.0,30132.0,2546.0,7727.0,24951.0,1003.0,4933.0,0.0,21021.0,0.0,21021.0,-444.0,14817.0,14964.0,35138.0,,,,,,,,,,,,,
MERCOR,2019,,396066.0,289210.0,41892.0,27459.0,37505.0,4520.0,6694.0,35331.0,2051.0,6210.0,0.0,31172.0,0.0,31172.0,208.0,25005.0,23207.0,49640.0,,,,,,,,,,,,,
MERCOR,2020,,386186.0,280973.0,37204.0,26853.0,41156.0,544.0,3733.0,37967.0,589.0,3505.0,0.0,35051.0,0.0,35051.0,0.0,29521.0,26853.0,51961.0,,,,,,,,,,,,,
MERCOR,2021,,496029.0,379218.0,43662.0,30507.0,42642.0,3358.0,1966.0,44034.0,1464.0,4004.0,-706.0,40788.0,0.0,40788.0,0.0,32479.0,29789.0,58377.0,,,,,,,,,,,,,
MERCOR,2022,,628358.0,472164.0,51650.0,36921.0,67623.0,3218.0,2090.0,68751.0,2801.0,9212.0,-1901.0,60439.0,0.0,60439.0,0.0,47218.0,41695.0,87624.0,,,,,,,,,,,,,
MERCOR,2023,,587401.0,434325.0,54790.0,40046.0,58240.0,2325.0,3475.0,57090.0,10347.0,7458.0,-589.0,59390.0,0.0,59390.0,0.0,52768.0,49310.0,76313.0,,,,,,,,,,,,,
MERCOR,O4K,,522792.0,395573.0,57141.0,40460.0,29618.0,673.0,3162.0,27129.0,1539.0,6263.0,3820.0,26225.0,0.0,26225.0,0.0,21305.0,20297.0,45924.0,,,,,,,,,,,,,
MEX-POLSKA,2008,,10946.0,9628.0,0.0,225.0,1093.0,116.0,0.0,1209.0,0.0,40.0,0.0,1169.0,0.0,1169.0,0.0,997.0,995.0,1428.0,,,,,,,,,,,,,
MEX-POLSKA,2009,,16606.0,15334.0,0.0,447.0,825.0,111.0,99.0,837.0,0.0,220.0,0.0,617.0,0.0,617.0,0.0,505.0,501.0,1179.0,,,,,,,,,,,,,
MEX-POLSKA,2010,,29607.0,22845.0,0.0,640.0,6122.0,97.0,113.0,6106.0,24.0,732.0,0.0,5398.0,0.0,5398.0,0.0,4318.0,4301.0,7216.0,,,,,,,,,,,,,
MEX-POLSKA,2011,,35649.0,32881.0,0.0,932.0,1836.0,341.0,374.0,1803.0,301.0,1170.0,0.0,934.0,0.0,934.0,0.0,767.0,770.0,3600.0,,,,,,,,,,,,,
MEX-POLSKA,2012,,40358.0,37772.0,345.0,3616.0,-1375.0,151.0,8163.0,-9387.0,571.0,3166.0,0.0,-11982.0,0.0,-11982.0,0.0,-9590.0,-9506.0,-7098.0,,,,,,,,,,,,,
MEX-POLSKA,2013,,42551.0,36634.0,84.0,4234.0,1599.0,512.0,312.0,1799.0,471.0,931.0,0.0,1339.0,0.0,1339.0,0.0,646.0,1777.0,3579.0,,,,,,,,,,,,,
MEX-POLSKA,2014,,47554.0,41773.0,40.0,4088.0,1653.0,135.0,2222.0,-434.0,81.0,620.0,0.0,-973.0,0.0,-973.0,-904.0,-1964.0,-1554.0,1353.0,,,,,,,,,,,,,
MEX-POLSKA,2015,,52309.0,44916.0,14.0,3539.0,3840.0,501.0,235.0,4106.0,833.0,557.0,0.0,4382.0,0.0,4382.0,0.0,4061.0,4061.0,5608.0,,,,,,,,,,,,,
MEX-POLSKA,2016,,58891.0,50545.0,0.0,4355.0,3991.0,609.0,159.0,4441.0,392.0,486.0,0.0,4347.0,0.0,4347.0,0.0,3734.0,3699.0,6036.0,,,,,,,,,,,,,
MEX-POLSKA,2017,,64424.0,55352.0,0.0,4855.0,4217.0,1062.0,512.0,4767.0,396.0,516.0,0.0,4647.0,0.0,4647.0,0.0,3714.0,3837.0,5945.0,,,,,,,,,,,,,
MEX-POLSKA,2018,,66530.0,57387.0,0.0,5131.0,4012.0,843.0,192.0,4663.0,246.0,486.0,0.0,4423.0,0.0,4423.0,0.0,3187.0,3321.0,6106.0,,,,,,,,,,,,,
MEX-POLSKA,2019,,75304.0,63806.0,0.0,6503.0,4995.0,666.0,1524.0,4137.0,159.0,1795.0,0.0,2501.0,0.0,2501.0,0.0,1901.0,1394.0,12597.0,,,,,,,,,,,,,
MEX-POLSKA,2020,,41899.0,42334.0,0.0,6394.0,-6829.0,3212.0,6244.0,-9861.0,398.0,3022.0,0.0,-12485.0,0.0,-12485.0,0.0,-11859.0,-10302.0,-2594.0,,,,,,,,,,,,,
MEX-POLSKA,2021,,47194.0,41106.0,0.0,6543.0,-455.0,11390.0,2341.0,8594.0,8.0,1320.0,0.0,7282.0,0.0,7282.0,0.0,7329.0,6175.0,15778.0,,,,,,,,,,,,,
MEX-POLSKA,2022,,81840.0,68505.0,0.0,8707.0,4628.0,5970.0,735.0,9863.0,179.0,2185.0,0.0,7857.0,0.0,7857.0,0.0,7240.0,5799.0,17939.0,,,,,,,,,,,,,
MEX-POLSKA,2023,,95425.0,80304.0,0.0,9905.0,5216.0,1611.0,557.0,6270.0,636.0,2092.0,0.0,4814.0,0.0,4814.0,0.0,4383.0,3851.0,14994.0,,,,,,,,,,,,,
MEX-POLSKA,2024,,106922.0,91421.0,0.0,10970.0,4531.0,1641.0,550.0,5622.0,340.0,2648.0,0.0,3314.0,0.0,3314.0,0.0,3032.0,2432.0,16171.0,,,,,,,,,,,,,
MEX-POLSKA,O4K,,110385.0,96596.0,0.0,11099.0,2690.0,1629.0,532.0,3787.0,331.0,2799.0,0.0,1319.0,0.0,1319.0,0.0,1153.0,793.0,14997.0,,,,,,,,,,,,,
MFO,2010,,122847.0,116771.0,0.0,0.0,6076.0,300.0,461.0,5915.0,148.0,791.0,0.0,5272.0,0.0,5272.0,0.0,3955.0,3955.0,6569.0,,,,,,,,,,,,,
MFO,2011,,147255.0,140310.0,0.0,0.0,6945.0,172.0,1745.0,5372.0,172.0,1745.0,0.0,3799.0,0.0,3799.0,0.0,4240.0,4240.0,6141.0,,,,,,,,,,,,,
MFO,2012,,167222.0,159542.0,0.0,0.0,7680.0,166.0,993.0,6853.0,166.0,993.0,0.0,6026.0,0.0,6026.0,0.0,4942.0,4942.0,7739.0,,,,,,,,,,,,,
MFO,2013,,175759.0,169020.0,0.0,0.0,6739.0,1171.0,694.0,7216.0,246.0,831.0,0.0,6631.0,0.0,6631.0,0.0,5952.0,5952.0,8361.0,,,,,,,,,,,,,
MFO,2014,,200860.0,190145.0,0.0,0.0,10715.0,1374.0,927.0,11162.0,26.0,744.0,0.0,10444.0,0.0,10444.0,0.0,8380.0,8380.0,12353.0,,,,,,,,,,,,,
MFO,2015,,216695.0,203840.0,0.0,0.0,12855.0,1231.0,445.0,13641.0,38.0,1200.0,0.0,12479.0,0.0,12479.0,0.0,10135.0,10135.0,15492.0,,,,,,,,,,,,,
MFO,2016,,262892.0,240878.0,0.0,0.0,22014.0,1412.0,854.0,22572.0,66.0,759.0,0.0,21879.0,0.0,21879.0,0.0,17753.0,17753.0,24712.0,,,,,,,,,,,,,
MFO,2017,,375022.0,347510.0,0.0,0.0,27512.0,1533.0,396.0,28649.0,17.0,2611.0,0.0,26055.0,0.0,26055.0,0.0,20715.0,20715.0,30937.0,,,,,,,,,,,,,
MFO,2018,,428697.0,394888.0,0.0,0.0,33809.0,1438.0,370.0,34877.0,1028.0,1276.0,0.0,34629.0,0.0,34629.0,0.0,27901.0,27901.0,37642.0,,,,,,,,,,,,,
MFO,2019,,438866.0,406509.0,0.0,0.0,32357.0,1755.0,188.0,33924.0,2.0,2270.0,0.0,31656.0,0.0,31656.0,0.0,25410.0,25410.0,37762.0,,,,,,,,,,,,,
MFO,2020,,428485.0,398361.0,0.0,0.0,30124.0,1541.0,427.0,31238.0,2935.0,1039.0,0.0,33134.0,0.0,33134.0,0.0,26953.0,26953.0,36239.0,,,,,,,,,,,,,
MFO,2021,,990376.0,765486.0,36374.0,22898.0,165618.0,1884.0,853.0,166649.0,0.0,2553.0,0.0,164096.0,0.0,164096.0,0.0,132964.0,132964.0,172028.0,,,,,,,,,,,,,
MFO,2022,,922803.0,836748.0,40760.0,13130.0,32165.0,2416.0,635.0,33946.0,692.0,4326.0,0.0,30312.0,0.0,30312.0,0.0,24632.0,24632.0,40698.0,,,,,,,,,,,,,
MFO,2023,,575900.0,527401.0,38420.0,12330.0,-2251.0,2815.0,521.0,43.0,0.0,13118.0,0.0,-13075.0,0.0,-13075.0,0.0,-14777.0,-14777.0,8674.0,,,,,,,,,,,,,
MFO,2024,,616744.0,551462.0,40784.0,14865.0,9633.0,4394.0,272.0,13755.0,162.0,5738.0,0.0,8179.0,0.0,8179.0,0.0,7186.0,7186.0,22594.0,,,,,,,,,,,,,
MFO,O4K,,627695.0,560209.0,42400.0,15323.0,9763.0,3722.0,207.0,13278.0,320.0,5111.0,0.0,8487.0,0.0,8487.0,0.0,7546.0,7546.0,22194.0,,,,,,,,,,,,,
MGT,2004,,72668.0,58287.0,4546.0,6308.0,3527.0,420.0,1133.0,2814.0,3412.0,5301.0,0.0,925.0,0.0,925.0,0.0,1656.0,1656.0,7618.0,,,,,,,,,,,,,
MGT,2005,,77863.0,57865.0,4254.0,6413.0,9331.0,123.0,557.0,8897.0,2369.0,3667.0,0.0,7599.0,0.0,7599.0,0.0,5972.0,5972.0,11387.0,,,,,,,,,,,,,
MGT,2006,,80989.0,61146.0,4640.0,6868.0,8335.0,187.0,819.0,7703.0,2293.0,2866.0,0.0,7130.0,0.0,7130.0,0.0,5639.0,5639.0,10543.0,,,,,,,,,,,,,
MGT,2007,,86061.0,67179.0,4776.0,7974.0,6132.0,974.0,2214.0,4892.0,16.0,1794.0,0.0,3114.0,0.0,3114.0,0.0,2151.0,2151.0,8120.0,,,,,,,,,,,,,
MGT,2008,,215618.0,179069.0,10821.0,16379.0,9349.0,801.0,2026.0,8124.0,2908.0,3173.0,4358.0,12217.0,0.0,12217.0,0.0,10615.0,10542.0,12755.0,,,,,,,,,,,,,
MGT,2009,,194268.0,158115.0,9820.0,16904.0,9429.0,13908.0,2232.0,21105.0,565.0,6400.0,54.0,15324.0,0.0,15324.0,0.0,12574.0,12448.0,26918.0,,,,,,,,,,,,,
MGT,2010,,196422.0,158587.0,9845.0,17683.0,10307.0,1276.0,1269.0,10314.0,161.0,3116.0,-5.0,7354.0,0.0,7354.0,0.0,5515.0,5163.0,17174.0,,,,,,,,,,,,,
MGT,2011,,239169.0,187283.0,11792.0,16167.0,23927.0,458.0,2195.0,22190.0,2224.0,2551.0,10743.0,32606.0,0.0,32606.0,0.0,27992.0,26370.0,29446.0,,,,,,,,,,,,,
MGT,2012,,277169.0,213877.0,14285.0,19955.0,29052.0,2224.0,2240.0,29036.0,1027.0,2465.0,-19.0,27579.0,0.0,27579.0,0.0,22883.0,22663.0,38023.0,,,,,,,,,,,,,
MGT,2013,,291871.0,223284.0,14941.0,19364.0,34282.0,1329.0,5927.0,29684.0,1235.0,1406.0,6.0,29519.0,0.0,29519.0,0.0,25578.0,25428.0,38636.0,,,,,,,,,,,,,
MGT,2014,,306335.0,231076.0,19766.0,19836.0,35657.0,1038.0,2426.0,34269.0,2727.0,1079.0,0.0,35917.0,0.0,35917.0,0.0,29857.0,29624.0,44250.0,,,,,,,,,,,,,
MGT,2015,,377137.0,292562.0,21462.0,24928.0,38185.0,4841.0,4607.0,38419.0,1867.0,2355.0,0.0,37931.0,0.0,37931.0,0.0,33490.0,33368.0,52356.0,,,,,,,,,,,,,
MGT,2016,,568251.0,435616.0,28891.0,41435.0,62309.0,2203.0,8053.0,56459.0,2301.0,3513.0,0.0,55247.0,0.0,55247.0,0.0,45007.0,44891.0,79984.0,,,,,,,,,,,,,
MGT,2017,,617482.0,488930.0,28154.0,42428.0,57970.0,7661.0,9763.0,55868.0,2165.0,9142.0,0.0,48891.0,0.0,48891.0,0.0,41078.0,41624.0,82747.0,,,,,,,,,,,,,
MGT,2018,,702823.0,547039.0,36670.0,49844.0,69270.0,5655.0,11644.0,63281.0,3051.0,3775.0,0.0,62557.0,0.0,62557.0,0.0,56777.0,54673.0,92532.0,,,,,,,,,,,,,
MGT,2019,,675759.0,522210.0,35715.0,50561.0,67273.0,5106.0,7861.0,64518.0,735.0,5133.0,0.0,60120.0,0.0,60120.0,0.0,50537.0,49425.0,96293.0,,,,,,,,,,,,,
MGT,2020,,566137.0,450794.0,31966.0,48364.0,35013.0,14448.0,9483.0,39978.0,4226.0,4457.0,0.0,39747.0,0.0,39747.0,0.0,34543.0,33862.0,74359.0,,,,,,,,,,,,,
MGT,2021,,791022.0,596291.0,41345.0,62091.0,91295.0,12579.0,11971.0,91903.0,610.0,4459.0,0.0,88054.0,0.0,88054.0,0.0,71625.0,70231.0,129881.0,,,,,,,,,,,,,
MGT,2022,,1050604.0,795054.0,54208.0,70651.0,130691.0,6394.0,8776.0,128309.0,1211.0,13473.0,0.0,116047.0,0.0,116047.0,0.0,94899.0,93430.0,167826.0,,,,,,,,,,,,,
MGT,2023,,937615.0,741372.0,43547.0,72618.0,80078.0,11895.0,8822.0,83151.0,3670.0,18461.0,0.0,68360.0,0.0,68360.0,0.0,57899.0,56761.0,127340.0,,,,,,,,,,,,,
MGT,2024,,777810.0,622426.0,41770.0,70816.0,42798.0,20757.0,18505.0,45050.0,1946.0,11587.0,0.0,35409.0,0.0,35409.0,0.0,30448.0,29896.0,90188.0,,,,,,,,,,,,,
MGT,O4K,,752794.0,606194.0,41964.0,69787.0,34849.0,22795.0,22472.0,35172.0,1774.0,12141.0,0.0,24805.0,0.0,24805.0,0.0,22860.0,22755.0,80517.0,,,,,,,,,,,,,
MIRACULUM,2005,,81981.0,74158.0,0.0,0.0,7823.0,1683.0,2723.0,6783.0,857.0,3895.0,0.0,3745.0,0.0,3745.0,0.0,2790.0,2790.0,10287.0,,,,,,,,,,,,,
MIRACULUM,2006,,83467.0,38886.0,18795.0,22981.0,2805.0,18186.0,0.0,20991.0,404.0,5090.0,0.0,16305.0,0.0,16305.0,0.0,12306.0,7394.0,24209.0,,,,,,,,,,,,,
MIRACULUM,2007,,93102.0,44594.0,23819.0,25548.0,-859.0,6308.0,2582.0,2867.0,11166.0,14335.0,0.0,-302.0,0.0,-302.0,0.0,-361.0,-361.0,6187.0,,,,,,,,,,,,,
MIRACULUM,2008,,83679.0,38553.0,25473.0,26716.0,-7063.0,2148.0,3746.0,-8661.0,1781.0,5242.0,0.0,-12122.0,0.0,-12122.0,0.0,-9699.0,-9699.0,-4953.0,,,,,,,,,,,,,
MIRACULUM,2009,,11830.0,9391.0,11855.0,24481.0,-33897.0,2074.0,23438.0,-55261.0,0.0,15197.0,0.0,-70458.0,0.0,-70458.0,0.0,-69776.0,-69776.0,-52301.0,,,,,,,,,,,,,
MIRACULUM,2010,,36650.0,19047.0,6646.0,9699.0,1258.0,11428.0,3331.0,9355.0,0.0,6402.0,0.0,2953.0,0.0,2953.0,0.0,4636.0,4636.0,10301.0,,,,,,,,,,,,,
MIRACULUM,2011,,38810.0,23281.0,11842.0,8899.0,-5212.0,7484.0,17958.0,-15686.0,0.0,1962.0,0.0,-17648.0,0.0,-17648.0,0.0,-24900.0,-24900.0,-15082.0,,,,,,,,,,,,,
MIRACULUM,2012,,50812.0,29785.0,16266.0,12196.0,-7435.0,4086.0,8279.0,-11628.0,0.0,3698.0,-890.0,-16216.0,0.0,-16216.0,0.0,-14553.0,-14553.0,-10769.0,,,,,,,,,,,,,
MIRACULUM,2013,,35654.0,18085.0,8945.0,7834.0,790.0,1512.0,1439.0,863.0,0.0,3767.0,0.0,-2904.0,0.0,-2904.0,0.0,-3267.0,-3267.0,1666.0,,,,,,,,,,,,,
MIRACULUM,2014,,34772.0,15571.0,8113.0,7648.0,3440.0,1929.0,2421.0,2948.0,0.0,3711.0,0.0,-763.0,0.0,-763.0,0.0,-429.0,-429.0,3745.0,,,,,,,,,,,,,
MIRACULUM,2015,,30965.0,18432.0,11485.0,4246.0,-3198.0,3656.0,1758.0,-1300.0,0.0,3588.0,1137.0,-3751.0,0.0,-3751.0,0.0,-3035.0,-3035.0,-775.0,,,,,,,,,,,,,
MIRACULUM,2016,,32180.0,21155.0,12872.0,4329.0,-6176.0,1549.0,5186.0,-9813.0,0.0,3022.0,0.0,-12835.0,0.0,-12835.0,0.0,-15444.0,-15444.0,-8989.0,,,,,,,,,,,,,
MIRACULUM,2017,,20207.0,14512.0,9631.0,5419.0,-9355.0,2275.0,1257.0,-8337.0,0.0,2200.0,0.0,-10537.0,0.0,-10537.0,0.0,-11188.0,-11188.0,-7630.0,,,,,,,,,,,,,
MIRACULUM,2018,,22238.0,14617.0,8286.0,3177.0,-3842.0,820.0,1698.0,-4720.0,0.0,667.0,0.0,-5387.0,0.0,-5387.0,0.0,-4053.0,-4053.0,-4127.0,,,,,,,,,,,,,
MIRACULUM,2019,,21760.0,14328.0,9327.0,3797.0,-5692.0,466.0,482.0,-5708.0,0.0,421.0,0.0,-6129.0,0.0,-6129.0,0.0,-2268.0,-2268.0,-4829.0,,,,,,,,,,,,,
MIRACULUM,2020,,24379.0,16387.0,7721.0,3642.0,-3371.0,793.0,439.0,-3017.0,0.0,475.0,0.0,-3492.0,0.0,-3492.0,0.0,-4638.0,-4638.0,-1945.0,,,,,,,,,,,,,
MIRACULUM,2021,,33659.0,23541.0,9043.0,3961.0,-2886.0,190.0,117.0,-2813.0,0.0,829.0,0.0,-3642.0,0.0,-3642.0,0.0,-4107.0,-4107.0,-1818.0,,,,,,,,,,,,,
MIRACULUM,2022,,43312.0,29554.0,10382.0,4708.0,-1332.0,1125.0,323.0,-530.0,0.0,832.0,0.0,-1362.0,0.0,-1362.0,0.0,-2459.0,-2459.0,476.0,,,,,,,,,,,,,
MIRACULUM,2023,,47063.0,30862.0,10637.0,5216.0,348.0,276.0,241.0,383.0,0.0,1707.0,0.0,-1324.0,0.0,-1324.0,0.0,-1637.0,-1637.0,1539.0,,,,,,,,,,,,,
MIRACULUM,2024,,47520.0,31767.0,11266.0,5955.0,-1468.0,1546.0,1618.0,-1540.0,0.0,1254.0,0.0,-2794.0,0.0,-2794.0,0.0,-3602.0,-3602.0,-368.0,,,,,,,,,,,,,
MIRACULUM,O4K,,49687.0,34349.0,10881.0,5951.0,-1494.0,1654.0,1647.0,-1487.0,0.0,1111.0,0.0,-2598.0,0.0,-2598.0,0.0,-3098.0,-3098.0,-314.0,,,,,,,,,,,,,
MIRBUD,2007,,204883.0,185811.0,0.0,3645.0,15427.0,656.0,361.0,15722.0,17.0,3192.0,0.0,12547.0,0.0,12547.0,0.0,9239.0,9239.0,22361.0,,,,,,,,,,,,,
MIRBUD,2008,,235218.0,205388.0,373.0,6832.0,22625.0,8214.0,5215.0,25624.0,550.0,6982.0,0.0,19192.0,0.0,19192.0,0.0,14971.0,14971.0,33694.0,,,,,,,,,,,,,
MIRBUD,2009,,214492.0,180274.0,411.0,8242.0,25565.0,1913.0,2790.0,24688.0,8.0,6589.0,0.0,18107.0,0.0,18107.0,0.0,13942.0,13942.0,31471.0,,,,,,,,,,,,,
MIRBUD,2010,,301443.0,236708.0,2761.0,13845.0,48129.0,3737.0,9485.0,42381.0,308.0,8386.0,0.0,34303.0,0.0,34303.0,0.0,26536.0,24553.0,49643.0,,,,,,,,,,,,,
MIRBUD,2011,,548468.0,482593.0,5586.0,18276.0,42013.0,7243.0,7986.0,41270.0,1213.0,11238.0,0.0,31245.0,0.0,31245.0,0.0,25192.0,24470.0,53450.0,,,,,,,,,,,,,
MIRBUD,2012,,589808.0,558225.0,3966.0,19723.0,7894.0,39600.0,24665.0,22829.0,2998.0,16051.0,0.0,9776.0,0.0,9776.0,0.0,8608.0,8608.0,28745.0,,,,,,,,,,,,,
MIRBUD,2013,,937301.0,882464.0,3274.0,22107.0,29456.0,21988.0,18453.0,32991.0,2823.0,14520.0,0.0,21294.0,0.0,21294.0,0.0,16601.0,14544.0,38567.0,,,,,,,,,,,,,
MIRBUD,2014,,971603.0,904358.0,3397.0,25585.0,38263.0,20503.0,22373.0,36393.0,1481.0,15326.0,0.0,22548.0,0.0,22548.0,0.0,17583.0,16651.0,41910.0,,,,,,,,,,,,,
MIRBUD,2015,,760815.0,697148.0,3695.0,29894.0,30078.0,20379.0,16273.0,34184.0,2376.0,19082.0,0.0,17478.0,0.0,17478.0,0.0,14635.0,13619.0,43107.0,,,,,,,,,,,,,
MIRBUD,2016,,773993.0,702758.0,,,71235.0,35463.0,65209.0,41489.0,,13732.0,0.0,27757.0,0.0,27757.0,0.0,21480.0,19479.0,51162.0,,,,,,,,,,,,,
MIRBUD,2017,,859856.0,775627.0,0.0,0.0,84229.0,21653.0,58017.0,47865.0,0.0,16455.0,0.0,31410.0,0.0,31410.0,0.0,25103.0,22798.0,58346.0,,,,,,,,,,,,,
MIRBUD,2018,,1143128.0,1049924.0,0.0,0.0,93204.0,47919.0,90077.0,51046.0,0.0,17635.0,0.0,33411.0,0.0,33411.0,0.0,27036.0,24644.0,62413.0,,,,,,,,,,,,,
MIRBUD,2019,,949104.0,848532.0,0.0,0.0,100572.0,31188.0,79542.0,52218.0,0.0,15223.0,0.0,36995.0,0.0,36995.0,0.0,28124.0,28124.0,63900.0,,,,,,,,,,,,,
MIRBUD,2020,,1242903.0,1105597.0,0.0,0.0,137306.0,45993.0,98890.0,84409.0,0.0,14136.0,0.0,70273.0,0.0,70273.0,0.0,58193.0,58193.0,98406.0,,,,,,,,,,,,,
MIRBUD,2021,,2505568.0,2273968.0,0.0,0.0,231600.0,31349.0,88475.0,174474.0,4514.0,22931.0,0.0,156057.0,0.0,156057.0,0.0,128010.0,128010.0,187903.0,,,,,,,,,,,,,
MIRBUD,2022,,3319329.0,3048846.0,0.0,0.0,270483.0,22584.0,114695.0,178372.0,9890.0,37101.0,0.0,151161.0,0.0,151161.0,0.0,119195.0,119195.0,194439.0,,,,,,,,,,,,,
MIRBUD,2023,,3322440.0,2986784.0,0.0,0.0,335656.0,28376.0,140149.0,223883.0,1196.0,54866.0,0.0,170213.0,0.0,170213.0,0.0,135414.0,135414.0,242605.0,,,,,,,,,,,,,
MIRBUD,2024,,3252143.0,2960800.0,0.0,0.0,291343.0,186655.0,295867.0,182131.0,8562.0,38964.0,0.0,151729.0,0.0,151729.0,0.0,121372.0,121372.0,204438.0,,,,,,,,,,,,,
MIRBUD,O4K,,3102207.0,2846003.0,0.0,0.0,256204.0,185309.0,288119.0,153394.0,9081.0,32860.0,0.0,129615.0,0.0,129615.0,0.0,103129.0,103129.0,177647.0,,,,,,,,,,,,,
MLK,2009,,821673.0,533963.0,76770.0,97594.0,113345.0,1393.0,23528.0,91210.0,3504.0,58279.0,-3895.0,32541.0,0.0,32541.0,0.0,33548.0,33313.0,122700.0,,,,,,,,,,,,,
MLK,2010,,1023718.0,638792.0,80869.0,125149.0,178907.0,1584.0,42565.0,137925.0,5580.0,51234.0,-5750.0,86521.0,0.0,86521.0,0.0,87103.0,86243.0,176198.0,,,,,,,,,,,,,
MLK,2011,,1235635.0,890670.0,95257.0,152671.0,97037.0,16201.0,20331.0,92907.0,10026.0,34305.0,2429.0,71057.0,0.0,71057.0,0.0,65355.0,63562.0,136329.0,,,,,,,,,,,,,
MLK,2012,,1173367.0,853628.0,107021.0,113223.0,99495.0,-9399.0,0.0,90096.0,9566.0,38838.0,2007.0,62832.0,0.0,62832.0,0.0,55440.0,52210.0,145364.0,,,,,,,,,,,,,
MLK,2013,,1419495.0,1114809.0,119618.0,132163.0,52906.0,26687.0,0.0,79593.0,23763.0,46457.0,0.0,56900.0,0.0,56900.0,0.0,48356.0,44935.0,137550.0,,,,,,,,,,,,,
MLK,2014,,1230633.0,990695.0,99793.0,100910.0,39234.0,-42035.0,0.0,-2800.0,12412.0,327784.0,0.0,-318172.0,0.0,-318172.0,0.0,-308654.0,-306182.0,40087.0,,,,,,,,,,,,,
MLK,2015,,815851.0,697556.0,67327.0,61643.0,-10675.0,-103870.0,0.0,-114545.0,1781.0,198641.0,0.0,-311405.0,0.0,-311405.0,0.0,-312351.0,-310267.0,-64217.0,,,,,,,,,,,,,
