Spółka,Rok,Data publikacji,Przychody ze sprzedaży,Techniczny koszt wytworzenia produkcji sprzedanej,Koszty sprzedaży,Koszty ogólnego zarządu,Zysk ze sprzedaży,Pozostałe przychody operacyjne,Pozostałe koszty operacyjne,Zysk operacyjny (EBIT),Przychody finansowe,Koszty finansowe,Pozostałe przychody (koszty),Zysk z działalności gospodarczej,Wynik zdarzeń nadzwyczajnych,Zysk przed opodatkowaniem,Zysk (strata) netto z działalności zaniechanej,Zysk netto,Zysk netto akcjonariuszy jednostki dominującej,EBITDA,Przychody odsetkowe,Koszty odsetkowe,Wynik z tytułu odsetek,Przychody prowizyjne,Koszty prowizyjne,Wynik z tytułu prowizji,Przychody z tytułu dywidend,Wynik handlowy i rewaluacja,Wynik na pozostałych instrumentach finansowych,Odpisy netto z tytułu utraty wartości kredytów,Ogólne koszty administracyjne,Wynik operacyjny,Udział w zyskach jednostek podporządkowanych
WIRTUALNA-POLSKA,2018,,567316.0,450019.0,0.0,0.0,117297.0,1400.0,11426.0,107271.0,2359.0,17963.0,1771.0,93438.0,0.0,93438.0,0.0,75997.0,73921.0,166382.0,,,,,,,,,,,,,
WIRTUALNA-POLSKA,2019,,708700.0,565082.0,0.0,0.0,143618.0,1740.0,15413.0,129945.0,2827.0,19677.0,-14242.0,98853.0,0.0,98853.0,0.0,71132.0,68998.0,214383.0,,,,,,,,,,,,,
WIRTUALNA-POLSKA,2020,,632286.0,501297.0,0.0,0.0,130989.0,7547.0,16825.0,121711.0,1336.0,32850.0,1202.0,91399.0,0.0,91399.0,0.0,81699.0,78520.0,206994.0,,,,,,,,,,,,,
WIRTUALNA-POLSKA,2021,,872239.0,653053.0,0.0,0.0,219186.0,22911.0,14510.0,227587.0,12549.0,11914.0,3538.0,231760.0,0.0,231760.0,0.0,187797.0,182702.0,314695.0,,,,,,,,,,,,,
WIRTUALNA-POLSKA,2022,,1077720.0,846692.0,0.0,0.0,231028.0,8565.0,0.0,239593.0,26936.0,32576.0,-2532.0,231421.0,0.0,231421.0,0.0,178324.0,170531.0,345776.0,,,,,,,,,,,,,
WIRTUALNA-POLSKA,2023,,1436803.0,1139739.0,0.0,0.0,297064.0,13557.0,29428.0,281193.0,7192.0,68542.0,-1138.0,218705.0,0.0,218705.0,0.0,163954.0,155754.0,433891.0,,,,,,,,,,,,,
WIRTUALNA-POLSKA,2024,,1568308.0,1269647.0,0.0,0.0,298661.0,14060.0,33086.0,279635.0,6160.0,64685.0,-778.0,220332.0,0.0,220332.0,0.0,165890.0,155877.0,446774.0,,,,,,,,,,,,,
WIRTUALNA-POLSKA,O4K,,1590479.0,1300174.0,0.0,0.0,290305.0,14582.0,33297.0,271590.0,6770.0,63659.0,1572.0,216273.0,0.0,216273.0,0.0,159280.0,149216.0,444935.0,,,,,,,,,,,,,
WIS,2004,,13814.0,13080.0,87.0,689.0,-42.0,128.0,285.0,-199.0,398.0,440.0,0.0,-241.0,0.0,-241.0,0.0,-289.0,-289.0,577.0,,,,,,,,,,,,,
WIS,2005,,9837.0,9980.0,191.0,786.0,-1120.0,15.0,236.0,-1341.0,495.0,709.0,0.0,-1555.0,0.0,-1555.0,0.0,-1122.0,-1122.0,-838.0,,,,,,,,,,,,,
WIS,2006,,160305.0,152595.0,0.0,0.0,7710.0,220.0,48.0,7882.0,795.0,52.0,0.0,8625.0,0.0,8625.0,0.0,6898.0,6140.0,8183.0,,,,,,,,,,,,,
WIS,2007,,248496.0,236923.0,0.0,0.0,11573.0,287.0,203.0,11657.0,2158.0,1589.0,0.0,12226.0,0.0,12226.0,0.0,10060.0,10060.0,13175.0,,,,,,,,,,,,,
WIS,2008,,306819.0,287610.0,0.0,0.0,19209.0,403.0,744.0,18868.0,753.0,11960.0,0.0,7661.0,0.0,7661.0,-2146.0,3590.0,3590.0,24029.0,,,,,,,,,,,,,
WIS,2009,,8574.0,8348.0,0.0,0.0,226.0,42.0,1404.0,-1136.0,99.0,12176.0,0.0,-13213.0,0.0,-13213.0,-174896.0,-189107.0,-189107.0,5122.0,,,,,,,,,,,,,
WIS,2010,,5139.0,5318.0,0.0,0.0,-179.0,294.0,2044.0,-1929.0,3260.0,10764.0,0.0,-9433.0,0.0,-9433.0,-94094.0,-87011.0,-87011.0,3214.0,,,,,,,,,,,,,
WIS,2011,,1032.0,2527.0,0.0,0.0,-1495.0,129.0,766.0,-2132.0,2.0,13161.0,-3707.0,-18998.0,0.0,-18998.0,-6545.0,-25543.0,-25344.0,955.0,,,,,,,,,,,,,
WIS,2012,,242614.0,236717.0,0.0,0.0,5897.0,6951.0,2442.0,10406.0,4137.0,4296.0,7956.0,18203.0,0.0,18203.0,0.0,16826.0,13852.0,17924.0,,,,,,,,,,,,,
WIS,2013,,227181.0,217288.0,0.0,0.0,9893.0,15284.0,16787.0,8390.0,10096.0,16169.0,6312.0,8629.0,0.0,8629.0,-104.0,19769.0,14292.0,14901.0,,,,,,,,,,,,,
WIS,2014,,296032.0,283667.0,0.0,0.0,12365.0,16642.0,31770.0,-2763.0,3052.0,7422.0,32266.0,25133.0,0.0,25133.0,0.0,22477.0,17335.0,6584.0,,,,,,,,,,,,,
WIS,2015,,147533.0,149356.0,0.0,0.0,-1823.0,11364.0,1490.0,8051.0,3079.0,11659.0,14583.0,14054.0,0.0,14054.0,0.0,12937.0,12006.0,10368.0,,,,,,,,,,,,,
WIS,2016,,42290.0,41503.0,0.0,0.0,787.0,1460.0,7365.0,-5118.0,1537.0,48.0,-32179.0,-35808.0,0.0,-35808.0,-249.0,-36057.0,-35159.0,-4985.0,,,,,,,,,,,,,
WIS,2017,,1921.0,525.0,0.0,0.0,1396.0,818.0,9809.0,-7595.0,4195.0,11099.0,0.0,-14499.0,0.0,-14499.0,0.0,-14497.0,-14497.0,-7580.0,,,,,,,,,,,,,
WIS,2018,,139.0,271.0,0.0,0.0,-132.0,72.0,68059.0,-68119.0,4279.0,119901.0,0.0,-183741.0,0.0,-183741.0,0.0,-183744.0,-183744.0,-68112.0,,,,,,,,,,,,,
WIS,2019,,0.0,279.0,0.0,0.0,-279.0,0.0,80.0,-359.0,0.0,589.0,0.0,-948.0,0.0,-948.0,0.0,-948.0,-948.0,-358.0,,,,,,,,,,,,,
WIS,2020,,0.0,272.0,0.0,0.0,-272.0,71.0,5596.0,-5797.0,797.0,541.0,0.0,-5541.0,0.0,-5541.0,0.0,-5541.0,-5541.0,-5797.0,,,,,,,,,,,,,
WIS,2021,,0.0,281.0,0.0,0.0,-281.0,42.0,358.0,-597.0,2805.0,2848.0,0.0,-640.0,0.0,-640.0,0.0,-640.0,-640.0,-596.0,,,,,,,,,,,,,
WIS,2022,,0.0,169.0,0.0,0.0,-169.0,113.0,40.0,-96.0,2705.0,2782.0,0.0,-173.0,0.0,-173.0,0.0,-173.0,-173.0,-96.0,,,,,,,,,,,,,
WIS,2023,,305.0,176.0,0.0,0.0,129.0,1593.0,1888.0,-166.0,20.0,120.0,0.0,-266.0,0.0,-266.0,0.0,-266.0,-266.0,-166.0,,,,,,,,,,,,,
WIS,2024,,55.0,350.0,0.0,0.0,-295.0,468.0,1824.0,-1651.0,308.0,333.0,0.0,-1676.0,0.0,-1676.0,0.0,-1676.0,-1676.0,-1651.0,,,,,,,,,,,,,
WIS,O4K,,55.0,351.0,0.0,0.0,-296.0,454.0,1824.0,-1666.0,308.0,334.0,0.0,-1692.0,0.0,-1692.0,0.0,-1692.0,-1692.0,-1666.0,,,,,,,,,,,,,
WPR,2019,,8233.0,7660.0,0.0,0.0,573.0,12.0,18.0,567.0,36.0,67.0,0.0,536.0,0.0,536.0,0.0,480.0,480.0,668.0,,,,,,,,,,,,,
WPR,2020,,10032.0,8877.0,0.0,0.0,1155.0,131.0,105.0,1181.0,2.0,127.0,0.0,1056.0,0.0,1056.0,0.0,852.0,852.0,1284.0,,,,,,,,,,,,,
WPR,2021,,14373.0,11047.0,0.0,0.0,3326.0,8.0,10.0,3324.0,53.0,0.0,0.0,3377.0,0.0,3377.0,0.0,2735.0,2735.0,3690.0,,,,,,,,,,,,,
WPR,2022,,23206.0,17176.0,0.0,0.0,6030.0,14.0,80.0,5964.0,47.0,355.0,0.0,5656.0,0.0,5656.0,0.0,5229.0,5229.0,7048.0,,,,,,,,,,,,,
WPR,2023,,26543.0,23826.0,0.0,0.0,2717.0,28.0,12.0,2733.0,86.0,602.0,0.0,2217.0,0.0,2217.0,0.0,2090.0,2090.0,5311.0,,,,,,,,,,,,,
WPR,2024,,22136.0,21760.0,0.0,0.0,376.0,34.0,168.0,242.0,29.0,103.0,0.0,168.0,0.0,168.0,0.0,144.0,144.0,3927.0,,,,,,,,,,,,,
WPR,O4K,,21045.0,21169.0,0.0,0.0,-124.0,25.0,166.0,-265.0,23.0,119.0,0.0,-361.0,0.0,-361.0,0.0,-332.0,-332.0,3566.0,,,,,,,,,,,,,
WTN,2012,,74722.0,31502.0,36947.0,8021.0,-1748.0,12139.0,23404.0,-13013.0,45.0,12297.0,10135.0,-15130.0,0.0,-15130.0,0.0,-15555.0,-15555.0,-6781.0,,,,,,,,,,,,,
WTN,2013,,87044.0,37867.0,32515.0,7510.0,9152.0,10112.0,11706.0,7558.0,6125.0,3680.0,2578.0,12581.0,0.0,12581.0,0.0,14431.0,14431.0,11938.0,,,,,,,,,,,,,
WTN,2014,,130515.0,55442.0,40305.0,7138.0,27630.0,2437.0,1970.0,28097.0,45.0,3416.0,0.0,24726.0,0.0,24726.0,0.0,27666.0,27666.0,31964.0,,,,,,,,,,,,,
WTN,2015,,151646.0,65762.0,45967.0,8735.0,31182.0,3168.0,3483.0,30867.0,847.0,1510.0,0.0,30204.0,0.0,30204.0,0.0,27111.0,27111.0,35136.0,,,,,,,,,,,,,
WTN,2016,,170280.0,74697.0,58849.0,9780.0,26954.0,1389.0,3180.0,25163.0,1132.0,1373.0,0.0,24922.0,0.0,24922.0,0.0,20341.0,20341.0,30104.0,,,,,,,,,,,,,
WTN,2017,,215005.0,94768.0,73601.0,10133.0,36503.0,1226.0,2973.0,34756.0,22.0,5116.0,4.0,29666.0,0.0,29666.0,0.0,21868.0,21868.0,40193.0,,,,,,,,,,,,,
WTN,2018,,245087.0,102603.0,90953.0,10562.0,40969.0,678.0,3581.0,38066.0,1404.0,1240.0,0.0,38230.0,0.0,38230.0,0.0,30972.0,30972.0,45515.0,,,,,,,,,,,,,
WTN,2019,,284536.0,122165.0,112707.0,12194.0,37470.0,1977.0,2921.0,36526.0,3227.0,3116.0,0.0,36637.0,0.0,36637.0,0.0,32033.0,32033.0,62501.0,,,,,,,,,,,,,
WTN,2020,,211040.0,87217.0,96445.0,10145.0,17233.0,6281.0,5076.0,18438.0,121.0,2196.0,0.0,16363.0,0.0,16363.0,0.0,13268.0,13268.0,44202.0,,,,,,,,,,,,,
WTN,2021,,277741.0,103842.0,110938.0,10719.0,52242.0,4129.0,2723.0,53648.0,420.0,1893.0,0.0,52175.0,0.0,52175.0,0.0,42238.0,42238.0,78796.0,,,,,,,,,,,,,
WTN,2022,,405919.0,150326.0,150699.0,15606.0,89288.0,578.0,2138.0,87728.0,182.0,9491.0,0.0,78419.0,0.0,78419.0,0.0,62887.0,62887.0,113080.0,,,,,,,,,,,,,
WTN,2023,,467103.0,170590.0,197464.0,19150.0,79899.0,1152.0,3334.0,77717.0,4116.0,5594.0,0.0,76239.0,0.0,76239.0,0.0,61288.0,61288.0,105925.0,,,,,,,,,,,,,
WTN,2024,,454162.0,173715.0,206011.0,20279.0,54157.0,2984.0,5424.0,51717.0,1413.0,7150.0,0.0,45980.0,0.0,45980.0,0.0,34238.0,34238.0,82770.0,,,,,,,,,,,,,
WTN,O4K,,454916.0,175728.0,207120.0,20939.0,51129.0,3118.0,5467.0,48780.0,4930.0,7731.0,0.0,45979.0,0.0,45979.0,0.0,33588.0,33588.0,80473.0,,,,,,,,,,,,,
XPLUS,2008,,3819.0,2980.0,0.0,0.0,839.0,3.0,2.0,840.0,19.0,36.0,0.0,823.0,0.0,823.0,0.0,659.0,659.0,952.0,,,,,,,,,,,,,
XPLUS,2009,,3954.0,3796.0,0.0,0.0,158.0,2.0,0.0,160.0,41.0,20.0,0.0,181.0,0.0,181.0,0.0,144.0,144.0,294.0,,,,,,,,,,,,,
XPLUS,2010,,7542.0,5706.0,0.0,0.0,1836.0,22.0,0.0,1858.0,53.0,42.0,0.0,1869.0,0.0,1869.0,0.0,1508.0,1508.0,2048.0,,,,,,,,,,,,,
XPLUS,2011,,10675.0,8682.0,0.0,0.0,1993.0,742.0,194.0,2541.0,166.0,51.0,0.0,2656.0,0.0,2656.0,0.0,2118.0,2118.0,2773.0,,,,,,,,,,,,,
XPLUS,2012,,13657.0,11560.0,0.0,0.0,2097.0,532.0,107.0,2522.0,185.0,31.0,0.0,2676.0,0.0,2676.0,0.0,2180.0,2180.0,2830.0,,,,,,,,,,,,,
XPLUS,2013,,17139.0,15024.0,0.0,0.0,2115.0,139.0,471.0,1783.0,31.0,39.0,0.0,1775.0,0.0,1775.0,0.0,1427.0,1427.0,2078.0,,,,,,,,,,,,,
XPLUS,2014,,18370.0,17032.0,0.0,0.0,1338.0,92.0,19.0,1411.0,7.0,56.0,0.0,1362.0,0.0,1362.0,0.0,1034.0,1034.0,1689.0,,,,,,,,,,,,,
XPLUS,2015,,17797.0,19620.0,0.0,0.0,-1823.0,123.0,26.0,-1726.0,2.0,138.0,0.0,-1862.0,0.0,-1862.0,0.0,-1531.0,-1531.0,-1408.0,,,,,,,,,,,,,
XPLUS,2016,,21024.0,18861.0,0.0,0.0,2163.0,41.0,8.0,2196.0,72.0,77.0,0.0,2191.0,0.0,2191.0,0.0,1766.0,1766.0,2434.0,,,,,,,,,,,,,
XPLUS,2017,,23082.0,19912.0,0.0,0.0,3170.0,41.0,859.0,2352.0,0.0,156.0,0.0,2196.0,0.0,2196.0,0.0,1751.0,1751.0,2544.0,,,,,,,,,,,,,
XPLUS,2018,,23186.0,20646.0,0.0,0.0,2540.0,220.0,67.0,2693.0,99.0,53.0,0.0,2739.0,0.0,2739.0,0.0,2383.0,2383.0,2877.0,,,,,,,,,,,,,
XPLUS,2019,,30836.0,25376.0,0.0,0.0,5460.0,222.0,424.0,5258.0,2.0,189.0,0.0,5071.0,0.0,5071.0,0.0,4221.0,4221.0,5591.0,,,,,,,,,,,,,
XPLUS,2020,,39061.0,29101.0,823.0,0.0,9137.0,823.0,219.0,9741.0,1.0,290.0,0.0,9452.0,0.0,9452.0,0.0,7638.0,7638.0,10985.0,,,,,,,,,,,,,
XPLUS,2021,,52708.0,41212.0,0.0,0.0,11496.0,1057.0,275.0,12278.0,42.0,117.0,0.0,12203.0,0.0,12203.0,0.0,10225.0,10225.0,13776.0,,,,,,,,,,,,,
XPLUS,2022,,59722.0,51712.0,0.0,0.0,8010.0,1200.0,43.0,9167.0,541.0,212.0,0.0,9496.0,0.0,9496.0,0.0,8133.0,8133.0,11351.0,,,,,,,,,,,,,
XPLUS,2023,,52191.0,55893.0,0.0,0.0,-3702.0,853.0,176.0,-3025.0,40.0,1875.0,0.0,-4860.0,0.0,-4860.0,0.0,-4319.0,-4319.0,-12.0,,,,,,,,,,,,,
XPLUS,2024,,60118.0,53607.0,0.0,0.0,6511.0,1149.0,403.0,7257.0,94.0,256.0,0.0,7095.0,0.0,7095.0,0.0,6436.0,6436.0,10296.0,,,,,,,,,,,,,
XPLUS,O4K,,61030.0,52799.0,0.0,0.0,8231.0,1039.0,375.0,8895.0,110.0,588.0,0.0,8417.0,0.0,8417.0,0.0,7501.0,7501.0,12009.0,,,,,,,,,,,,,
XTB,2013,,214876.0,103467.0,0.0,0.0,111409.0,683.0,5825.0,106267.0,5442.0,5346.0,0.0,106363.0,0.0,106363.0,0.0,81932.0,81932.0,110155.0,,,,,,,,,,,,,
XTB,2014,,203856.0,114539.0,0.0,0.0,89317.0,578.0,3517.0,86378.0,11853.0,1203.0,0.0,97028.0,0.0,97028.0,0.0,77064.0,77064.0,92124.0,,,,,,,,,,,,,
XTB,2015,,280425.0,134409.0,0.0,0.0,146016.0,2117.0,7063.0,141070.0,10444.0,3146.0,0.0,148368.0,0.0,148368.0,0.0,119035.0,119035.0,146874.0,,,,,,,,,,,,,
XTB,2016,,250500.0,162722.0,0.0,0.0,87778.0,76.0,5739.0,82115.0,12122.0,955.0,0.0,93282.0,0.0,93282.0,0.0,77707.0,77707.0,87538.0,,,,,,,,,,,,,
XTB,2017,,273645.0,141945.0,0.0,0.0,131700.0,122.0,3552.0,128270.0,6318.0,14291.0,-5612.0,114685.0,0.0,114685.0,0.0,92973.0,92973.0,134324.0,,,,,,,,,,,,,
XTB,2018,,288124.0,158422.0,0.0,0.0,129702.0,177.0,14070.0,115809.0,9083.0,221.0,0.0,124671.0,0.0,124671.0,0.0,101471.0,101471.0,119740.0,,,,,,,,,,,,,
XTB,2019,,238735.0,169568.0,0.0,0.0,69167.0,569.0,4324.0,65412.0,5901.0,1877.0,0.0,69436.0,0.0,69436.0,0.0,57701.0,57701.0,72165.0,,,,,,,,,,,,,
XTB,2020,,797814.0,274305.0,0.0,0.0,523509.0,123.0,7886.0,515746.0,5857.0,22906.0,0.0,498697.0,0.0,498697.0,0.0,402087.0,402087.0,523499.0,,,,,,,,,,,,,
XTB,2021,,623487.0,344685.0,0.0,0.0,278802.0,2108.0,4087.0,276823.0,17891.0,4258.0,0.0,290456.0,0.0,290456.0,0.0,237830.0,237830.0,285744.0,,,,,,,,,,,,,
XTB,2022,,1444180.0,547007.0,0.0,0.0,897173.0,69.0,11560.0,885682.0,50573.0,997.0,0.0,935258.0,0.0,935258.0,0.0,766096.0,766096.0,897679.0,,,,,,,,,,,,,
XTB,2023,,1616300.0,683458.0,0.0,0.0,932842.0,2085.0,10773.0,924154.0,71988.0,35898.0,0.0,960244.0,0.0,960244.0,0.0,791173.0,791173.0,941351.0,,,,,,,,,,,,,
XTB,2024,,1871812.0,873910.0,0.0,0.0,997902.0,1624.0,12791.0,986735.0,62845.0,1129.0,0.0,1048451.0,0.0,1048451.0,0.0,856856.0,857025.0,1006640.0,,,,,,,,,,,,,
XTB,O4K,,1896254.0,982471.0,0.0,0.0,913783.0,1528.0,15082.0,900229.0,58787.0,44647.0,0.0,914369.0,0.0,914369.0,0.0,748033.0,748204.0,921252.0,,,,,,,,,,,,,
XTP,2015,,0.0,404.0,0.0,0.0,-404.0,0.0,2.0,-406.0,0.0,1.0,0.0,-407.0,0.0,-407.0,0.0,-407.0,-407.0,-290.0,,,,,,,,,,,,,
XTP,2016,,39.0,2322.0,0.0,0.0,-2283.0,1.0,0.0,-2282.0,0.0,7.0,0.0,-2289.0,0.0,-2289.0,0.0,-2289.0,-2289.0,-1986.0,,,,,,,,,,,,,
XTP,2017,,2195.0,6035.0,0.0,0.0,-3840.0,11.0,121.0,-3950.0,36.0,48.0,0.0,-3962.0,0.0,-3962.0,0.0,-3962.0,-3962.0,-3480.0,,,,,,,,,,,,,
XTP,2018,,2267.0,3076.0,0.0,6435.0,-7244.0,7.0,6.0,-7243.0,54.0,54.0,0.0,-7243.0,0.0,-7243.0,0.0,-7209.0,-7209.0,-6712.0,,,,,,,,,,,,,
XTP,2019,,2063.0,7316.0,0.0,15914.0,-21167.0,5.0,10.0,-21172.0,197.0,3635.0,0.0,-24610.0,0.0,-24610.0,0.0,-24678.0,-24678.0,-20582.0,,,,,,,,,,,,,
XTP,2020,,2294.0,2828.0,0.0,7687.0,-8221.0,-297.0,11.0,-8529.0,21.0,71.0,0.0,-8579.0,0.0,-8579.0,0.0,-8579.0,-8579.0,-8128.0,,,,,,,,,,,,,
XTP,2021,,4702.0,4782.0,0.0,6274.0,-6354.0,66.0,32.0,-6320.0,1.0,255.0,0.0,-6574.0,0.0,-6574.0,0.0,-6574.0,-6574.0,-5735.0,,,,,,,,,,,,,
XTP,2022,,12817.0,6832.0,0.0,7777.0,-1792.0,0.0,11.0,-1803.0,6.0,321.0,0.0,-2118.0,0.0,-2118.0,0.0,-2137.0,-2137.0,-799.0,,,,,,,,,,,,,
XTP,2023,,15475.0,8427.0,0.0,11861.0,-4813.0,11.0,40.0,-4842.0,398.0,384.0,0.0,-4828.0,0.0,-4828.0,0.0,-4851.0,-4851.0,-3002.0,,,,,,,,,,,,,
XTP,2024,,13704.0,18377.0,7608.0,9406.0,-21687.0,116.0,139.0,-21710.0,174.0,525.0,0.0,-22061.0,0.0,-22061.0,0.0,-22070.0,-22070.0,-17185.0,,,,,,,,,,,,,
XTP,O4K,,13262.0,18727.0,7819.0,9842.0,-23126.0,120.0,138.0,-23144.0,210.0,635.0,0.0,-23569.0,0.0,-23569.0,0.0,-23577.0,-23577.0,-17951.0,,,,,,,,,,,,,
YARRL,2005,,11176.0,7938.0,553.0,1398.0,1287.0,90.0,76.0,1301.0,34.0,128.0,0.0,1207.0,0.0,1207.0,0.0,966.0,966.0,1572.0,,,,,,,,,,,,,
YARRL,2006,,11213.0,7449.0,562.0,1880.0,1322.0,102.0,78.0,1346.0,218.0,17.0,0.0,1547.0,0.0,1547.0,0.0,1255.0,1255.0,1518.0,,,,,,,,,,,,,
YARRL,2007,,20094.0,14796.0,1192.0,4375.0,-269.0,236.0,758.0,-791.0,323.0,105.0,0.0,-573.0,0.0,-573.0,0.0,-675.0,-675.0,-225.0,,,,,,,,,,,,,
YARRL,2008,,25993.0,18958.0,1018.0,4863.0,1154.0,211.0,240.0,1125.0,424.0,485.0,0.0,1064.0,0.0,1064.0,0.0,939.0,939.0,1789.0,,,,,,,,,,,,,
YARRL,2009,,25164.0,17571.0,1050.0,4260.0,2283.0,304.0,813.0,1774.0,608.0,764.0,0.0,1618.0,0.0,1618.0,0.0,1171.0,1171.0,2766.0,,,,,,,,,,,,,
YARRL,2010,,21223.0,15767.0,1085.0,4581.0,-210.0,1090.0,1409.0,-529.0,659.0,219.0,0.0,-89.0,0.0,-89.0,0.0,96.0,96.0,684.0,,,,,,,,,,,,,
YARRL,2011,,25825.0,19640.0,771.0,4412.0,1002.0,573.0,981.0,594.0,694.0,276.0,-10.0,1002.0,0.0,1002.0,0.0,905.0,905.0,1804.0,,,,,,,,,,,,,
YARRL,2012,,29298.0,23540.0,1038.0,3873.0,847.0,1171.0,971.0,1047.0,437.0,265.0,-37.0,1182.0,0.0,1182.0,0.0,887.0,885.0,2311.0,,,,,,,,,,,,,
YARRL,2013,,27076.0,21884.0,1558.0,3710.0,-76.0,607.0,1109.0,-578.0,22.0,208.0,-293.0,-1057.0,0.0,-1057.0,0.0,-1059.0,-1059.0,620.0,,,,,,,,,,,,,
YARRL,2014,,37404.0,29923.0,1713.0,4039.0,1729.0,675.0,817.0,1587.0,43.0,192.0,0.0,1438.0,0.0,1438.0,0.0,908.0,908.0,2665.0,,,,,,,,,,,,,
YARRL,2015,,33381.0,26888.0,1927.0,4045.0,521.0,787.0,703.0,605.0,125.0,266.0,0.0,464.0,0.0,464.0,0.0,170.0,170.0,1339.0,,,,,,,,,,,,,
YARRL,2016,,41539.0,34221.0,1996.0,3837.0,1485.0,512.0,734.0,1263.0,83.0,225.0,0.0,1121.0,0.0,1121.0,0.0,741.0,741.0,2180.0,,,,,,,,,,,,,
YARRL,2017,,41293.0,34055.0,2255.0,3960.0,1023.0,642.0,3631.0,-1966.0,18.0,278.0,0.0,-2226.0,0.0,-2226.0,0.0,-2530.0,-2530.0,-1139.0,,,,,,,,,,,,,
YARRL,2018,,43486.0,35541.0,2734.0,4216.0,995.0,504.0,663.0,836.0,41.0,223.0,0.0,654.0,0.0,654.0,0.0,512.0,512.0,1619.0,,,,,,,,,,,,,
YARRL,2019,,46115.0,36239.0,3517.0,4351.0,2008.0,421.0,347.0,2082.0,34.0,356.0,0.0,1760.0,0.0,1760.0,0.0,1360.0,1360.0,3445.0,,,,,,,,,,,,,
YARRL,2020,,39324.0,33776.0,2821.0,4063.0,-1336.0,1348.0,659.0,-647.0,59.0,185.0,0.0,-773.0,0.0,-773.0,0.0,-828.0,-828.0,596.0,,,,,,,,,,,,,
YARRL,2021,,33767.0,30405.0,2085.0,3985.0,-2708.0,2038.0,678.0,-1348.0,28.0,85.0,0.0,-1405.0,0.0,-1405.0,0.0,-742.0,-742.0,-576.0,,,,,,,,,,,,,
YARRL,2022,,27263.0,27788.0,1801.0,3514.0,-5840.0,858.0,4738.0,-9720.0,79.0,311.0,0.0,-9952.0,0.0,-9952.0,0.0,-11226.0,-11226.0,-9023.0,,,,,,,,,,,,,
YARRL,2023,,30712.0,24462.0,700.0,3877.0,1673.0,757.0,558.0,1872.0,69.0,775.0,0.0,1166.0,0.0,1166.0,0.0,1411.0,1411.0,2439.0,,,,,,,,,,,,,
YARRL,2024,,71801.0,60132.0,1406.0,6274.0,3989.0,641.0,610.0,4020.0,69.0,479.0,0.0,3610.0,0.0,3610.0,0.0,3604.0,3604.0,4853.0,,,,,,,,,,,,,
YARRL,O4K,,77173.0,64661.0,1608.0,6685.0,4219.0,552.0,578.0,4193.0,45.0,414.0,0.0,3824.0,0.0,3824.0,0.0,3772.0,3772.0,5071.0,,,,,,,,,,,,,
ZAB,2021,,12493370.0,11035076.0,133576.0,346507.0,978211.0,6182.0,18065.0,966328.0,66188.0,383298.0,0.0,649218.0,0.0,649218.0,0.0,495325.0,487301.0,1881736.0,,,,,,,,,,,,,
ZAB,2022,,16003432.0,14128945.0,211941.0,495093.0,1167453.0,78020.0,25617.0,1219856.0,41498.0,712556.0,0.0,548798.0,0.0,548798.0,0.0,383702.0,382333.0,2334588.0,,,,,,,,,,,,,
ZAB,2023,,19805851.0,17632077.0,224926.0,559721.0,1389127.0,24783.0,33546.0,1380364.0,141553.0,1011763.0,-466.0,509688.0,0.0,509688.0,0.0,356293.0,353724.0,2739611.0,,,,,,,,,,,,,
ZAB,2024,,23797040.0,21110278.0,267367.0,746958.0,1672437.0,23771.0,37423.0,1658785.0,175121.0,1030622.0,426.0,803710.0,0.0,803710.0,0.0,592750.0,624262.0,3362797.0,,,,,,,,,,,,,
ZAB,O4K,,24448040.0,21719278.0,277367.0,802958.0,1648437.0,24771.0,35423.0,1637785.0,180121.0,1028622.0,-574.0,788710.0,0.0,788710.0,0.0,566750.0,598262.0,3394797.0,,,,,,,,,,,,,
ZAKLADY-AZOTOWE-PULAWY,2004,,1959795.0,1448323.0,133599.0,63282.0,314591.0,5709.0,5709.0,314591.0,23015.0,12571.0,0.0,325035.0,0.0,325035.0,0.0,201912.0,201912.0,433028.0,,,,,,,,,,,,,
ZAKLADY-AZOTOWE-PULAWY,2005,,2030448.0,1634069.0,155989.0,71580.0,168810.0,8803.0,20646.0,156967.0,25289.0,20113.0,0.0,162143.0,0.0,162143.0,0.0,126166.0,126166.0,274359.0,,,,,,,,,,,,,
ZAKLADY-AZOTOWE-PULAWY,2006,,2205255.0,1821675.0,153868.0,70718.0,158994.0,13412.0,20985.0,151421.0,32374.0,25330.0,0.0,158465.0,-2.0,158463.0,0.0,130009.0,130009.0,251368.0,,,,,,,,,,,,,
ZAKLADY-AZOTOWE-PULAWY,2007,,2503510.0,1867745.0,167988.0,82750.0,385027.0,10586.0,36869.0,358744.0,88445.0,45816.0,0.0,401373.0,38.0,401411.0,0.0,330821.0,330821.0,432763.0,,,,,,,,,,,,,
ZAKLADY-AZOTOWE-PULAWY,2008,,2236554.0,1801367.0,149299.0,105772.0,180116.0,9497.0,5545.0,184068.0,51963.0,0.0,0.0,236031.0,0.0,236031.0,-422.0,186989.0,186989.0,242146.0,,,,,,,,,,,,,
ZAKLADY-AZOTOWE-PULAWY,2009,,2061584.0,1798814.0,139642.0,107465.0,15663.0,14737.0,20465.0,9935.0,30470.0,0.0,1518.0,41923.0,0.0,41923.0,-446.0,31283.0,31819.0,78250.0,,,,,,,,,,,,,
