Spółka,Rok,Przychody ze sprzedaży,Zysk netto,Zysk operacyjny (EBIT),EBITDA,Aktywa trwałe,Aktywa obrotowe,Aktywa razem,Kapitał własny akcjonariuszy jednostki dominującej,Zobowiązania długoterminowe,Zobowiązania krótkoterminowe,Pasywa razem,Przepływy pieniężne z działalności operacyjnej,Przepływy pieniężne z działalności inwestycyjnej,Przepływy pieniężne razem,Lata raportu
AGORA,2017,1165479.0,-79293.0,-73036.0,29971.0,991311.0,404577.0,1395888.0,995618.0,106369.0,274836.0,1395888.0,77262.0,-41232.0,-30999.0,7
AGORA,2018,1141158.0,9379.0,875.0,88509.0,981298.0,418528.0,1399826.0,975010.0,114999.0,288668.0,1399826.0,81130.0,-19819.0,13805.0,6
AGORA,2019,1249663.0,6006.0,24678.0,182715.0,1664541.0,327904.0,1992445.0,931243.0,628277.0,411993.0,1992445.0,205483.0,-100501.0,28062.0,5
AGORA,2020,836459.0,-130239.0,-111708.0,51281.0,1683598.0,334700.0,2018298.0,820942.0,739784.0,446191.0,2018298.0,131874.0,-24447.0,77290.0,4
AGORA,2021,965874.0,-46642.0,-41851.0,119528.0,1587395.0,333861.0,1921256.0,774355.0,694299.0,446673.0,1921256.0,126805.0,-18726.0,-3477.0,3
AGORA,2022,1113119.0,-105663.0,-64822.0,93315.0,1496287.0,296786.0,1793073.0,674123.0,708555.0,410494.0,1793073.0,76817.0,-38609.0,-65824.0,2
AGORA,2023,1424311.0,85000.0,44557.0,216683.0,1680307.0,365101.0,2045408.0,738488.0,636342.0,561501.0,2045408.0,246636.0,-19482.0,21346.0,1
AGORA,2024,1480503.0,26408.0,82146.0,260495.0,1602034.0,410466.0,2012500.0,692330.0,761484.0,550617.0,2012500.0,259998.0,-39374.0,40143.0,0
AGROTON,2007,164969.0,35478.0,45822.0,54354.0,124450.0,111046.0,235496.0,126849.0,12358.0,96290.0,235496.0,15197.0,-26605.0,11126.0,16
AGROTON,2008,276727.0,-55948.0,14119.0,31031.0,140330.0,108174.0,248504.0,48076.0,24698.0,175730.0,248504.0,-12037.0,-43565.0,-30276.0,15
AGROTON,2009,216894.0,12766.0,47426.0,60503.0,120491.0,238772.0,359263.0,159756.0,18199.0,180259.0,359263.0,19063.0,-2192.0,97760.0,14
AGROTON,2010,287814.0,46643.0,87367.0,104040.0,145466.0,282250.0,427717.0,361137.0,8299.0,57450.0,427717.0,-5297.0,-31390.0,-58399.0,13
AGROTON,2011,417196.0,923.0,19722.0,34796.0,194447.0,420333.0,614780.0,408475.0,163666.0,41641.0,614780.0,-7843.0,-89813.0,12631.0,12
AGROTON,2012,310335.0,21025.0,51007.0,74635.0,355868.0,224086.0,579954.0,391430.0,150111.0,37425.0,579954.0,217917.0,-210891.0,-24394.0,11
AGROTON,2013,280977.0,-17138.0,-5009.0,7479.0,235367.0,325239.0,560605.0,363506.0,147332.0,49084.0,560605.0,70454.0,-67680.0,-7635.0,10
AGROTON,2014,276217.0,-282295.0,57280.0,70831.0,121693.0,222002.0,343695.0,155853.0,109179.0,77962.0,343695.0,20577.0,-22025.0,-1448.0,9
AGROTON,2015,228047.0,-37408.0,78810.0,88602.0,62940.0,209345.0,272285.0,178752.0,80796.0,11957.0,272285.0,40240.0,-4365.0,16896.0,8
AGROTON,2016,314196.0,91029.0,97449.0,106727.0,59166.0,282842.0,342009.0,296145.0,39106.0,5859.0,342009.0,44012.0,-7611.0,14289.0,7
AGROTON,2017,263531.0,28971.0,29671.0,33671.0,52898.0,265609.0,318508.0,276882.0,34141.0,6670.0,318508.0,36206.0,-16077.0,20129.0,6
AGROTON,2018,299039.0,49425.0,43319.0,47511.0,72479.0,300054.0,372534.0,330207.0,0.0,41387.0,372534.0,66227.0,-24837.0,32021.0,5
AGROTON,2019,269470.0,19691.0,-16345.0,7406.0,155258.0,279382.0,434639.0,328634.0,58443.0,46522.0,434639.0,61789.0,-57463.0,-48819.0,4
AGROTON,2020,339977.0,44195.0,100312.0,122445.0,121738.0,330536.0,452275.0,380745.0,33897.0,36641.0,452275.0,112173.0,-33100.0,58537.0,3
AGROTON,2023,,,,0.0,64625.0,335868.0,400492.0,387932.0,0.0,11530.0,400492.0,,,0.0,0
AIRWAY-MEDIX,2013,0.0,-516.0,-491.0,-121.0,40592.0,105.0,40697.0,33386.0,6220.0,191.0,40697.0,-1253.0,0.0,-37.0,11
AIRWAY-MEDIX,2014,0.0,-5053.0,-4059.0,-2207.0,44500.0,543.0,45043.0,44423.0,223.0,321.0,45043.0,-8067.0,-621.0,349.0,10
AIRWAY-MEDIX,2015,0.0,-1546.0,-1053.0,-1043.0,21825.0,1019.0,22844.0,15502.0,5224.0,2118.0,22844.0,-1100.0,-4400.0,-956.0,9
AIRWAY-MEDIX,2016,57.0,-2016.0,-2320.0,-2305.0,7173.0,21804.0,28977.0,24294.0,3970.0,713.0,28977.0,-3027.0,-5455.0,8.0,8
AIRWAY-MEDIX,2017,0.0,635.0,1093.0,1110.0,14904.0,13595.0,28499.0,25249.0,2050.0,1200.0,28499.0,-3686.0,8801.0,3107.0,7
AIRWAY-MEDIX,2018,921.0,-2034.0,-2538.0,-2538.0,28361.0,17294.0,45655.0,34008.0,4783.0,6864.0,45655.0,-3110.0,-3320.0,-2366.0,6
AIRWAY-MEDIX,2019,294.0,-1361.0,-1428.0,-1428.0,37211.0,6556.0,43767.0,32830.0,7931.0,3006.0,43767.0,4983.0,-6718.0,-338.0,5
AIRWAY-MEDIX,2020,257.0,-2374.0,-1902.0,-1902.0,29048.0,22435.0,51483.0,30653.0,7865.0,12965.0,51483.0,-2248.0,-5016.0,1462.0,4
AIRWAY-MEDIX,2021,0.0,-7044.0,6020.0,6020.0,38582.0,5914.0,44496.0,23901.0,2266.0,18329.0,44496.0,-5853.0,0.0,-2140.0,3
AIRWAY-MEDIX,2022,95.0,-37914.0,-35998.0,-35998.0,542.0,5672.0,6214.0,-15162.0,9021.0,12355.0,6214.0,-442.0,-130.0,-22.0,2
AIRWAY-MEDIX,2023,12.0,-3276.0,-2647.0,-2647.0,899.0,6462.0,7361.0,-13207.0,3332.0,17236.0,7361.0,-4195.0,0.0,653.0,1
AIRWAY-MEDIX,2024,12.0,-11735.0,-6390.0,-6308.0,536.0,3280.0,3816.0,-24319.0,10000.0,18135.0,3816.0,-7590.0,-72.0,1473.0,0
ALE,2017,1662705.0,5783.0,261743.0,644434.0,13929470.0,636520.0,14565990.0,8804626.0,5395673.0,365691.0,14565990.0,440119.0,-13352534.0,356395.0,7
ALE,2018,1978017.0,271904.0,676273.0,1097970.0,13613730.0,1148611.0,14762341.0,9056693.0,5226637.0,479011.0,14762341.0,918606.0,-111978.0,437632.0,6
ALE,2019,2592306.0,393075.0,886087.0,1325390.0,13425569.0,852444.0,14278013.0,6670220.0,6784903.0,809468.0,14278013.0,1246539.0,-202887.0,-390150.0,5
ALE,2020,3997811.0,418560.0,1123043.0,1586832.0,13202462.0,1945418.0,15147880.0,8089596.0,6168221.0,890063.0,15147880.0,1509890.0,-218205.0,781183.0,4
ALE,2021,5352870.0,1089618.0,1472945.0,1993740.0,13608929.0,3260948.0,16869877.0,9454065.0,6187634.0,1228178.0,16869877.0,1406597.0,-429900.0,772181.0,3
ALE,2022,9004916.0,-1916796.0,-1182127.0,2000536.0,16053872.0,3178887.0,19232759.0,8981259.0,7938899.0,2312601.0,19232759.0,1854680.0,-3075888.0,-1079682.0,2
ALE,2023,10185317.0,284058.0,790121.0,2414097.0,14524837.0,4013966.0,18538803.0,9043326.0,7227388.0,2268089.0,18538803.0,2540857.0,-466843.0,1190114.0,1
ALE,2024,10821231.0,1034561.0,1787057.0,2831017.0,14264598.0,5252693.0,19517291.0,10087151.0,6819696.0,2610444.0,19517291.0,3623183.0,-640451.0,2015390.0,0
ALG,2011,1253.0,-634.0,-142.0,-2.0,7690.0,849.0,8539.0,2224.0,4285.0,1891.0,8539.0,124.0,-2618.0,-11.0,13
ALG,2012,2036.0,424.0,357.0,589.0,7248.0,858.0,8106.0,2649.0,3559.0,1839.0,8106.0,655.0,-209.0,-109.0,12
ALG,2013,1485.0,-180.0,-14.0,213.0,22749.0,1476.0,24225.0,18150.0,3548.0,2261.0,24225.0,877.0,399.0,1133.0,11
ALG,2014,483222.0,9113.0,11405.0,11547.0,546.0,30820.0,31366.0,27656.0,704.0,165.0,31366.0,-358.0,135.0,131.0,10
ALG,2015,-8742.0,-7394.0,-9313.0,-9313.0,977.0,21706.0,22683.0,20256.0,678.0,842.0,22683.0,-360.0,158.0,189.0,9
ALG,2016,-8825.0,-7571.0,-9219.0,-9219.0,2417.0,13073.0,15490.0,12658.0,697.0,1264.0,15490.0,-461.0,-130.0,-120.0,8
ALG,2017,-8583.0,-8567.0,-9937.0,-9937.0,3229.0,2964.0,6193.0,3823.0,701.0,1623.0,6193.0,-884.0,1139.0,-55.0,7
ALG,2018,-1435.0,-3879.0,-1999.0,-1999.0,0.0,50.0,50.0,-55.0,99.0,6.0,50.0,-398.0,1292.0,-44.0,6
ALG,2019,0.0,-188.0,-171.0,-171.0,0.0,28.0,28.0,-243.0,0.0,271.0,28.0,-127.0,0.0,3.0,5
ALG,2020,25750.0,-12850.0,-7893.0,376.0,43573.0,11148.0,54721.0,-28449.0,24786.0,58384.0,54721.0,590.0,-23445.0,-2204.0,4
ALG,2021,27218.0,3254.0,-798.0,10175.0,39458.0,11861.0,51319.0,17435.0,17417.0,16467.0,51319.0,-940.0,2998.0,-118.0,3
ALG,2022,14254.0,-40541.0,-40273.0,-28337.0,9465.0,4336.0,13801.0,-16073.0,4385.0,24206.0,13801.0,-957.0,-2321.0,-249.0,2
ALG,2023,3967.0,-6527.0,-4992.0,-3594.0,14334.0,6056.0,20390.0,-20149.0,6595.0,32107.0,20390.0,-8076.0,-4323.0,-66.0,1
ALG,2024,2367.0,-2760.0,-2102.0,-1501.0,16696.0,6446.0,23142.0,-8361.0,656.0,26986.0,23142.0,-173.0,-211.0,-33.0,0
ALIOR-BANK,2009,,-271340.0,,-299964.0,,,6260306.0,,,,6260306.0,15542.0,-140623.0,,15
ALIOR-BANK,2010,,-103990.0,,-74562.0,,,9311894.0,,,,9311914.0,476168.0,-77348.0,,14
ALIOR-BANK,2011,,152181.0,,222044.0,,,15483622.0,,,,15483622.0,26611.0,-55076.0,,13
ALIOR-BANK,2012,,61130.0,,162886.0,,,21181094.0,,,,21181094.0,-374256.0,-108740.0,,12
ALIOR-BANK,2013,,227902.0,,340532.0,,,25549871.0,,,,25549871.0,48791.0,-108404.0,,11
ALIOR-BANK,2014,,322047.0,,476583.0,,,30167568.0,,,,30167568.0,-302953.0,-78913.0,,10
ALIOR-BANK,2015,,308975.0,,472371.0,,,40003010.0,,,,40003010.0,742707.0,-365963.0,,9
ALIOR-BANK,2016,,618077.0,,796891.0,,,61209545.0,,,,61209545.0,-2225587.0,-643448.0,,8
ALIOR-BANK,2017,,515617.0,,913712.0,,,69493780.0,,,,69493780.0,-576220.0,-204068.0,,7
ALIOR-BANK,2018,,713373.0,,1162818.0,,,73419887.0,,,,73419887.0,757539.0,-203473.0,,6
ALIOR-BANK,2019,,252832.0,,742884.0,,,76735834.0,,,,76735834.0,-302192.0,-146792.0,,5
ALIOR-BANK,2020,,-311233.0,,81208.0,,,78642032.0,,,,78642032.0,1375989.0,-156783.0,,4
ALIOR-BANK,2021,,481925.0,,1012194.0,,,83048372.0,,,,83048372.0,2066599.0,-171195.0,,3
ALIOR-BANK,2022,,683111.0,,1278039.0,,,82877172.0,,,,82877172.0,-504441.0,-311738.0,,2
ALIOR-BANK,2023,,2030125.0,,2965831.0,,,90134134.0,,,,90134134.0,-4280276.0,3588014.0,,1
ALIOR-BANK,2024,,2445022.0,,3468326.0,,,93293487.0,,,,93293487.0,-555631.0,585449.0,,0
ALL,2009,6884.0,295.0,342.0,815.0,5201.0,3735.0,8936.0,6254.0,0.0,2642.0,8936.0,252.0,-1026.0,-3073.0,15
ALL,2010,9208.0,1466.0,1170.0,1523.0,1762.0,5153.0,6915.0,3882.0,0.0,2655.0,6915.0,239.0,-605.0,-308.0,14
ALL,2011,12289.0,2342.0,2902.0,3459.0,2730.0,11098.0,13828.0,8912.0,82.0,4354.0,13828.0,676.0,-66.0,2472.0,13
ALL,2012,13146.0,3081.0,3845.0,4538.0,6585.0,8827.0,15412.0,12005.0,39.0,2617.0,15412.0,3345.0,-3030.0,-80.0,12
ALL,2013,14504.0,3885.0,4696.0,5843.0,6858.0,13921.0,20779.0,15890.0,42.0,4323.0,20779.0,2385.0,-1857.0,431.0,11
ALL,2014,53883.0,7048.0,9276.0,11010.0,49003.0,38120.0,87123.0,55308.0,18848.0,12967.0,87123.0,-72.0,10404.0,24617.0,10
ALL,2015,68157.0,6573.0,9090.0,11989.0,64502.0,51805.0,116307.0,67135.0,29799.0,19373.0,116307.0,14305.0,-7736.0,8230.0,9
ALL,2016,89045.0,7621.0,8119.0,14701.0,62497.0,66292.0,128789.0,74756.0,25867.0,28166.0,128789.0,5861.0,-995.0,75.0,8
ALL,2017,101430.0,9147.0,9906.0,17233.0,62545.0,65114.0,127659.0,81432.0,20030.0,26197.0,127659.0,7486.0,-5588.0,-7911.0,7
ALL,2018,117730.0,5011.0,6122.0,14010.0,57119.0,79851.0,136970.0,86731.0,12954.0,37285.0,136970.0,8531.0,-3177.0,-1556.0,6
ALL,2019,140661.0,499.0,4102.0,12498.0,54907.0,79513.0,134420.0,86948.0,8339.0,39133.0,134420.0,5927.0,-3400.0,647.0,5
ALL,2020,156204.0,9431.0,15520.0,23820.0,74121.0,88731.0,162852.0,95106.0,23615.0,44131.0,162852.0,25719.0,-2629.0,19348.0,4
ALL,2021,212448.0,17064.0,27364.0,35695.0,98062.0,180626.0,278688.0,133000.0,18519.0,44713.0,278688.0,26082.0,-27987.0,87626.0,3
ALL,2022,410082.0,38545.0,50574.0,63524.0,209645.0,209495.0,419140.0,141883.0,84596.0,76867.0,419140.0,45640.0,-126719.0,-21933.0,2
ALL,2023,453119.0,20885.0,35610.0,50061.0,226208.0,209459.0,435667.0,84144.0,134147.0,91976.0,435667.0,55155.0,-19771.0,23510.0,1
ALL,2024,556659.0,53138.0,62198.0,83639.0,417279.0,221925.0,639204.0,102382.0,244975.0,134195.0,639204.0,67868.0,-187857.0,-9560.0,0
ALTUS,2011,19478.0,8383.0,10092.0,10113.0,2965.0,16528.0,19493.0,15974.0,0.0,2361.0,19493.0,10687.0,-2520.0,7439.0,13
ALTUS,2012,48969.0,20973.0,25110.0,25128.0,4501.0,37120.0,41621.0,30107.0,0.0,5122.0,41621.0,20350.0,-4047.0,9044.0,12
ALTUS,2013,88595.0,37564.0,45052.0,45085.0,6559.0,72222.0,78781.0,51912.0,0.0,10843.0,78781.0,39283.0,-6716.0,16704.0,11
ALTUS,2014,90505.0,36157.0,41673.0,41721.0,5306.0,214973.0,220279.0,203528.0,0.0,6918.0,220279.0,30865.0,-140368.0,6233.0,10
ALTUS,2015,239592.0,61685.0,70720.0,70816.0,13284.0,255905.0,269189.0,233430.0,0.0,23350.0,269189.0,54049.0,89381.0,96861.0,9
ALTUS,2016,335078.0,78351.0,91945.0,92058.0,114322.0,190968.0,305290.0,133222.0,0.0,142108.0,305290.0,91550.0,-37328.0,-2178.0,8
ALTUS,2017,370705.0,99949.0,99577.0,100009.0,12245.0,207461.0,219706.0,170572.0,0.0,43090.0,219706.0,93338.0,83561.0,-10930.0,7
ALTUS,2018,287822.0,52239.0,61052.0,61646.0,5969.0,172937.0,178906.0,143292.0,0.0,23881.0,178906.0,55223.0,-63017.0,-81032.0,6
ALTUS,2019,121110.0,3949.0,5988.0,7021.0,3541.0,169792.0,173333.0,143368.0,1402.0,19548.0,173333.0,17500.0,-157.0,10436.0,5
ALTUS,2020,65635.0,10595.0,13235.0,14169.0,2509.0,127535.0,130044.0,98711.0,810.0,19155.0,130044.0,-15455.0,31153.0,-37017.0,4
ALTUS,2021,57669.0,9440.0,12955.0,13626.0,2413.0,134651.0,137064.0,106818.0,245.0,17300.0,137064.0,9540.0,-21091.0,-12090.0,3
ALTUS,2022,41592.0,8101.0,10510.0,11491.0,6558.0,136013.0,142571.0,111872.0,144.0,16137.0,142571.0,7539.0,5615.0,11176.0,2
ALTUS,2023,54193.0,10291.0,2549.0,3534.0,8404.0,152758.0,161162.0,120005.0,3355.0,22245.0,161162.0,8761.0,-14098.0,-7030.0,1
ALTUS,2024,49437.0,17212.0,12354.0,13685.0,8100.0,167129.0,175229.0,135104.0,2862.0,19593.0,175229.0,9096.0,-9891.0,-1483.0,0
AMBRA,2005,523757.0,10470.0,26597.0,39578.0,61188.0,151970.0,213158.0,65188.0,30855.0,94481.0,213158.0,43938.0,-21662.0,5227.0,19
AMBRA,2006,340597.0,26008.0,33013.0,44992.0,143626.0,263176.0,406802.0,167211.0,44306.0,158805.0,406802.0,6227.0,-22027.0,43061.0,18
AMBRA,2007,408154.0,28480.0,36682.0,49249.0,196754.0,274303.0,471057.0,183207.0,91514.0,165279.0,471057.0,20992.0,-52074.0,-15320.0,17
AMBRA,2008,439960.0,-9493.0,12840.0,24716.0,173777.0,287104.0,460881.0,166497.0,51302.0,218508.0,460881.0,-1912.0,-36197.0,-14719.0,16
AMBRA,2009,428771.0,8145.0,20986.0,32911.0,176693.0,257183.0,433876.0,176258.0,80863.0,147941.0,433876.0,59170.0,-7313.0,-8695.0,15
AMBRA,2010,398907.0,21157.0,39423.0,50512.0,198600.0,208412.0,407012.0,186509.0,63337.0,127082.0,407012.0,53306.0,-10742.0,1502.0,14
AMBRA,2011,409732.0,23211.0,38282.0,48559.0,194799.0,203926.0,398725.0,199249.0,40100.0,129928.0,398725.0,44765.0,-5198.0,-5255.0,13
AMBRA,2012,429117.0,18521.0,30969.0,41540.0,197696.0,241441.0,439137.0,206454.0,37765.0,167254.0,439137.0,19059.0,-11784.0,-137.0,12
AMBRA,2013,424552.0,23763.0,31968.0,42343.0,190342.0,229255.0,419597.0,212385.0,29739.0,148960.0,419597.0,43926.0,-10265.0,8464.0,11
AMBRA,2014,418192.0,30179.0,30187.0,40849.0,197279.0,221690.0,418969.0,225784.0,23172.0,142258.0,418969.0,30290.0,-11918.0,-6706.0,10
AMBRA,2015,396913.0,25163.0,34184.0,46065.0,186515.0,208805.0,395320.0,232616.0,15576.0,119036.0,395320.0,56838.0,3770.0,402.0,9
AMBRA,2016,424140.0,25288.0,33985.0,45256.0,187762.0,223997.0,411759.0,240295.0,27992.0,111635.0,411759.0,34831.0,-8961.0,1951.0,8
AMBRA,2017,460485.0,32499.0,42039.0,53169.0,186826.0,225617.0,412443.0,247980.0,7672.0,122268.0,412443.0,51840.0,-11462.0,4618.0,7
AMBRA,2018,495660.0,41889.0,57032.0,69035.0,181808.0,268801.0,450609.0,264883.0,21757.0,124858.0,450609.0,55340.0,-13452.0,17086.0,6
AMBRA,2019,552416.0,41970.0,55624.0,68671.0,184375.0,303839.0,488214.0,278965.0,4589.0,161402.0,488214.0,40788.0,-17150.0,7357.0,5
AMBRA,2020,590873.0,44195.0,58537.0,78909.0,242464.0,330356.0,572820.0,297262.0,37059.0,190634.0,572820.0,17384.0,-30497.0,-14256.0,4
AMBRA,2021,673169.0,60430.0,77886.0,101194.0,242886.0,335835.0,578721.0,326152.0,30161.0,166129.0,578721.0,107324.0,-16078.0,6080.0,3
AMBRA,2022,775648.0,66318.0,86027.0,110289.0,265251.0,434667.0,699918.0,357146.0,29641.0,250659.0,699918.0,35197.0,-27563.0,-2222.0,2
AMBRA,2023,875811.0,75888.0,99769.0,128009.0,278588.0,493451.0,772039.0,390713.0,36633.0,273804.0,772039.0,68971.0,-25503.0,-2402.0,1
AMBRA,2024,913810.0,73494.0,95833.0,125840.0,326785.0,497116.0,823901.0,414410.0,62274.0,267008.0,823901.0,92494.0,-45663.0,3487.0,0
AMICA,2004,1177815.0,44925.0,67400.0,106908.0,403869.0,362930.0,766799.0,296173.0,100422.0,313990.0,766799.0,63712.0,10360.0,9197.0,20
AMICA,2005,1124770.0,-9558.0,17070.0,53173.0,426625.0,441368.0,867993.0,292274.0,124637.0,388593.0,867993.0,53709.0,-54203.0,3257.0,19
AMICA,2006,1216345.0,-1199.0,15163.0,54878.0,425297.0,516007.0,941304.0,290533.0,135095.0,460175.0,941304.0,-7217.0,-33825.0,-3648.0,18
AMICA,2007,1318044.0,3470.0,26949.0,60189.0,450159.0,475422.0,925581.0,302634.0,116153.0,422721.0,925581.0,67473.0,-32007.0,-4664.0,17
AMICA,2008,1236483.0,3261.0,27968.0,70957.0,454398.0,521782.0,976180.0,243752.0,193555.0,464784.0,976180.0,47055.0,-23922.0,33249.0,16
AMICA,2009,1317567.0,5422.0,41544.0,82568.0,249234.0,691189.0,940423.0,275310.0,44042.0,549716.0,940423.0,145892.0,-85356.0,-5060.0,15
AMICA,2010,1359594.0,14926.0,33915.0,57734.0,268951.0,511203.0,780154.0,304977.0,40045.0,370184.0,780154.0,8839.0,176577.0,-18078.0,14
AMICA,2011,1454300.0,80867.0,53223.0,74566.0,331045.0,465848.0,796893.0,360904.0,47791.0,328584.0,796893.0,52768.0,-17752.0,-3629.0,13
AMICA,2012,1564973.0,46026.0,74334.0,99244.0,360807.0,487112.0,847919.0,421619.0,36384.0,325200.0,847919.0,110680.0,-55680.0,52514.0,12
AMICA,2013,1656021.0,89011.0,96270.0,125164.0,397772.0,535340.0,933112.0,472182.0,51598.0,410303.0,933112.0,53653.0,-36247.0,-48842.0,11
AMICA,2014,2028295.0,77797.0,130651.0,166287.0,409487.0,684376.0,1093863.0,535218.0,66137.0,493801.0,1093863.0,89876.0,-31743.0,29788.0,10
AMICA,2015,2090492.0,95432.0,146877.0,183866.0,517655.0,905689.0,1423344.0,594112.0,189564.0,641009.0,1423344.0,57113.0,-149314.0,9647.0,9
AMICA,2016,2474889.0,108479.0,155044.0,200551.0,532026.0,959936.0,1491962.0,678517.0,143167.0,671628.0,1491962.0,195889.0,-85262.0,18382.0,8
AMICA,2017,2654434.0,151135.0,143516.0,191416.0,633007.0,1095040.0,1728047.0,747227.0,180775.0,799807.0,1728047.0,143853.0,-83734.0,42899.0,7
AMICA,2018,2927638.0,114595.0,151998.0,205165.0,658474.0,1169470.0,1827944.0,834138.0,149469.0,843692.0,1827944.0,144967.0,-71496.0,-14985.0,6
AMICA,2019,3023308.0,109550.0,167151.0,222546.0,710136.0,1223651.0,1933787.0,920232.0,143500.0,867838.0,1933787.0,119387.0,-38967.0,19651.0,5
AMICA,2020,3068700.0,150700.0,200500.0,259900.0,730400.0,1461300.0,2191700.0,1066000.0,155600.0,967600.0,2191700.0,353400.0,-24700.0,175100.0,4
AMICA,2021,3433900.0,111200.0,149900.0,215800.0,774100.0,1735300.0,2509400.0,1140700.0,214500.0,1152000.0,2509400.0,-167000.0,-84500.0,-210000.0,3
AMICA,2022,3414900.0,-9700.0,17200.0,86800.0,795500.0,1402400.0,2197900.0,1106600.0,184300.0,906600.0,2197900.0,378900.0,-73300.0,104700.0,2
AMICA,2023,2837900.0,-4000.0,83300.0,137100.0,807100.0,1187900.0,1995000.0,1065300.0,149200.0,780500.0,1995000.0,115600.0,-64000.0,6800.0,1
AMICA,2024,2573600.0,13200.0,65000.0,125400.0,824500.0,1094700.0,1919200.0,1049800.0,129000.0,740400.0,1919200.0,95700.0,-36800.0,-27200.0,0
ANR,2017,145040.0,-8876.0,-7834.0,-4607.0,11444.0,73523.0,84967.0,27331.0,1404.0,56232.0,84967.0,-21071.0,-1854.0,3029.0,7
ANR,2018,220796.0,-8280.0,-6998.0,-3417.0,11651.0,99410.0,111061.0,35072.0,952.0,75037.0,111061.0,-14872.0,-2726.0,2511.0,6
ANR,2019,311207.0,10874.0,4373.0,9613.0,80652.0,126605.0,207257.0,54244.0,55319.0,97694.0,207257.0,-2367.0,-4257.0,4679.0,5
ANR,2020,409457.0,8542.0,22102.0,30163.0,78641.0,163882.0,242523.0,64632.0,64367.0,113524.0,242523.0,15297.0,-3317.0,9842.0,4
ANR,2021,683525.0,22885.0,36417.0,46295.0,96588.0,301911.0,398499.0,137142.0,67616.0,193741.0,398499.0,-17934.0,-14483.0,946.0,3
ANR,2022,973449.0,25873.0,48741.0,61763.0,148975.0,428981.0,577956.0,167114.0,126216.0,284626.0,577956.0,46935.0,-21432.0,25583.0,2
ANR,2023,1260058.0,20206.0,39995.0,56270.0,207212.0,563759.0,770971.0,233548.0,151861.0,385562.0,770971.0,103721.0,-10866.0,38810.0,1
ANR,2024,1508642.0,-10041.0,11964.0,34352.0,222356.0,609683.0,832039.0,223507.0,141722.0,466810.0,832039.0,193451.0,-24747.0,-40766.0,0
APATOR,2004,190671.0,40129.0,43684.0,53795.0,64059.0,77519.0,141578.0,81766.0,9042.0,42007.0,141578.0,36111.0,-12205.0,4790.0,20
APATOR,2005,276777.0,45187.0,37907.0,51369.0,74938.0,112374.0,187312.0,117038.0,9654.0,58573.0,187312.0,29646.0,-20070.0,5376.0,19
APATOR,2006,288900.0,37645.0,41334.0,53942.0,85884.0,107579.0,193463.0,138868.0,9966.0,44202.0,193463.0,13462.0,-16070.0,-32925.0,18
APATOR,2007,311349.0,34673.0,42817.0,55623.0,83830.0,111783.0,195613.0,154353.0,9434.0,31750.0,195613.0,33173.0,-8914.0,-148.0,17
APATOR,2008,356191.0,22904.0,56373.0,70317.0,158821.0,153198.0,312019.0,161242.0,58910.0,89464.0,312019.0,54750.0,-82109.0,10510.0,16
APATOR,2009,366925.0,30793.0,49488.0,64714.0,160192.0,144676.0,304868.0,176289.0,54202.0,72646.0,304868.0,45928.0,-32493.0,-9897.0,15
APATOR,2010,409222.0,36280.0,45265.0,59888.0,179446.0,187242.0,366688.0,198206.0,60714.0,104469.0,366688.0,32567.0,-23872.0,6032.0,14
APATOR,2011,537019.0,51811.0,73083.0,89950.0,203407.0,262673.0,466080.0,234925.0,54044.0,175970.0,466080.0,44858.0,-37655.0,6873.0,13
APATOR,2012,668824.0,95720.0,98492.0,116785.0,249359.0,255089.0,504448.0,298432.0,45364.0,159492.0,504448.0,97913.0,-12106.0,19629.0,12
APATOR,2013,683990.0,68799.0,86502.0,107269.0,262427.0,261058.0,523485.0,324631.0,28982.0,168290.0,523485.0,41398.0,-21965.0,-25480.0,11
APATOR,2014,724994.0,84688.0,106400.0,130773.0,356687.0,338404.0,695091.0,385518.0,103148.0,204392.0,695091.0,93937.0,-132089.0,43863.0,10
APATOR,2015,768510.0,62841.0,79467.0,110915.0,430329.0,363938.0,794267.0,416282.0,133850.0,239459.0,794267.0,57122.0,-59924.0,-19718.0,9
APATOR,2016,868821.0,61768.0,73843.0,108621.0,447336.0,399385.0,846721.0,442637.0,96259.0,302145.0,846721.0,62291.0,-41040.0,-20375.0,8
APATOR,2017,883196.0,43908.0,61581.0,100865.0,460942.0,378540.0,839482.0,450993.0,65529.0,318455.0,839482.0,150790.0,-63457.0,19593.0,7
APATOR,2018,827802.0,70405.0,91125.0,132907.0,455068.0,384122.0,839190.0,471391.0,51362.0,310844.0,839190.0,89783.0,-45132.0,-12271.0,6
APATOR,2019,877593.0,55287.0,76417.0,126288.0,472363.0,415473.0,887836.0,486189.0,57597.0,337350.0,887836.0,121303.0,-52001.0,4991.0,5
APATOR,2020,934850.0,62237.0,77239.0,129748.0,496611.0,378338.0,874949.0,509756.0,46553.0,311155.0,874949.0,125021.0,-59901.0,-5071.0,4
APATOR,2021,940083.0,63336.0,94801.0,150573.0,533186.0,466074.0,999260.0,547345.0,71501.0,376484.0,999260.0,31564.0,-66469.0,7581.0,3
APATOR,2022,1081792.0,7205.0,31340.0,87067.0,527979.0,514068.0,1042047.0,537347.0,45174.0,457725.0,1042047.0,52153.0,-47066.0,-7852.0,2
