Spółka,Rok,Data publikacji,Aktywa trwałe,Wartości niematerialne i prawne,Wartość firmy,Rzeczowe składniki majątku trwałego,Aktywa z tytułu prawa do użytkowania,Należności długoterminowe,Inwestycje długoterminowe,Pozostałe aktywa trwałe,Aktywa obrotowe,Zapasy,Należności krótkoterminowe,Inwestycje krótkoterminowe,Środki pieniężne i inne aktywa pieniężne,Pozostałe aktywa obrotowe,Aktywa trwałe przeznaczone do sprzedaży,Aktywa razem,Kapitał własny akcjonariuszy jednostki dominującej,Kapitał (fundusz) podstawowy,Udziały (akcje) własne,Kapitał (fundusz) zapasowy,Udziały niekontrolujące,Zobowiązania długoterminowe,Z tytułu dostaw i usług,Kredyty i pożyczki,Z tytułu emisji dłużnych papierów wartościowych,Zobowiązania z tytułu leasingu finansowego,Inne zobowiązania długoterminowe,Zobowiązania krótkoterminowe,Inne zobowiązania krótkoterminowe,Rozliczenia międzyokresowe,Pasywa razem,Gotówka i operacje z bankami centralnymi,Należności od banków,Aktywa finansowe przeznaczone do obrotu,Pochodne instrumenty zabezpieczające,Należności od klientów,Inwestycyjne aktywa finansowe,Inwestycje w podmioty stowarzyszone,Wartości niematerialne,Rzeczowy majątek trwały,Aktywa z tytułu odroczonego podatku dochodowego netto,Pozostałe aktywa,Zobowiązania wobec banku centralnego,Zobowiązania wobec banków,Zobowiązania finansowe przeznaczone do obrotu,Zobowiązania wobec klientów,Zobowiązania z tytułu emisji dłużnych pap. wart.,Zobowiązania podporządkowane,Zobowiązania z tytułu bieżącego podatku dochodowego,Pozostałe pasywa,Zobowiązania razem,Kapitały własne,Kapitał akcyjny,Pozostałe kapitały,Kapitał z aktualizacji wyceny,Zyski zatrzymane,Wynik roku bieżącego,Kapitały razem
KOGENERACJA,2005,,1097054.0,48699.0,41559.0,993250.0,,0.0,14508.0,40597.0,336008.0,71611.0,115978.0,142114.0,141722.0,6305.0,0.0,1433062.0,656107.0,74500.0,0.0,219646.0,12892.0,485424.0,35229.0,75054.0,0.0,92492.0,117436.0,278639.0,75864.0,0.0,1433062.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
KOGENERACJA,2006,,1086797.0,42870.0,41559.0,1004923.0,,2045.0,29568.0,7391.0,329249.0,72673.0,147966.0,107333.0,107038.0,1273.0,4.0,1416046.0,722843.0,252503.0,0.0,251258.0,18184.0,432493.0,124457.0,93634.0,0.0,57.0,86192.0,242526.0,24378.0,0.0,1416046.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
KOGENERACJA,2007,,1091193.0,54123.0,41559.0,986992.0,,7889.0,31842.0,10347.0,298049.0,73925.0,127452.0,95323.0,92201.0,1349.0,0.0,1389242.0,763948.0,252503.0,0.0,251258.0,17715.0,411341.0,109163.0,51360.0,0.0,63.0,90502.0,196238.0,35652.0,0.0,1389242.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
KOGENERACJA,2008,,1144868.0,53240.0,41559.0,1053479.0,,5950.0,29382.0,2817.0,370336.0,119238.0,142564.0,106729.0,102220.0,1805.0,0.0,1515204.0,792305.0,252503.0,0.0,251258.0,21133.0,395323.0,136976.0,132441.0,0.0,450.0,116849.0,306443.0,36576.0,0.0,1515204.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
KOGENERACJA,2009,,1258444.0,56465.0,41559.0,1156999.0,,6359.0,37789.0,832.0,551722.0,164423.0,200007.0,185676.0,183753.0,1616.0,0.0,1810166.0,933863.0,252503.0,0.0,251258.0,15201.0,442787.0,165276.0,211527.0,0.0,1405.0,183001.0,418315.0,40107.0,0.0,1810166.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
KOGENERACJA,2010,,1345441.0,52750.0,41559.0,1252126.0,,6360.0,33425.0,780.0,507811.0,146621.0,182313.0,177421.0,176194.0,1456.0,0.0,1853252.0,1019207.0,252503.0,0.0,251258.0,16328.0,421333.0,131321.0,224259.0,0.0,1427.0,200007.0,396384.0,39377.0,0.0,1853252.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
KOGENERACJA,2011,,1385872.0,55228.0,41559.0,1301027.0,,4579.0,23994.0,1044.0,493309.0,157072.0,200532.0,96563.0,96551.0,0.0,39142.0,1879181.0,1089069.0,252503.0,0.0,251258.0,4456.0,361741.0,152948.0,230098.0,0.0,439.0,225924.0,423915.0,40430.0,0.0,1879181.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
KOGENERACJA,2012,,1438536.0,61414.0,41559.0,1349762.0,,6978.0,19575.0,807.0,410742.0,169698.0,229305.0,11739.0,11069.0,0.0,0.0,1849278.0,1113947.0,252503.0,0.0,251258.0,5137.0,258957.0,168541.0,257332.0,0.0,9560.0,257868.0,471237.0,35804.0,0.0,1849278.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
KOGENERACJA,2013,,1455091.0,48083.0,41559.0,1367401.0,,4233.0,30187.0,5187.0,474112.0,122210.0,184460.0,167442.0,159074.0,0.0,0.0,1929203.0,1191475.0,252503.0,0.0,251258.0,5381.0,382633.0,176953.0,132198.0,0.0,430.0,368314.0,349714.0,40133.0,0.0,1929203.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
KOGENERACJA,2014,,1631474.0,46055.0,41559.0,1545698.0,,6143.0,31282.0,2296.0,440641.0,178280.0,221366.0,40995.0,40983.0,0.0,0.0,2072115.0,1241515.0,252503.0,0.0,251258.0,3217.0,538408.0,201403.0,43732.0,0.0,58.0,419973.0,288975.0,43782.0,0.0,2072115.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
KOGENERACJA,2015,,1758163.0,44056.0,41559.0,1661996.0,,9441.0,30868.0,11802.0,498346.0,140071.0,222799.0,130004.0,129992.0,0.0,5472.0,2256509.0,1366905.0,252503.0,0.0,251258.0,2946.0,546721.0,182562.0,92649.0,0.0,159.0,472151.0,339937.0,64567.0,0.0,2256509.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
KOGENERACJA,2016,,1785228.0,42161.0,41559.0,1677238.0,,8406.0,29902.0,27521.0,501338.0,100060.0,183919.0,214809.0,214797.0,0.0,2550.0,2286566.0,1430482.0,252503.0,0.0,251258.0,3065.0,538609.0,195928.0,24842.0,0.0,117.0,488631.0,314410.0,93523.0,0.0,2286566.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
KOGENERACJA,2017,,1725453.0,42815.0,41559.0,1609634.0,,8938.0,29014.0,35052.0,600237.0,99317.0,148417.0,350693.0,350681.0,0.0,1810.0,2325690.0,1502239.0,252503.0,0.0,251258.0,4172.0,558187.0,153379.0,24811.0,0.0,230.0,533040.0,261092.0,82672.0,0.0,2325690.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
KOGENERACJA,2018,,1735771.0,42667.0,41559.0,1589656.0,,9936.0,28417.0,65095.0,649506.0,116544.0,178922.0,354040.0,18935.0,0.0,0.0,2385277.0,1463453.0,252503.0,0.0,251258.0,3096.0,666629.0,164110.0,24781.0,0.0,185.0,666362.0,252099.0,63023.0,0.0,2385277.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
KOGENERACJA,2019,,1826550.0,42506.0,41559.0,1676888.0,70388.0,10984.0,15533.0,80639.0,760055.0,123111.0,162935.0,474009.0,16194.0,0.0,0.0,2586605.0,1556868.0,252503.0,0.0,251258.0,4185.0,703766.0,197454.0,0.0,0.0,2297.0,647315.0,321786.0,122035.0,0.0,2586605.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
KOGENERACJA,2020,,1846018.0,42495.0,41559.0,1678789.0,68996.0,5393.0,14948.0,104393.0,1008295.0,179376.0,814836.0,14083.0,14083.0,0.0,0.0,2854313.0,1679542.0,252503.0,0.0,251258.0,6186.0,660926.0,256925.0,0.0,0.0,2338.0,605019.0,507659.0,248396.0,0.0,2854313.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
KOGENERACJA,2021,,1989894.0,42353.0,41559.0,1728408.0,67885.0,5086.0,14066.0,199981.0,1216963.0,282228.0,867737.0,66998.0,21624.0,0.0,0.0,3206857.0,1739633.0,252503.0,0.0,251258.0,6768.0,683626.0,463952.0,0.0,0.0,2335.0,627994.0,776830.0,310543.0,0.0,3206857.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
KOGENERACJA,2022,,2363930.0,42215.0,41559.0,2143095.0,99807.0,4800.0,17427.0,156393.0,1166908.0,262687.0,770611.0,133610.0,5170.0,0.0,0.0,3530838.0,1882736.0,252503.0,0.0,251258.0,9185.0,612879.0,400286.0,0.0,0.0,7516.0,507964.0,1026038.0,618236.0,0.0,3530838.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
KOGENERACJA,2023,,2798699.0,42523.0,41559.0,2602951.0,120267.0,3818.0,16963.0,132444.0,1921844.0,322364.0,1441553.0,157927.0,34277.0,0.0,0.0,4720543.0,2137081.0,252503.0,0.0,251258.0,0.0,978183.0,1206479.0,0.0,0.0,9180.0,553791.0,1605279.0,389620.0,0.0,4720543.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
KOGENERACJA,2024,,2911484.0,42428.0,41559.0,2723719.0,115969.0,3535.0,12277.0,129525.0,1821125.0,220932.0,1568566.0,31627.0,31627.0,0.0,0.0,4732609.0,2338255.0,252503.0,0.0,251258.0,0.0,589677.0,1512537.0,0.0,0.0,41425.0,193171.0,1804677.0,250715.0,0.0,4732609.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
KOGENERACJA,2025/Q1,,2915819.0,42404.0,41559.0,2720102.0,116813.0,3520.0,36341.0,113452.0,1309728.0,177392.0,1098067.0,34269.0,34239.0,0.0,0.0,4225547.0,2465451.0,252503.0,0.0,251258.0,0.0,556579.0,702423.0,0.0,0.0,48929.0,167267.0,1203517.0,452165.0,0.0,4225547.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
KOMPUTRONIK,2006,,16484.0,2073.0,,13981.0,,0.0,0.0,430.0,66343.0,19730.0,30674.0,15640.0,15640.0,299.0,0.0,82827.0,17378.0,600.0,0.0,7860.0,0.0,4331.0,50562.0,1181.0,0.0,2664.0,654.0,61118.0,6711.0,0.0,82827.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
KOMPUTRONIK,2007,,29515.0,5435.0,,23013.0,,0.0,51.0,1016.0,153999.0,33661.0,77322.0,42706.0,40068.0,310.0,0.0,183514.0,80194.0,745.0,0.0,52711.0,6584.0,3972.0,71145.0,5751.0,0.0,1707.0,1470.0,92764.0,14161.0,0.0,183514.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
KOMPUTRONIK,2008,,119870.0,75938.0,,38059.0,,2700.0,2.0,3171.0,208379.0,58668.0,110419.0,35175.0,28548.0,4117.0,0.0,328249.0,112462.0,819.0,0.0,103103.0,24653.0,9064.0,146959.0,33375.0,0.0,295.0,7407.0,182070.0,1441.0,0.0,328249.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
KOMPUTRONIK,2009,,111477.0,68464.0,,35440.0,,259.0,3845.0,3469.0,186046.0,64910.0,98361.0,17864.0,9262.0,4911.0,0.0,297523.0,112210.0,819.0,0.0,79041.0,20039.0,9656.0,109411.0,37638.0,0.0,439.0,8933.0,155618.0,8130.0,0.0,297523.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
KOMPUTRONIK,2010,,141298.0,29813.0,0.0,31348.0,,118.0,79014.0,1005.0,186906.0,61806.0,113893.0,9921.0,4794.0,1286.0,0.0,328204.0,121339.0,957.0,0.0,79460.0,594.0,20292.0,128122.0,50324.0,0.0,842.0,2757.0,185979.0,6691.0,0.0,328204.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
KOMPUTRONIK,2011,,90233.0,42364.0,24501.0,31358.0,,394.0,13722.0,2395.0,267727.0,75595.0,174939.0,16367.0,4621.0,826.0,0.0,357960.0,131436.0,957.0,499.0,76906.0,724.0,9981.0,136227.0,69524.0,0.0,1917.0,4923.0,215819.0,8151.0,0.0,357960.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
KOMPUTRONIK,2012,,87970.0,42077.0,24501.0,29791.0,,6.0,13487.0,2609.0,299962.0,101372.0,183917.0,13850.0,6194.0,823.0,0.0,387932.0,127220.0,957.0,499.0,76906.0,324.0,6449.0,172952.0,72243.0,0.0,1750.0,5723.0,253939.0,6994.0,0.0,387932.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
KOMPUTRONIK,2013,,101102.0,43253.0,24501.0,31690.0,,0.0,11072.0,15087.0,360365.0,135196.0,212560.0,11135.0,9024.0,1474.0,0.0,461467.0,146921.0,957.0,0.0,76906.0,511.0,6845.0,216368.0,81289.0,0.0,546.0,6589.0,307190.0,8987.0,0.0,461467.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
KOMPUTRONIK,2014,,118015.0,44272.0,24501.0,34434.0,,0.0,26295.0,13014.0,451069.0,219986.0,205157.0,22829.0,19575.0,3097.0,0.0,569084.0,164536.0,957.0,-499.0,76875.0,660.0,37879.0,286519.0,67761.0,0.0,481.0,8125.0,366009.0,11248.0,0.0,569084.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
KOMPUTRONIK,2015,,166934.0,44506.0,24501.0,38922.0,,47308.0,30720.0,5478.0,384421.0,239407.0,127372.0,15140.0,10315.0,1732.0,770.0,551355.0,171118.0,937.0,-499.0,76844.0,705.0,48265.0,273189.0,45254.0,0.0,1321.0,2597.0,331267.0,11503.0,0.0,551355.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
KOMPUTRONIK,2016,,163183.0,42427.0,24501.0,39186.0,,47200.0,29686.0,4684.0,426769.0,263083.0,130965.0,29497.0,21472.0,2454.0,770.0,589952.0,184670.0,979.0,0.0,77175.0,782.0,46841.0,304857.0,39226.0,0.0,958.0,1580.0,357659.0,12618.0,0.0,589952.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
KOMPUTRONIK,2017,,120038.0,47665.0,24501.0,57285.0,,2150.0,12556.0,382.0,417455.0,232688.0,135156.0,41309.0,10111.0,7532.0,770.0,537493.0,162055.0,979.0,0.0,76842.0,668.0,46893.0,267483.0,48002.0,0.0,1266.0,655.0,327877.0,11126.0,0.0,537493.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
KOMPUTRONIK,2018,,144682.0,53978.0,24501.0,56175.0,,2707.0,31755.0,67.0,387478.0,232126.0,120451.0,32534.0,11299.0,2367.0,0.0,532160.0,164355.0,979.0,0.0,76842.0,410.0,9335.0,202906.0,100096.0,0.0,1360.0,6852.0,358060.0,53698.0,0.0,532160.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
KOMPUTRONIK,2019,,158235.0,52659.0,21367.0,71947.0,26382.0,2962.0,26667.0,4000.0,285796.0,116538.0,100964.0,66828.0,54685.0,1466.0,0.0,444031.0,80580.0,979.0,0.0,76842.0,404.0,24175.0,186899.0,82906.0,0.0,10169.0,588.0,338872.0,58898.0,0.0,444031.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
KOMPUTRONIK,2020,,148873.0,48779.0,19290.0,62922.0,18427.0,2932.0,29807.0,4433.0,298040.0,149635.0,112538.0,34145.0,34037.0,1722.0,0.0,446913.0,91019.0,979.0,0.0,76842.0,319.0,20062.0,147591.0,79472.0,0.0,7294.0,1342.0,335513.0,101156.0,0.0,446913.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
KOMPUTRONIK,2021,,128136.0,39072.0,16600.0,63821.0,16405.0,2353.0,21643.0,1247.0,333713.0,169895.0,107959.0,53555.0,52806.0,2304.0,0.0,461849.0,106561.0,979.0,0.0,19741.0,588.0,15963.0,150640.0,77528.0,0.0,7551.0,0.0,338737.0,103018.0,0.0,461849.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
KOMPUTRONIK,2022,,136768.0,38256.0,14848.0,68157.0,17622.0,2443.0,27881.0,31.0,346122.0,188328.0,121889.0,34610.0,33898.0,1295.0,0.0,482890.0,258024.0,979.0,0.0,21417.0,-294.0,102516.0,55472.0,2550.0,0.0,9510.0,88370.0,122644.0,55112.0,0.0,482890.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
KOMPUTRONIK,2023,,144467.0,40294.0,14848.0,72507.0,24696.0,1548.0,30053.0,65.0,335201.0,174085.0,131982.0,25840.0,23868.0,2628.0,666.0,479668.0,253238.0,979.0,0.0,21152.0,-385.0,94269.0,77849.0,641.0,0.0,6798.0,71514.0,132546.0,47258.0,0.0,479668.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
KOMPUTRONIK,2024,,143980.0,41541.0,14848.0,69481.0,20871.0,2763.0,30166.0,29.0,321206.0,164013.0,139059.0,16018.0,9174.0,1748.0,368.0,465186.0,239726.0,979.0,0.0,23558.0,-102.0,69029.0,96564.0,3291.0,0.0,4321.0,48850.0,156533.0,52357.0,0.0,465186.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
KPD,2004,,51786.0,48.0,0.0,46044.0,,4003.0,63.0,1628.0,42538.0,18719.0,22692.0,1127.0,1127.0,0.0,0.0,94324.0,38294.0,5094.0,0.0,25567.0,0.0,8108.0,,,,,,38800.0,,9122.0,94324.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
KPD,2005,,53979.0,173.0,0.0,49502.0,,2593.0,63.0,1648.0,48831.0,25857.0,22102.0,872.0,872.0,0.0,0.0,102810.0,41034.0,5094.0,0.0,33200.0,0.0,9635.0,,,,,,43592.0,,8549.0,102810.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
KPD,2006,,51579.0,1357.0,0.0,48096.0,,267.0,63.0,1796.0,48924.0,24477.0,22812.0,1578.0,827.0,57.0,0.0,100503.0,45401.0,5094.0,0.0,34642.0,0.0,8177.0,16314.0,15232.0,0.0,248.0,18.0,37647.0,5853.0,9278.0,100503.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
KPD,2007,,62749.0,3501.0,0.0,57208.0,,0.0,63.0,1977.0,55474.0,28298.0,24784.0,2304.0,846.0,88.0,0.0,118223.0,58668.0,5094.0,0.0,38279.0,0.0,13838.0,15516.0,17311.0,0.0,639.0,0.0,35730.0,2264.0,9987.0,118223.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
KPD,2008,,63195.0,2842.0,0.0,57295.0,,0.0,63.0,2995.0,49898.0,27922.0,20973.0,939.0,926.0,64.0,0.0,113093.0,50141.0,5094.0,0.0,50735.0,0.0,16519.0,13913.0,20609.0,0.0,572.0,0.0,38522.0,3428.0,7911.0,113093.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
KPD,2009,,57267.0,2203.0,0.0,51928.0,,0.0,44.0,3092.0,47792.0,27403.0,19706.0,519.0,468.0,164.0,0.0,105059.0,48938.0,5094.0,0.0,45047.0,0.0,12946.0,15154.0,15349.0,0.0,571.0,0.0,37403.0,6329.0,5772.0,105059.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
KPD,2010,,53609.0,1629.0,0.0,47557.0,,0.0,1056.0,3367.0,44722.0,24353.0,19447.0,756.0,719.0,166.0,0.0,98331.0,47283.0,5094.0,0.0,43844.0,0.0,9103.0,14471.0,14971.0,0.0,748.0,0.0,35850.0,5660.0,6095.0,98331.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
KPD,2011,,55478.0,1050.0,0.0,50577.0,,0.0,953.0,2898.0,61701.0,34673.0,23661.0,3192.0,3192.0,175.0,0.0,117179.0,50537.0,5094.0,0.0,42189.0,0.0,13873.0,20442.0,16466.0,0.0,1301.0,0.0,44367.0,6158.0,8402.0,117179.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
KPD,2012,,59244.0,713.0,0.0,55471.0,,0.0,974.0,2086.0,62279.0,34628.0,23184.0,4240.0,4124.0,227.0,0.0,121523.0,54476.0,5094.0,0.0,45443.0,0.0,16110.0,15229.0,18174.0,0.0,759.0,0.0,41765.0,7603.0,9172.0,121523.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
KPD,2013,,64948.0,931.0,0.0,60877.0,,0.0,870.0,2270.0,58845.0,33984.0,19992.0,4633.0,4480.0,236.0,0.0,123793.0,58435.0,5094.0,0.0,49382.0,0.0,15089.0,10494.0,16822.0,0.0,4491.0,0.0,40521.0,8714.0,9748.0,123793.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
KPD,2014,,67762.0,318.0,0.0,64101.0,,0.0,882.0,2461.0,57412.0,33285.0,23093.0,777.0,775.0,257.0,0.0,125174.0,62488.0,5094.0,0.0,53341.0,0.0,14314.0,9844.0,13629.0,0.0,4772.0,0.0,37973.0,9728.0,10399.0,125174.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
KPD,2015,,79532.0,13.0,0.0,76105.0,,0.0,747.0,2667.0,56959.0,34522.0,21681.0,488.0,482.0,268.0,0.0,136491.0,64450.0,5094.0,0.0,57394.0,0.0,28671.0,11714.0,8102.0,0.0,5936.0,0.0,33186.0,7434.0,10184.0,136491.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
KPD,2016,,85385.0,17.0,0.0,82189.0,,0.0,692.0,2487.0,63743.0,37025.0,25662.0,777.0,725.0,279.0,0.0,149128.0,70311.0,5094.0,0.0,59356.0,0.0,20646.0,15375.0,18088.0,0.0,6498.0,0.0,48343.0,8382.0,9828.0,149128.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
KPD,2017,,89386.0,37.0,0.0,85966.0,,0.0,737.0,2646.0,63569.0,32360.0,27113.0,3803.0,3728.0,293.0,0.0,152955.0,74582.0,5094.0,0.0,65218.0,0.0,20172.0,14382.0,20470.0,0.0,4108.0,0.0,46791.0,7831.0,11410.0,152955.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
KPD,2018,,94968.0,278.0,0.0,91151.0,,0.0,672.0,2867.0,62408.0,33911.0,25157.0,3184.0,3102.0,156.0,0.0,157376.0,82545.0,5094.0,0.0,69487.0,0.0,19518.0,12653.0,17662.0,0.0,2003.0,0.0,42102.0,9784.0,13211.0,157376.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
KPD,2019,,99809.0,498.0,0.0,95435.0,,0.0,1122.0,2754.0,64773.0,36421.0,22703.0,5496.0,4144.0,153.0,0.0,164582.0,85716.0,5094.0,0.0,77451.0,0.0,22744.0,14118.0,19082.0,0.0,2005.0,0.0,44465.0,9260.0,11657.0,164582.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
KPD,2020,,96914.0,210.0,0.0,92743.0,,0.0,1047.0,2914.0,66864.0,32732.0,27208.0,6399.0,6386.0,525.0,0.0,163778.0,94098.0,5094.0,0.0,80536.0,0.0,16049.0,14683.0,13046.0,0.0,2658.0,0.0,41212.0,10825.0,12419.0,163778.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
KPD,2021,,114809.0,11.0,0.0,109063.0,,0.0,2109.0,3626.0,86837.0,35026.0,30067.0,21144.0,17107.0,600.0,0.0,201646.0,129076.0,5094.0,0.0,89004.0,0.0,14574.0,18309.0,5856.0,0.0,2355.0,0.0,42121.0,15601.0,15875.0,201646.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
KPD,2022,,125103.0,1094.0,0.0,117459.0,,0.0,1964.0,4586.0,112904.0,64620.0,26334.0,21341.0,20926.0,609.0,0.0,238007.0,178516.0,5094.0,0.0,120736.0,0.0,3141.0,18178.0,2980.0,0.0,1514.0,0.0,37148.0,14476.0,19202.0,238007.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
KPD,2023,,127552.0,1474.0,0.0,115877.0,,0.0,1969.0,8232.0,100184.0,60693.0,28188.0,10647.0,10549.0,656.0,0.0,227736.0,153940.0,5094.0,0.0,166933.0,0.0,7272.0,22696.0,18312.0,0.0,988.0,0.0,53612.0,11616.0,12912.0,227736.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
KPD,2024,,109496.0,1135.0,0.0,99873.0,,0.0,1831.0,6657.0,74851.0,45096.0,23006.0,6074.0,6011.0,675.0,0.0,184347.0,109726.0,5094.0,0.0,148846.0,0.0,6641.0,21265.0,24088.0,0.0,1220.0,0.0,56293.0,9720.0,11687.0,184347.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
KPD,2025/Q1,,103687.0,1052.0,0.0,95264.0,,0.0,1797.0,5574.0,81839.0,41196.0,33181.0,6315.0,6215.0,1147.0,0.0,185526.0,103804.0,5094.0,0.0,148846.0,0.0,5551.0,,,,,,65145.0,,11026.0,185526.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
KRAKCHEMIA,2006,,3803.0,1864.0,,1939.0,,0.0,0.0,0.0,57961.0,12705.0,44251.0,1005.0,993.0,0.0,0.0,61764.0,9395.0,5000.0,0.0,0.0,0.0,310.0,35732.0,16305.0,0.0,0.0,171.0,52059.0,22.0,0.0,61764.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
KRAKCHEMIA,2007,,17316.0,10828.0,9074.0,4099.0,,0.0,2249.0,140.0,88311.0,24950.0,62605.0,756.0,756.0,0.0,0.0,105627.0,46241.0,10000.0,0.0,28843.0,0.0,9703.0,41285.0,8328.0,0.0,43.0,433.0,49683.0,27.0,0.0,105627.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
KRAKCHEMIA,2008,,17368.0,10800.0,9074.0,3984.0,,139.0,2211.0,234.0,87030.0,16979.0,63135.0,6916.0,6695.0,0.0,0.0,104398.0,48745.0,10000.0,0.0,28843.0,0.0,15548.0,26888.0,13121.0,0.0,0.0,722.0,40105.0,96.0,0.0,104398.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
KRAKCHEMIA,2009,,16943.0,10676.0,9074.0,3730.0,,137.0,2211.0,189.0,88951.0,20787.0,60893.0,7271.0,7271.0,0.0,0.0,105894.0,50915.0,10000.0,0.0,28843.0,0.0,1200.0,32773.0,20955.0,0.0,51.0,733.0,53779.0,0.0,0.0,105894.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
KRAKCHEMIA,2010,,19388.0,10591.0,9074.0,4196.0,,135.0,4003.0,463.0,133325.0,32529.0,97613.0,3183.0,3183.0,0.0,0.0,152713.0,55944.0,10000.0,0.0,28843.0,0.0,18427.0,65683.0,11910.0,0.0,83.0,740.0,78342.0,666.0,0.0,152713.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
KRAKCHEMIA,2011,,19508.0,10504.0,9074.0,4277.0,,133.0,3951.0,643.0,134175.0,30357.0,99953.0,3865.0,3865.0,0.0,0.0,153683.0,62903.0,10000.0,0.0,28843.0,0.0,16951.0,62314.0,10718.0,0.0,189.0,782.0,73829.0,608.0,0.0,153683.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
KRAKCHEMIA,2012,,23565.0,10359.0,9074.0,7025.0,,131.0,5215.0,835.0,153852.0,52940.0,97385.0,3527.0,3527.0,0.0,0.0,177417.0,70205.0,10000.0,0.0,28843.0,0.0,2321.0,65902.0,38145.0,0.0,101.0,910.0,104891.0,743.0,0.0,177417.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
KRAKCHEMIA,2013,,19999.0,10245.0,9074.0,6667.0,,129.0,2214.0,744.0,170897.0,55985.0,101307.0,13605.0,4703.0,0.0,0.0,190896.0,68382.0,9000.0,0.0,26170.0,0.0,22631.0,78636.0,20783.0,0.0,0.0,1344.0,99883.0,464.0,0.0,190896.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
KRAKCHEMIA,2014,,33904.0,10534.0,9074.0,8463.0,,127.0,14113.0,667.0,148437.0,50142.0,93836.0,4459.0,4317.0,0.0,0.0,182341.0,71587.0,9000.0,0.0,26170.0,0.0,28937.0,59739.0,21972.0,0.0,0.0,871.0,81817.0,106.0,0.0,182341.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
