Spółka,Rok,Data publikacji,Przepływy pieniężne z działalności operacyjnej,Amortyzacja,Przepływy pieniężne z działalności inwestycyjnej,CAPEX (niematerialne i rzeczowe),Przepływy pieniężne z działalności finansowej,Emisja akcji,Dywidenda,Skup akcji,Płatności z tytułu umów leasingu,Przepływy pieniężne razem,Free Cash Flow,Przepływy operacyjne razem
BENEFIT-SYSTEMS,2015,,71557.0,15542.0,-42927.0,34048.0,-11477.0,0.0,22994.0,0.0,,17153.0,37509.0,
BENEFIT-SYSTEMS,2016,,117372.0,23437.0,-66622.0,37052.0,-9807.0,7615.0,0.0,57594.0,,40943.0,80320.0,
BENEFIT-SYSTEMS,2017,,139161.0,34118.0,-161847.0,111720.0,9949.0,11318.0,0.0,42500.0,,-12737.0,27441.0,
BENEFIT-SYSTEMS,2018,,139989.0,44362.0,-263000.0,90466.0,146372.0,289667.0,0.0,51000.0,8550.0,23361.0,40973.0,
BENEFIT-SYSTEMS,2019,,379856.0,202481.0,-152155.0,129025.0,-231470.0,3609.0,0.0,57000.0,132354.0,-3769.0,118477.0,
BENEFIT-SYSTEMS,2020,,222119.0,211223.0,-34184.0,53797.0,-36205.0,17436.0,0.0,0.0,89931.0,151730.0,78391.0,
BENEFIT-SYSTEMS,2021,,240571.0,209098.0,-125735.0,74148.0,-85601.0,19311.0,0.0,0.0,112180.0,29235.0,54243.0,
BENEFIT-SYSTEMS,2022,,439669.0,232076.0,-155074.0,122723.0,-319283.0,0.0,0.0,0.0,165341.0,-34688.0,151605.0,
BENEFIT-SYSTEMS,2023,,830457.0,287474.0,-262216.0,158423.0,-352564.0,18612.0,121275.0,0.0,207663.0,215677.0,464371.0,
BENEFIT-SYSTEMS,2024,,962338.0,353001.0,-537054.0,318284.0,-549790.0,23107.0,401962.0,0.0,234341.0,-124506.0,409713.0,
BENEFIT-SYSTEMS,O4K,,893072.0,370525.0,-631679.0,396144.0,431473.0,23107.0,401962.0,0.0,248089.0,692866.0,248839.0,
BEST,2004,,2322.0,201.0,-148.0,151.0,-2704.0,0.0,0.0,0.0,,-530.0,2171.0,
BEST,2005,,5851.0,442.0,-3252.0,2267.0,-1621.0,0.0,0.0,0.0,,978.0,3584.0,
BEST,2006,,4113.0,871.0,3997.0,3089.0,613.0,0.0,0.0,0.0,,8723.0,1024.0,
BEST,2007,,5088.0,1817.0,-7031.0,7897.0,3525.0,0.0,0.0,0.0,,1582.0,-2809.0,
BEST,2008,,4279.0,1836.0,-1451.0,646.0,-4400.0,0.0,0.0,0.0,,-1572.0,3633.0,
BEST,2009,,5545.0,1857.0,-5121.0,1376.0,0.0,0.0,0.0,0.0,,424.0,4169.0,
BEST,2010,,2602.0,1813.0,-1588.0,1357.0,0.0,0.0,0.0,0.0,,1014.0,1245.0,
BEST,2011,,10716.0,1792.0,-41346.0,1253.0,36620.0,0.0,0.0,0.0,,5990.0,9463.0,
BEST,2012,,-25090.0,1798.0,-1063.0,996.0,29130.0,0.0,0.0,0.0,,2977.0,-26086.0,
BEST,2013,,16006.0,1842.0,-1902.0,2119.0,-6600.0,0.0,0.0,0.0,,7504.0,13887.0,
BEST,2014,,-44510.0,2687.0,-8416.0,8452.0,70236.0,0.0,0.0,0.0,,17310.0,-52962.0,
BEST,2015,,-169182.0,3120.0,-8566.0,8552.0,183487.0,0.0,0.0,0.0,,5739.0,-177734.0,
BEST,2016,,-117763.0,4106.0,-17295.0,17282.0,113909.0,36496.0,0.0,0.0,,-21149.0,-135045.0,
BEST,2017,,-165814.0,5239.0,-4027.0,4150.0,238836.0,19096.0,0.0,0.0,,68995.0,-169964.0,
BEST,2018,,88533.0,5853.0,3075.0,5434.0,-111311.0,0.0,0.0,0.0,264.0,-19703.0,82835.0,
BEST,2019,,138637.0,8217.0,-5140.0,5194.0,-123408.0,0.0,0.0,0.0,2252.0,10089.0,131191.0,
BEST,2020,,209723.0,8153.0,-5323.0,5388.0,-221135.0,0.0,0.0,0.0,2399.0,-16735.0,201936.0,
BEST,2021,,114165.0,8590.0,-4925.0,4997.0,-127513.0,0.0,0.0,15023.0,1856.0,-18273.0,107312.0,
BEST,2022,,67002.0,8991.0,-5346.0,5433.0,-56805.0,0.0,0.0,10041.0,2724.0,4851.0,58845.0,
BEST,2023,,-128842.0,9132.0,-8040.0,7425.0,150002.0,0.0,0.0,5042.0,3107.0,13120.0,-139374.0,
BEST,2024,,-31795.0,10010.0,-14593.0,13654.0,63833.0,0.0,0.0,0.0,2911.0,17445.0,-48360.0,
BEST,O4K,,-32050.0,10340.0,-34151.0,10329.0,118372.0,0.0,0.0,0.0,2914.0,52171.0,-45293.0,
BETACOM,2004,,220.0,882.0,-916.0,1668.0,-462.0,0.0,0.0,0.0,,-1158.0,-1448.0,
BETACOM,2005,,1217.0,1349.0,-2545.0,2891.0,-502.0,0.0,1010.0,0.0,,-1830.0,-1674.0,
BETACOM,2006,,4338.0,2009.0,-3586.0,3150.0,-1762.0,0.0,1050.0,0.0,,-1010.0,1188.0,
BETACOM,2007,,2669.0,2566.0,-1253.0,766.0,-2631.0,0.0,1111.0,0.0,,-1215.0,1903.0,
BETACOM,2008,,7796.0,2711.0,-3230.0,3761.0,-1741.0,0.0,808.0,0.0,,2825.0,4035.0,
BETACOM,2009,,3149.0,2870.0,-2649.0,2429.0,-1347.0,0.0,505.0,0.0,,-847.0,720.0,
BETACOM,2010,,-128.0,2696.0,-3199.0,3479.0,-1061.0,0.0,0.0,0.0,,-4388.0,-3607.0,
BETACOM,2011,,4427.0,2136.0,-781.0,888.0,-633.0,0.0,0.0,0.0,,3013.0,3539.0,
BETACOM,2012,,6436.0,2253.0,-684.0,1424.0,-1997.0,0.0,1212.0,0.0,,3755.0,5012.0,
BETACOM,2013,,5468.0,2225.0,10.0,1308.0,-2619.0,0.0,1414.0,0.0,,2859.0,4160.0,
BETACOM,2014,,-4285.0,2220.0,-914.0,2278.0,2195.0,0.0,2020.0,0.0,,-3004.0,-6563.0,
BETACOM,2015,,2632.0,2234.0,-2423.0,2930.0,-1563.0,0.0,1515.0,0.0,,-1354.0,-298.0,
BETACOM,2016,,3593.0,2084.0,-1128.0,2468.0,-6285.0,0.0,0.0,0.0,,-3820.0,1125.0,
BETACOM,2017,,7778.0,1476.0,-1901.0,1789.0,-4357.0,0.0,0.0,0.0,,1520.0,5989.0,
BETACOM,2018,,3333.0,1621.0,-2441.0,1720.0,-1675.0,0.0,0.0,0.0,8.0,-783.0,1605.0,
BETACOM,2019,,4270.0,1678.0,-2293.0,2400.0,-1064.0,0.0,0.0,0.0,382.0,913.0,1488.0,
BETACOM,2020,,3931.0,1731.0,-214.0,247.0,3404.0,0.0,0.0,0.0,729.0,7121.0,2955.0,
BETACOM,2021,,-1245.0,3196.0,-1885.0,827.0,1011.0,0.0,0.0,0.0,893.0,-2119.0,-2965.0,
BETACOM,2022,,8671.0,3959.0,-1650.0,2338.0,-4833.0,0.0,727.0,0.0,1278.0,2188.0,5055.0,
BETACOM,2023,,5324.0,3606.0,-7875.0,5214.0,-3687.0,0.0,929.0,0.0,1175.0,-6238.0,-1065.0,
BETACOM,2024,,15061.0,3831.0,-1804.0,4315.0,-2114.0,0.0,1212.0,0.0,932.0,11143.0,9814.0,
BIO-PLANET,2012,,,115.0,,,,,,,,0.0,0.0,
BIO-PLANET,2013,,89.0,138.0,-273.0,276.0,491.0,2307.0,0.0,,,307.0,-187.0,
BIO-PLANET,2014,,2248.0,304.0,-6429.0,6435.0,3914.0,0.0,0.0,0.0,,-267.0,-4187.0,
BIO-PLANET,2015,,331.0,640.0,-12956.0,12987.0,12560.0,0.0,0.0,0.0,,-65.0,-12656.0,
BIO-PLANET,2016,,2600.0,1017.0,-1461.0,1476.0,-913.0,0.0,0.0,0.0,,226.0,1124.0,
BIO-PLANET,2017,,783.0,1188.0,-875.0,890.0,178.0,0.0,0.0,0.0,,86.0,-107.0,
BIO-PLANET,2018,,2802.0,1238.0,-1999.0,2035.0,-814.0,0.0,0.0,0.0,,-11.0,767.0,
BIO-PLANET,2019,,4682.0,1249.0,-2943.0,2938.0,-1706.0,0.0,56.0,0.0,82.0,33.0,1662.0,
BIO-PLANET,2020,,2730.0,1267.0,-7422.0,7449.0,4409.0,0.0,924.0,0.0,39.0,-283.0,-4758.0,
BIO-PLANET,2021,,3151.0,1450.0,-3600.0,3643.0,333.0,0.0,2100.0,0.0,61.0,-116.0,-553.0,
BIO-PLANET,2022,,12091.0,1437.0,-23091.0,23491.0,11013.0,0.0,0.0,0.0,34.0,13.0,-11434.0,
BIO-PLANET,2023,,5731.0,2917.0,-1531.0,1604.0,-4207.0,0.0,0.0,0.0,367.0,-7.0,3760.0,
BIO-PLANET,2024,,6103.0,2978.0,-1893.0,1900.0,-3874.0,0.0,0.0,0.0,547.0,336.0,3656.0,
BIO-PLANET,O4K,,5140.0,3064.0,-1768.0,1945.0,-3292.0,0.0,0.0,0.0,507.0,80.0,2688.0,
BIOMAXIMA,2009,,418.0,404.0,-1295.0,1295.0,896.0,0.0,25.0,,,19.0,-877.0,
BIOMAXIMA,2010,,103.0,361.0,-3902.0,2481.0,3754.0,2998.0,0.0,,,-45.0,-2378.0,
BIOMAXIMA,2011,,1832.0,542.0,-2252.0,2831.0,639.0,0.0,0.0,,,219.0,-999.0,
BIOMAXIMA,2012,,-6004.0,1029.0,-748.0,894.0,7460.0,6847.0,0.0,,,708.0,-6898.0,
BIOMAXIMA,2013,,1249.0,1530.0,-1522.0,961.0,59.0,0.0,0.0,0.0,,-214.0,288.0,
BIOMAXIMA,2014,,561.0,1874.0,-298.0,149.0,-666.0,0.0,0.0,0.0,,-403.0,412.0,
BIOMAXIMA,2015,,2287.0,1646.0,-219.0,161.0,-1379.0,0.0,0.0,0.0,,689.0,2126.0,
BIOMAXIMA,2016,,1439.0,1772.0,-625.0,376.0,-1105.0,0.0,0.0,0.0,,-291.0,1063.0,
BIOMAXIMA,2017,,1507.0,1774.0,-2084.0,2131.0,630.0,0.0,0.0,0.0,,53.0,-624.0,
BIOMAXIMA,2018,,2120.0,1406.0,-17160.0,17424.0,14755.0,0.0,0.0,0.0,0.0,-285.0,-15304.0,
BIOMAXIMA,2019,,4928.0,1683.0,-1598.0,1638.0,-3848.0,0.0,0.0,0.0,542.0,-518.0,2748.0,
BIOMAXIMA,2020,,3973.0,1894.0,-1649.0,1880.0,1481.0,2190.0,0.0,0.0,301.0,3805.0,1792.0,
BIOMAXIMA,2021,,-132.0,1654.0,-3368.0,4482.0,2110.0,0.0,1097.0,0.0,1558.0,-1390.0,-6172.0,
BIOMAXIMA,2022,,37065.0,2020.0,-7831.0,9879.0,-19323.0,0.0,1948.0,5000.0,1102.0,9911.0,26084.0,
BIOMAXIMA,2023,,1592.0,2488.0,-17248.0,18079.0,4252.0,45.0,2097.0,0.0,98.0,-11404.0,-16585.0,
BIOMAXIMA,2024,,-152.0,3363.0,-759.0,2270.0,317.0,0.0,0.0,0.0,314.0,-594.0,-2736.0,
BIOMAXIMA,O4K,,-1037.0,3450.0,-435.0,1941.0,1320.0,0.0,0.0,0.0,352.0,-152.0,-3330.0,
BIOTON,2004,,-11105.0,13390.0,-28080.0,24307.0,65807.0,86766.0,0.0,,,26622.0,-35412.0,
BIOTON,2005,,7127.0,9282.0,-70512.0,37580.0,62428.0,39761.0,0.0,0.0,,-957.0,-30453.0,
BIOTON,2006,,-10763.0,13684.0,-389428.0,191194.0,454667.0,458600.0,0.0,0.0,,54476.0,-201957.0,
BIOTON,2007,,-530.0,20719.0,-320570.0,196380.0,301423.0,0.0,0.0,0.0,,-19677.0,-196910.0,
BIOTON,2008,,37745.0,23733.0,-289398.0,197333.0,266290.0,240547.0,0.0,0.0,,14637.0,-159588.0,
BIOTON,2009,,-79516.0,33854.0,-130528.0,103091.0,203976.0,435003.0,0.0,0.0,,-6068.0,-182607.0,
BIOTON,2010,,27170.0,38644.0,57981.0,45138.0,-82181.0,0.0,0.0,0.0,,2970.0,-17968.0,
BIOTON,2011,,-22200.0,37086.0,-97065.0,87606.0,84978.0,17905.0,0.0,0.0,,-34287.0,-109806.0,
BIOTON,2012,,144796.0,36293.0,-102822.0,107471.0,-24223.0,0.0,0.0,0.0,,17751.0,37325.0,
BIOTON,2013,,79963.0,29415.0,-57851.0,61494.0,-36098.0,0.0,0.0,0.0,,-13986.0,18469.0,
BIOTON,2014,,41874.0,33785.0,-5926.0,27838.0,-29570.0,0.0,0.0,0.0,,6378.0,14036.0,
BIOTON,2015,,24023.0,37281.0,-41629.0,28556.0,15669.0,0.0,0.0,0.0,,-1937.0,-4533.0,
BIOTON,2016,,23146.0,35323.0,2511.0,24416.0,31717.0,0.0,0.0,0.0,,57374.0,-1270.0,
BIOTON,2017,,17503.0,33426.0,-24928.0,33667.0,-43802.0,0.0,0.0,0.0,,-51227.0,-16164.0,
BIOTON,2018,,27880.0,29493.0,37473.0,43448.0,-96295.0,0.0,0.0,0.0,5017.0,-30942.0,-20585.0,
BIOTON,2019,,46707.0,32281.0,-53802.0,53457.0,6526.0,0.0,0.0,0.0,4736.0,-569.0,-11486.0,
BIOTON,2020,,41949.0,31731.0,-4684.0,4683.0,-22203.0,0.0,0.0,0.0,2486.0,15062.0,34780.0,
BIOTON,2021,,5522.0,31638.0,-4284.0,12892.0,-14621.0,0.0,0.0,0.0,1525.0,-13383.0,-8895.0,
BIOTON,2022,,56082.0,34403.0,-29100.0,29578.0,-26499.0,0.0,0.0,0.0,2706.0,483.0,23798.0,
BIOTON,2023,,39625.0,34984.0,-36952.0,44166.0,-8129.0,0.0,0.0,0.0,4730.0,-5456.0,-9271.0,
BIOTON,2024,,36330.0,36287.0,-11613.0,11613.0,-21637.0,0.0,0.0,0.0,3516.0,3080.0,21201.0,
BIOTON,O4K,,32721.0,36846.0,-10101.0,10158.0,-22389.0,0.0,0.0,0.0,4109.0,231.0,18454.0,
BLOOBER-TEAM,2009,,,217.0,,,,,,,,0.0,0.0,
BLOOBER-TEAM,2010,,-175.0,170.0,-270.0,17.0,782.0,0.0,0.0,,,337.0,-192.0,
BLOOBER-TEAM,2011,,-899.0,73.0,-2519.0,108.0,4642.0,4713.0,0.0,,,1224.0,-1007.0,
BLOOBER-TEAM,2012,,-863.0,205.0,-121.0,122.0,0.0,0.0,0.0,,,-984.0,-985.0,
BLOOBER-TEAM,2013,,-2266.0,498.0,-67.0,118.0,1841.0,0.0,0.0,0.0,,-492.0,-2384.0,
BLOOBER-TEAM,2014,,-1067.0,625.0,-244.0,238.0,1872.0,0.0,0.0,0.0,,561.0,-1305.0,
BLOOBER-TEAM,2015,,-2268.0,731.0,-623.0,623.0,7787.0,0.0,0.0,0.0,,4896.0,-2891.0,
BLOOBER-TEAM,2016,,89.0,836.0,1602.0,716.0,-1948.0,0.0,0.0,0.0,,-257.0,-627.0,
BLOOBER-TEAM,2017,,60.0,725.0,-257.0,257.0,-186.0,0.0,0.0,0.0,,-383.0,-197.0,
BLOOBER-TEAM,2018,,-6072.0,567.0,-1103.0,836.0,7293.0,2500.0,0.0,0.0,,118.0,-6908.0,
BLOOBER-TEAM,2019,,-6639.0,978.0,-2136.0,2139.0,11189.0,0.0,0.0,0.0,268.0,2414.0,-9046.0,
BLOOBER-TEAM,2020,,13424.0,7226.0,-14564.0,17544.0,684.0,0.0,0.0,0.0,528.0,-456.0,-4648.0,
BLOOBER-TEAM,2021,,25028.0,11615.0,-9381.0,9029.0,2372.0,878.0,0.0,3220.0,345.0,18019.0,15654.0,
BLOOBER-TEAM,2022,,23075.0,10430.0,-31237.0,19278.0,12048.0,11812.0,0.0,0.0,269.0,3886.0,3528.0,
BLOOBER-TEAM,2023,,11421.0,21404.0,-26538.0,40512.0,-1438.0,0.0,0.0,0.0,1293.0,-16555.0,-30384.0,
BLOOBER-TEAM,2024,,24361.0,18072.0,-29107.0,42237.0,1273.0,0.0,0.0,71.0,1727.0,-3473.0,-19603.0,
BLOOBER-TEAM,O4K,,33069.0,14149.0,-41737.0,52185.0,5401.0,0.0,0.0,23.0,1809.0,-3267.0,-20925.0,
BNP,2009,,-763216.0,72816.0,-383342.0,78134.0,849000.0,0.0,0.0,,,,-841350.0,-297558.0
BNP,2010,,-11551.0,73235.0,-427473.0,105161.0,495875.0,0.0,0.0,,,,-116712.0,56851.0
BNP,2011,,-3355096.0,83000.0,-331792.0,155394.0,3668699.0,0.0,0.0,,,,-3510490.0,-18189.0
BNP,2012,,3299700.0,94518.0,-2934634.0,86198.0,246582.0,0.0,0.0,,,,3213502.0,611648.0
BNP,2013,,-1190570.0,99219.0,1966936.0,89482.0,-1099023.0,0.0,0.0,,,,-1280052.0,-322657.0
BNP,2014,,3120935.0,100995.0,-1999235.0,82046.0,-822359.0,0.0,0.0,,,,3038889.0,299341.0
BNP,2015,,3410275.0,148457.0,352253.0,200912.0,-2681174.0,0.0,0.0,,,,3209363.0,1081354.0
BNP,2016,,5585401.0,206597.0,-5080758.0,244819.0,-1283355.0,0.0,0.0,0.0,,,5340582.0,-778712.0
BNP,2017,,2563565.0,174064.0,-1377597.0,203379.0,-226386.0,0.0,0.0,0.0,,,2360186.0,959582.0
BNP,2018,,-8446037.0,189714.0,7759955.0,228574.0,668330.0,0.0,0.0,0.0,,,-8674611.0,-17752.0
BNP,2019,,325762.0,454147.0,1618802.0,504801.0,-536808.0,0.0,0.0,0.0,,,-179039.0,1407756.0
BNP,2020,,4699366.0,367958.0,-7506835.0,371167.0,1679580.0,0.0,0.0,0.0,,,4328199.0,-1127889.0
BNP,2021,,1815743.0,399553.0,-220377.0,342383.0,212130.0,0.0,0.0,0.0,,,1473360.0,1807496.0
BNP,2022,,15396691.0,411749.0,-8058347.0,338037.0,366111.0,0.0,0.0,0.0,,,15058654.0,7704455.0
BNP,2023,,5875560.0,456736.0,-3128347.0,445744.0,-89958.0,1784.0,0.0,0.0,,,5429816.0,2657255.0
BNP,2024,,14636997.0,514450.0,-13035202.0,464777.0,816608.0,0.0,503998.0,0.0,,,14172220.0,2418403.0
BNP,O4K,,8953916.0,516062.0,-8393526.0,408766.0,619897.0,0.0,503998.0,0.0,,,8545150.0,1180287.0
BOGDANKA,2008,,333795.0,136182.0,-326530.0,328786.0,44110.0,0.0,5638.0,,,51375.0,5009.0,
BOGDANKA,2009,,365586.0,141278.0,-365932.0,377799.0,582131.0,521051.0,88832.0,0.0,,581785.0,-12213.0,
BOGDANKA,2010,,368235.0,138076.0,-597244.0,617556.0,19451.0,0.0,0.0,0.0,,-209558.0,-249321.0,
BOGDANKA,2011,,313802.0,184864.0,-726489.0,718712.0,43406.0,0.0,47619.0,0.0,,-369281.0,-404910.0,
BOGDANKA,2012,,661729.0,300741.0,-604737.0,583293.0,-39261.0,0.0,136050.0,0.0,,17731.0,78436.0,
BOGDANKA,2013,,726043.0,330138.0,-639154.0,617923.0,4564.0,0.0,172109.0,0.0,,91453.0,108120.0,
BOGDANKA,2014,,712863.0,367834.0,-716887.0,694277.0,-12499.0,0.0,197590.0,0.0,,-16523.0,18586.0,
BOGDANKA,2015,,729575.0,387747.0,-440680.0,435358.0,-222339.0,0.0,119048.0,0.0,,66556.0,294217.0,
BOGDANKA,2016,,675791.0,359452.0,-285364.0,272412.0,-111358.0,0.0,0.0,0.0,,279069.0,403379.0,
BOGDANKA,2017,,608517.0,356372.0,-372052.0,369334.0,-342643.0,0.0,34470.0,0.0,,-106178.0,239183.0,
BOGDANKA,2018,,458874.0,407164.0,-418232.0,420520.0,-304777.0,0.0,0.0,0.0,0.0,-264135.0,38354.0,
BOGDANKA,2019,,720977.0,392620.0,-476533.0,477142.0,-32497.0,0.0,25510.0,0.0,3415.0,211947.0,240420.0,
BOGDANKA,2020,,476960.0,364686.0,-611029.0,606130.0,-7061.0,0.0,0.0,0.0,3494.0,-141130.0,-132664.0,
BOGDANKA,2021,,762812.0,430151.0,-394353.0,388547.0,-9894.0,0.0,0.0,0.0,6363.0,358565.0,367902.0,
BOGDANKA,2022,,624375.0,398471.0,-651383.0,683198.0,-98108.0,0.0,85034.0,0.0,9741.0,-125116.0,-68564.0,
BOGDANKA,2023,,1124572.0,457565.0,-764842.0,780496.0,-100082.0,0.0,88049.0,0.0,8801.0,259648.0,335275.0,
BOGDANKA,2024,,1043300.0,398847.0,-827777.0,859686.0,-96556.0,0.0,85165.0,0.0,9559.0,118967.0,174055.0,
BOGDANKA,O4K,,1197998.0,335958.0,-1010834.0,840574.0,-95191.0,0.0,85165.0,0.0,8976.0,91973.0,348448.0,
BORYSZEW,2004,,94167.0,38041.0,-238685.0,49772.0,161312.0,98057.0,7322.0,,,16794.0,44395.0,
BORYSZEW,2005,,-48942.0,47708.0,-322249.0,127771.0,396105.0,1475.0,3812.0,0.0,,24914.0,-176713.0,
BORYSZEW,2006,,-7362.0,106806.0,-70285.0,168176.0,84240.0,56529.0,0.0,0.0,,6593.0,-175538.0,
BORYSZEW,2007,,248065.0,111075.0,-172146.0,109239.0,-45791.0,0.0,0.0,0.0,,30128.0,138826.0,
BORYSZEW,2008,,343156.0,108386.0,-137234.0,93510.0,362502.0,0.0,0.0,0.0,,568424.0,249646.0,
BORYSZEW,2009,,263497.0,76086.0,91477.0,33386.0,-371216.0,50.0,0.0,0.0,,-16242.0,230111.0,
BORYSZEW,2010,,56171.0,79436.0,6642.0,132340.0,-30837.0,106568.0,0.0,0.0,,31976.0,-76169.0,
BORYSZEW,2011,,116345.0,98341.0,-217949.0,214796.0,105832.0,112835.0,0.0,38927.0,,4228.0,-98451.0,
BORYSZEW,2012,,138704.0,109603.0,-105325.0,112632.0,-53780.0,0.0,0.0,45153.0,,-20401.0,26072.0,
BORYSZEW,2013,,180948.0,109387.0,-135364.0,114898.0,-30153.0,0.0,0.0,16530.0,,15431.0,66050.0,
BORYSZEW,2014,,174551.0,112906.0,-297412.0,180921.0,111172.0,0.0,0.0,10604.0,,-11689.0,-6370.0,
BORYSZEW,2015,,273184.0,120904.0,-201155.0,140785.0,-54631.0,0.0,22630.0,25075.0,,17398.0,132399.0,
BORYSZEW,2016,,374796.0,123213.0,-348016.0,258161.0,29032.0,0.0,0.0,10099.0,,55812.0,116635.0,
BORYSZEW,2017,,321502.0,133766.0,-231490.0,192829.0,-76520.0,0.0,0.0,34811.0,,13492.0,128673.0,
BORYSZEW,2018,,215034.0,148908.0,-287129.0,158434.0,-14905.0,0.0,0.0,47090.0,47467.0,-87000.0,9133.0,
BORYSZEW,2019,,455417.0,203344.0,-538799.0,282415.0,148619.0,0.0,11396.0,4516.0,51252.0,65237.0,121750.0,
BORYSZEW,2020,,-10882.0,195292.0,113599.0,175101.0,115335.0,0.0,0.0,0.0,53404.0,218052.0,-239387.0,
BORYSZEW,2021,,152813.0,174202.0,104623.0,161826.0,-222546.0,0.0,0.0,0.0,50235.0,34890.0,-59248.0,
BORYSZEW,2022,,286107.0,177876.0,-30292.0,258753.0,-280813.0,0.0,190402.0,0.0,45782.0,-24998.0,-18428.0,
BORYSZEW,2023,,418821.0,158898.0,-59229.0,204240.0,-300813.0,0.0,153930.0,0.0,38153.0,58779.0,176428.0,
BORYSZEW,2024,,86605.0,158668.0,-22675.0,134144.0,-71797.0,0.0,93151.0,0.0,31123.0,-7867.0,-78662.0,
BORYSZEW,O4K,,158125.0,160117.0,-64077.0,128081.0,-79573.0,0.0,93151.0,0.0,31546.0,14475.0,-1502.0,
BOWIM,2008,,-58031.0,3050.0,-7193.0,8254.0,65824.0,0.0,1200.0,0.0,,600.0,-66285.0,
BOWIM,2009,,37332.0,3191.0,-413.0,1545.0,-43301.0,28618.0,1000.0,0.0,,-6382.0,35787.0,
BOWIM,2010,,9743.0,3718.0,-48135.0,28213.0,42393.0,24392.0,0.0,0.0,,4001.0,-18470.0,
BOWIM,2011,,3780.0,3346.0,-5802.0,5960.0,240.0,0.0,0.0,0.0,,-1782.0,-2180.0,
BOWIM,2012,,33999.0,3331.0,-6105.0,6444.0,-28393.0,0.0,0.0,0.0,,-499.0,27555.0,
BOWIM,2013,,29248.0,3305.0,-98.0,782.0,-30261.0,0.0,0.0,0.0,,-1111.0,28466.0,
BOWIM,2014,,28439.0,2925.0,-1042.0,2179.0,-26646.0,0.0,0.0,3487.0,,751.0,26260.0,
BOWIM,2015,,17226.0,2900.0,-2909.0,3504.0,-7956.0,0.0,0.0,3796.0,,6361.0,13722.0,
BOWIM,2016,,19239.0,3260.0,-6536.0,6677.0,-13054.0,0.0,0.0,3797.0,,-351.0,12562.0,
BOWIM,2017,,8045.0,4054.0,-11085.0,11143.0,3978.0,0.0,1795.0,3797.0,,938.0,-3098.0,
BOWIM,2018,,11620.0,4795.0,-10724.0,11344.0,-8296.0,0.0,1795.0,3801.0,2017.0,-7400.0,-1741.0,
BOWIM,2019,,9288.0,5206.0,-8301.0,8626.0,1058.0,0.0,530.0,3802.0,2382.0,2045.0,-1720.0,
BOWIM,2020,,39898.0,5655.0,-5178.0,5280.0,-31932.0,0.0,0.0,3801.0,3098.0,2788.0,31520.0,
BOWIM,2021,,40169.0,6427.0,-13225.0,13445.0,-24010.0,0.0,2062.0,3798.0,2886.0,2934.0,23838.0,
BOWIM,2022,,88030.0,7253.0,3215.0,3121.0,-81207.0,0.0,42951.0,0.0,3663.0,10038.0,81246.0,
BOWIM,2023,,120707.0,8710.0,-9023.0,9417.0,-97270.0,0.0,20453.0,0.0,2470.0,14414.0,108820.0,
BOWIM,2024,,17134.0,9268.0,-7697.0,8147.0,-28897.0,0.0,1704.0,0.0,1560.0,-19460.0,7427.0,
BOWIM,O4K,,18971.0,9414.0,-15233.0,15573.0,-22623.0,0.0,1704.0,0.0,1476.0,-18885.0,1922.0,
BUDIMEX,2004,,35518.0,25963.0,125862.0,22585.0,3512.0,0.0,0.0,0.0,,164892.0,12933.0,
BUDIMEX,2005,,-49519.0,21177.0,122681.0,13676.0,52534.0,0.0,0.0,0.0,,125696.0,-63195.0,
BUDIMEX,2006,,-77955.0,21186.0,90229.0,20702.0,19773.0,0.0,0.0,0.0,,32047.0,-98657.0,
BUDIMEX,2007,,-15184.0,23609.0,19091.0,11139.0,16044.0,0.0,0.0,0.0,,19951.0,-26323.0,
BUDIMEX,2008,,172954.0,22228.0,-64181.0,10189.0,90026.0,0.0,0.0,0.0,,198799.0,162765.0,
BUDIMEX,2009,,964451.0,21232.0,-304648.0,13917.0,-253630.0,0.0,149096.0,0.0,,406173.0,950534.0,
BUDIMEX,2010,,1191133.0,21201.0,-5184.0,22271.0,-454785.0,0.0,173605.0,0.0,,731164.0,1168862.0,
BUDIMEX,2011,,351404.0,30330.0,-211668.0,239692.0,-260755.0,0.0,231814.0,0.0,,-121019.0,111712.0,
BUDIMEX,2012,,-44147.0,50683.0,-98693.0,106628.0,-290985.0,0.0,280065.0,0.0,,-433825.0,-150775.0,
BUDIMEX,2013,,314661.0,28893.0,158455.0,13571.0,-154100.0,0.0,112077.0,0.0,,319016.0,301090.0,
BUDIMEX,2014,,486062.0,23031.0,-49024.0,16075.0,-300214.0,0.0,302532.0,0.0,,136824.0,469987.0,
BUDIMEX,2015,,699259.0,22348.0,-70462.0,70168.0,-171510.0,0.0,155989.0,0.0,,457287.0,629091.0,
BUDIMEX,2016,,611502.0,25923.0,-48930.0,42664.0,-223100.0,0.0,207815.0,0.0,,339472.0,568838.0,
BUDIMEX,2017,,195796.0,37478.0,-356583.0,32263.0,-400080.0,0.0,382696.0,0.0,,-560867.0,163533.0,
BUDIMEX,2018,,-523375.0,52111.0,309684.0,21522.0,-481037.0,0.0,449585.0,0.0,26862.0,-694728.0,-571759.0,
BUDIMEX,2019,,574348.0,105679.0,-185260.0,51533.0,-316473.0,0.0,160839.0,0.0,73962.0,72615.0,448853.0,
