Spółka,Rok,Data publikacji,Przepływy pieniężne z działalności operacyjnej,Amortyzacja,Przepływy pieniężne z działalności inwestycyjnej,CAPEX (niematerialne i rzeczowe),Przepływy pieniężne z działalności finansowej,Emisja akcji,Dywidenda,Skup akcji,Płatności z tytułu umów leasingu,Przepływy pieniężne razem,Free Cash Flow,Przepływy operacyjne razem
IMP,2016,,-383.0,16.0,3779.0,0.0,-927.0,0.0,0.0,0.0,,2469.0,-383.0,
IMP,2017,,-1413.0,12.0,1645.0,25.0,76.0,0.0,0.0,0.0,,308.0,-1438.0,
IMP,2018,,-676.0,6.0,1258.0,0.0,-1840.0,0.0,0.0,1884.0,0.0,-1258.0,-676.0,
IMP,2019,,-4445.0,5.0,6493.0,0.0,25.0,0.0,0.0,0.0,0.0,2073.0,-4445.0,
IMP,2020,,-501.0,7.0,1829.0,106.0,18.0,0.0,0.0,0.0,0.0,1346.0,-607.0,
IMP,2021,,-1072.0,12.0,-3696.0,0.0,1.0,0.0,0.0,0.0,0.0,-4767.0,-1072.0,
IMP,2022,,-716.0,11.0,699.0,0.0,46.0,0.0,0.0,0.0,0.0,29.0,-716.0,
IMP,2023,,73.0,12.0,-1339.0,18.0,400.0,0.0,0.0,0.0,0.0,-866.0,55.0,
IMP,2024,,-1121.0,9.0,-2243.0,0.0,3587.0,0.0,0.0,0.0,0.0,223.0,-1121.0,
IMP,O4K,,-1403.0,9.0,-5772.0,0.0,3963.0,0.0,0.0,0.0,0.0,-3212.0,-1403.0,
IMS,2009,,2089.0,1866.0,-4789.0,3948.0,4218.0,5206.0,0.0,,,1518.0,-1859.0,
IMS,2010,,2805.0,2340.0,-5012.0,4430.0,1808.0,697.0,0.0,,,-399.0,-1625.0,
IMS,2011,,5450.0,2767.0,-4813.0,4895.0,234.0,0.0,0.0,,,871.0,555.0,
IMS,2012,,5366.0,3955.0,-3569.0,3615.0,-1563.0,4.0,0.0,,,234.0,1751.0,
IMS,2013,,8065.0,3560.0,-2208.0,2333.0,-3061.0,0.0,662.0,0.0,,2796.0,5732.0,
IMS,2014,,9200.0,2889.0,-4601.0,4510.0,-1074.0,0.0,1327.0,0.0,,3525.0,4690.0,
IMS,2015,,8302.0,3157.0,-932.0,813.0,-10867.0,0.0,2665.0,0.0,,-3497.0,7489.0,
IMS,2016,,9210.0,3365.0,-1221.0,1315.0,-6858.0,0.0,7705.0,1692.0,,1131.0,7895.0,
IMS,2017,,9542.0,3567.0,-527.0,579.0,-8848.0,0.0,4020.0,1965.0,,167.0,8963.0,
IMS,2018,,14502.0,4479.0,-4842.0,1102.0,-16095.0,0.0,7905.0,4026.0,808.0,-6435.0,12592.0,
IMS,2019,,14966.0,6103.0,-2437.0,2396.0,-11884.0,0.0,6029.0,3423.0,942.0,645.0,11628.0,
IMS,2020,,10422.0,5835.0,-3768.0,3878.0,-5913.0,0.0,1555.0,1300.0,795.0,741.0,5749.0,
IMS,2021,,9684.0,6673.0,-8673.0,5319.0,-1104.0,0.0,3110.0,0.0,4235.0,-93.0,130.0,
IMS,2022,,13745.0,6545.0,-7968.0,8462.0,-3077.0,0.0,5598.0,0.0,4353.0,2700.0,930.0,
IMS,2023,,17798.0,6594.0,-14658.0,8231.0,42.0,816.0,6782.0,0.0,4660.0,3182.0,4907.0,
IMS,2024,,16489.0,5619.0,-9117.0,8019.0,-11988.0,612.0,15105.0,0.0,4563.0,-4616.0,3907.0,
IMS,O4K,,12620.0,5652.0,-9061.0,7945.0,-5785.0,612.0,15105.0,0.0,4379.0,-2226.0,296.0,
INC,2005,,417.0,59.0,-54.0,55.0,-38.0,0.0,0.0,0.0,,325.0,362.0,
INC,2006,,-163.0,61.0,-2112.0,17.0,3438.0,3474.0,0.0,0.0,,1163.0,-180.0,
INC,2007,,-4394.0,250.0,-4709.0,811.0,17552.0,17949.0,0.0,0.0,,8449.0,-5205.0,
INC,2008,,-1372.0,411.0,-12506.0,2445.0,7263.0,8305.0,0.0,0.0,,-6615.0,-3817.0,
INC,2009,,-672.0,211.0,-1693.0,62.0,1167.0,0.0,0.0,0.0,,-1198.0,-734.0,
INC,2010,,-804.0,287.0,4443.0,175.0,213.0,0.0,0.0,0.0,,3852.0,-979.0,
INC,2011,,-1165.0,295.0,-4833.0,313.0,561.0,0.0,0.0,0.0,,-5437.0,-1478.0,
INC,2012,,-268.0,339.0,1843.0,153.0,179.0,0.0,0.0,126.0,,1754.0,-421.0,
INC,2013,,-643.0,107.0,1147.0,78.0,62.0,0.0,0.0,332.0,,566.0,-721.0,
INC,2014,,-1865.0,184.0,791.0,175.0,3655.0,0.0,0.0,465.0,,2581.0,-2040.0,
INC,2015,,-1708.0,270.0,-489.0,42.0,4152.0,0.0,0.0,9.0,,1955.0,-1750.0,
INC,2016,,-2109.0,149.0,1002.0,19.0,-295.0,0.0,0.0,255.0,,-1402.0,-2128.0,
INC,2017,,-5784.0,168.0,1198.0,68.0,2214.0,0.0,0.0,0.0,,-2372.0,-5852.0,
INC,2018,,194.0,160.0,-2151.0,2459.0,897.0,755.0,215.0,0.0,26.0,-1060.0,-2291.0,
INC,2019,,-2322.0,815.0,2334.0,57.0,377.0,0.0,238.0,0.0,236.0,389.0,-2615.0,
INC,2020,,303.0,487.0,4415.0,332.0,83.0,0.0,141.0,0.0,319.0,4801.0,-348.0,
INC,2021,,-3046.0,521.0,2934.0,752.0,-2346.0,0.0,1752.0,0.0,567.0,-2458.0,-4365.0,
INC,2022,,-3791.0,1083.0,704.0,714.0,685.0,0.0,0.0,0.0,553.0,-2402.0,-5058.0,
INC,2023,,-3079.0,1289.0,1774.0,561.0,2244.0,0.0,0.0,0.0,576.0,939.0,-4216.0,
INC,2024,,6286.0,1079.0,1024.0,678.0,-832.0,0.0,0.0,0.0,671.0,6478.0,4937.0,
INC,O4K,,-29833.0,1119.0,1015.0,568.0,-935.0,0.0,0.0,0.0,759.0,-29753.0,-31160.0,
INDUSTRIAL-MILK-COMPANY,2008,,-40660.0,6637.0,-18289.0,21512.0,58804.0,0.0,0.0,,,-145.0,-62171.0,
INDUSTRIAL-MILK-COMPANY,2009,,13251.0,6345.0,-20921.0,4583.0,7553.0,0.0,0.0,0.0,,-117.0,8668.0,
INDUSTRIAL-MILK-COMPANY,2010,,36408.0,10460.0,6299.0,8875.0,-36936.0,0.0,0.0,0.0,,5771.0,27534.0,
INDUSTRIAL-MILK-COMPANY,2011,,-34523.0,17412.0,-58902.0,27240.0,103585.0,83374.0,0.0,0.0,,10160.0,-61763.0,
INDUSTRIAL-MILK-COMPANY,2012,,32747.0,23142.0,-180697.0,43887.0,138713.0,0.0,0.0,0.0,,-9237.0,-11140.0,
INDUSTRIAL-MILK-COMPANY,2013,,12617.0,33367.0,-59641.0,55520.0,91212.0,0.0,0.0,0.0,,44189.0,-42903.0,
INDUSTRIAL-MILK-COMPANY,2014,,88424.0,36271.0,-90486.0,14187.0,41627.0,0.0,0.0,0.0,,39565.0,74237.0,
INDUSTRIAL-MILK-COMPANY,2015,,134237.0,22002.0,-11571.0,11789.0,-91301.0,0.0,0.0,0.0,,31365.0,122448.0,
INDUSTRIAL-MILK-COMPANY,2016,,122399.0,47009.0,-20897.0,22526.0,-91021.0,0.0,0.0,0.0,,10482.0,99873.0,
INDUSTRIAL-MILK-COMPANY,2017,,112836.0,31349.0,-17194.0,18085.0,-83360.0,77.0,6910.0,0.0,,12282.0,94751.0,
INDUSTRIAL-MILK-COMPANY,2018,,105922.0,47207.0,-17031.0,19633.0,-83202.0,0.0,49662.0,0.0,,5688.0,86289.0,
INDUSTRIAL-MILK-COMPANY,2019,,205520.0,90397.0,-17393.0,24958.0,-175442.0,0.0,62738.0,0.0,60425.0,12684.0,120136.0,
INDUSTRIAL-MILK-COMPANY,2020,,225365.0,76814.0,-21558.0,26782.0,-141943.0,0.0,26459.0,0.0,60322.0,61863.0,138260.0,
INDUSTRIAL-MILK-COMPANY,2021,,272333.0,99624.0,-24997.0,27681.0,-204299.0,0.0,126221.0,0.0,76214.0,43036.0,168437.0,
INDUSTRIAL-MILK-COMPANY,2022,,65125.0,85963.0,-19658.0,21886.0,-35276.0,0.0,0.0,0.0,60987.0,10190.0,-17748.0,
INDUSTRIAL-MILK-COMPANY,2023,,67167.0,65990.0,-65168.0,67414.0,-34046.0,0.0,0.0,0.0,62830.0,-32047.0,-63078.0,
INDUSTRIAL-MILK-COMPANY,2024,,375547.0,74954.0,-92265.0,96788.0,-153422.0,0.0,0.0,0.0,61867.0,129860.0,216892.0,
INDUSTRIAL-MILK-COMPANY,O4K,,357228.0,73920.0,-101136.0,105040.0,-174202.0,0.0,0.0,0.0,78412.0,81890.0,173776.0,
ING-BANK-SLASKI,2007,,-2765103.0,154799.0,-141476.0,131618.0,-383882.0,0.0,362979.0,,,,-2896721.0,-3290461.0
ING-BANK-SLASKI,2008,,5705035.0,133797.0,-6291684.0,150366.0,-152217.0,0.0,152217.0,,,,5554669.0,-738866.0
ING-BANK-SLASKI,2009,,-1362946.0,123909.0,276883.0,143875.0,0.0,0.0,0.0,,,,-1506821.0,-1086063.0
ING-BANK-SLASKI,2010,,-1290434.0,120985.0,1362224.0,152232.0,0.0,0.0,0.0,,,,-1442666.0,71790.0
ING-BANK-SLASKI,2011,,132646.0,132646.0,1346771.0,216164.0,-195191.0,0.0,195191.0,,,,-83518.0,1284226.0
ING-BANK-SLASKI,2012,,-1540900.0,148100.0,4776800.0,180200.0,-532000.0,0.0,0.0,,,,-1721100.0,2703900.0
ING-BANK-SLASKI,2013,,3063500.0,164000.0,-149500.0,77500.0,-124600.0,0.0,0.0,,,,2986000.0,2789400.0
ING-BANK-SLASKI,2014,,-925300.0,175100.0,-196300.0,210200.0,-417300.0,0.0,572400.0,,,,-1135500.0,-1538900.0
ING-BANK-SLASKI,2015,,361400.0,189200.0,-1237200.0,289000.0,-1023400.0,0.0,520500.0,,,,72400.0,-1899200.0
ING-BANK-SLASKI,2016,,-333400.0,210600.0,-2431800.0,191000.0,111200.0,0.0,559500.0,0.0,,,-524400.0,-2654000.0
ING-BANK-SLASKI,2017,,5578200.0,182400.0,-3179700.0,169000.0,-559000.0,0.0,0.0,0.0,,,5409200.0,1839500.0
ING-BANK-SLASKI,2018,,-3225900.0,193300.0,275200.0,230600.0,308900.0,0.0,416200.0,0.0,,,-3456500.0,-2641800.0
ING-BANK-SLASKI,2019,,-235400.0,276800.0,-1141100.0,194000.0,1417500.0,0.0,455400.0,0.0,,,-429400.0,41000.0
ING-BANK-SLASKI,2020,,19413700.0,294200.0,-20915000.0,165100.0,732000.0,0.0,0.0,0.0,,,19248600.0,-769300.0
ING-BANK-SLASKI,2021,,437000.0,286300.0,1253600.0,122900.0,-1541100.0,0.0,663500.0,0.0,,,314100.0,149500.0
ING-BANK-SLASKI,2022,,2955100.0,27933.0,-976200.0,268200.0,-306800.0,0.0,689500.0,0.0,,,2686900.0,1672100.0
ING-BANK-SLASKI,2023,,-2342000.0,327400.0,-824100.0,318600.0,7156400.0,0.0,0.0,9500.0,,,-2660600.0,3990300.0
ING-BANK-SLASKI,2024,,-291000.0,327000.0,5348000.0,261000.0,-3737000.0,0.0,4339000.0,6000.0,,,-552000.0,1320000.0
ING-BANK-SLASKI,O4K,,6533600.0,326500.0,2017400.0,280500.0,-3819600.0,0.0,4339000.0,12000.0,,,6253100.0,4731400.0
INPRO,2007,,-15208.0,2483.0,-9815.0,11611.0,10480.0,0.0,3330.0,,,-14543.0,-26819.0,
INPRO,2008,,10184.0,2273.0,2930.0,1363.0,-10711.0,0.0,3500.0,,,2403.0,8821.0,
INPRO,2009,,23344.0,2161.0,859.0,296.0,-24437.0,0.0,0.0,,,-234.0,23048.0,
INPRO,2010,,19333.0,2119.0,7548.0,561.0,-8460.0,0.0,4490.0,0.0,,18421.0,18772.0,
INPRO,2011,,15124.0,2594.0,-20927.0,9274.0,41817.0,63771.0,8008.0,0.0,,36014.0,5850.0,
INPRO,2012,,1323.0,2499.0,-26575.0,26807.0,-19529.0,34.0,8008.0,0.0,,-44781.0,-25484.0,
INPRO,2013,,4588.0,3163.0,-33710.0,34711.0,20065.0,0.0,0.0,0.0,,-9057.0,-30123.0,
INPRO,2014,,19830.0,5853.0,-7684.0,7798.0,19451.0,0.0,4004.0,0.0,,31597.0,12032.0,
INPRO,2015,,40586.0,6047.0,-4742.0,3277.0,-47331.0,0.0,3604.0,0.0,,-11487.0,37309.0,
INPRO,2016,,21583.0,3785.0,-8321.0,8276.0,-22981.0,0.0,12012.0,0.0,,-9719.0,13307.0,
INPRO,2017,,-8020.0,3847.0,-1351.0,3961.0,5726.0,0.0,10499.0,0.0,,-3645.0,-11981.0,
INPRO,2018,,28331.0,4463.0,-15890.0,16006.0,3049.0,0.0,10010.0,0.0,1641.0,15490.0,10684.0,
INPRO,2019,,21551.0,5204.0,-8897.0,9977.0,-22161.0,0.0,10010.0,0.0,2572.0,-9507.0,9002.0,
INPRO,2020,,69745.0,5392.0,-12924.0,13213.0,13938.0,0.0,6006.0,0.0,2737.0,70759.0,53795.0,
INPRO,2021,,5768.0,8000.0,-5180.0,7730.0,-16317.0,0.0,20020.0,0.0,2602.0,-15729.0,-4564.0,
INPRO,2022,,-3104.0,7801.0,-12029.0,11830.0,6590.0,0.0,10010.0,0.0,2478.0,-8543.0,-17412.0,
INPRO,2023,,14803.0,7735.0,-7798.0,8175.0,-14307.0,0.0,10010.0,0.0,2675.0,-7302.0,3953.0,
INPRO,2024,,31386.0,8213.0,1233.0,2340.0,-38915.0,0.0,10010.0,0.0,2624.0,-6296.0,26422.0,
INPRO,O4K,,-5150.0,8226.0,-1147.0,2415.0,-34406.0,0.0,10010.0,0.0,2790.0,-40703.0,-10355.0,
INSTAL-KRAKOW,2004,,-3377.0,1348.0,746.0,1694.0,2712.0,0.0,760.0,0.0,,81.0,-5071.0,
INSTAL-KRAKOW,2005,,8315.0,1570.0,-1249.0,4938.0,-1515.0,0.0,728.0,0.0,,5551.0,3377.0,
INSTAL-KRAKOW,2006,,-3792.0,1745.0,1855.0,7129.0,151.0,0.0,728.0,0.0,,-1786.0,-10921.0,
INSTAL-KRAKOW,2007,,-7530.0,1933.0,-2605.0,4607.0,6766.0,0.0,728.0,0.0,,-3369.0,-12137.0,
INSTAL-KRAKOW,2008,,-6374.0,2115.0,-6591.0,3911.0,10295.0,0.0,2187.0,0.0,,-2670.0,-10285.0,
INSTAL-KRAKOW,2009,,52663.0,2123.0,-29234.0,13135.0,-5337.0,0.0,2187.0,0.0,,18092.0,39528.0,
INSTAL-KRAKOW,2010,,40959.0,2479.0,-18590.0,10974.0,-20205.0,0.0,2187.0,0.0,,2164.0,29985.0,
INSTAL-KRAKOW,2011,,5674.0,2394.0,6567.0,14902.0,1669.0,0.0,0.0,0.0,,13910.0,-9228.0,
INSTAL-KRAKOW,2012,,13212.0,2387.0,-30589.0,19220.0,-3917.0,0.0,0.0,0.0,,-21294.0,-6008.0,
INSTAL-KRAKOW,2013,,48710.0,2581.0,-7684.0,14008.0,-3523.0,0.0,1457.0,0.0,,37503.0,34702.0,
INSTAL-KRAKOW,2014,,-21338.0,2960.0,-3034.0,22573.0,12103.0,0.0,1457.0,0.0,,-12269.0,-43911.0,
INSTAL-KRAKOW,2015,,17046.0,3027.0,-1011.0,5826.0,-12303.0,0.0,1032.0,0.0,,3732.0,11220.0,
INSTAL-KRAKOW,2016,,-37408.0,3192.0,-9373.0,9737.0,7079.0,0.0,2456.0,0.0,,-39702.0,-47145.0,
INSTAL-KRAKOW,2017,,90798.0,2730.0,-31972.0,13091.0,-16674.0,0.0,1821.0,0.0,,42152.0,77707.0,
INSTAL-KRAKOW,2018,,-12695.0,3735.0,-9441.0,12674.0,-377.0,0.0,2186.0,0.0,1974.0,-22513.0,-27343.0,
INSTAL-KRAKOW,2019,,37494.0,4924.0,-23183.0,18611.0,-20289.0,0.0,12596.0,0.0,2812.0,-5978.0,16071.0,
INSTAL-KRAKOW,2020,,79956.0,6323.0,-43446.0,9735.0,-23083.0,0.0,14673.0,0.0,2374.0,13427.0,67847.0,
INSTAL-KRAKOW,2021,,27714.0,6353.0,-7963.0,12351.0,-16197.0,0.0,14673.0,0.0,2448.0,3554.0,12915.0,
INSTAL-KRAKOW,2022,,-2389.0,5983.0,-7345.0,41540.0,-14521.0,0.0,14677.0,0.0,2493.0,-24255.0,-46422.0,
INSTAL-KRAKOW,2023,,76134.0,5721.0,-33905.0,6649.0,-20694.0,0.0,11114.0,0.0,2140.0,21535.0,67345.0,
INSTAL-KRAKOW,2024,,1050.0,5394.0,12512.0,37682.0,-28298.0,0.0,18344.0,0.0,1963.0,-14736.0,-38595.0,
INSTAL-KRAKOW,O4K,,-317.0,5366.0,15611.0,37673.0,-22871.0,0.0,18344.0,0.0,1966.0,-7577.0,-39956.0,
INTER-CARS,2004,,-18509.0,10864.0,-16869.0,19025.0,37269.0,0.0,2006.0,0.0,,1891.0,-37534.0,
INTER-CARS,2005,,-30608.0,13195.0,-17356.0,17955.0,51642.0,0.0,2010.0,0.0,,3678.0,-48563.0,
INTER-CARS,2006,,25376.0,13875.0,-15697.0,16381.0,-7293.0,0.0,0.0,0.0,,2386.0,8995.0,
INTER-CARS,2007,,-52348.0,14786.0,-69979.0,65439.0,130829.0,0.0,4019.0,0.0,,8502.0,-117787.0,
INTER-CARS,2008,,69871.0,27709.0,-55627.0,70889.0,-12201.0,1450.0,9450.0,0.0,,2043.0,-1018.0,
INTER-CARS,2009,,109793.0,30425.0,-19728.0,35193.0,-87623.0,12609.0,0.0,0.0,,2442.0,74600.0,
INTER-CARS,2010,,80157.0,35263.0,-21213.0,32718.0,-51520.0,0.0,0.0,0.0,,7424.0,47439.0,
INTER-CARS,2011,,54326.0,34388.0,-47788.0,45733.0,19370.0,0.0,0.0,0.0,,25908.0,8593.0,
INTER-CARS,2012,,76990.0,35919.0,-58797.0,64139.0,-41941.0,0.0,4250.0,0.0,,-23748.0,12851.0,
INTER-CARS,2013,,101649.0,38202.0,-38596.0,43124.0,-49804.0,0.0,0.0,0.0,,13249.0,58525.0,
INTER-CARS,2014,,46160.0,42562.0,-72924.0,79212.0,42396.0,0.0,10059.0,0.0,,15632.0,-33052.0,
INTER-CARS,2015,,159044.0,49776.0,-160987.0,166759.0,9130.0,0.0,10059.0,0.0,,7187.0,-7715.0,
INTER-CARS,2016,,251947.0,54178.0,-124312.0,132711.0,-79225.0,0.0,10059.0,0.0,,48410.0,119236.0,
INTER-CARS,2017,,24358.0,65520.0,-92410.0,95325.0,107541.0,0.0,10059.0,0.0,,39489.0,-70967.0,
INTER-CARS,2018,,49939.0,76763.0,-115471.0,114719.0,19342.0,0.0,10059.0,0.0,8801.0,-46190.0,-73581.0,
INTER-CARS,2019,,458537.0,130200.0,-105266.0,145054.0,-324600.0,0.0,10059.0,0.0,110000.0,28671.0,203483.0,
INTER-CARS,2020,,444399.0,131150.0,-71497.0,73326.0,-282493.0,0.0,0.0,0.0,111529.0,90409.0,259544.0,
INTER-CARS,2021,,33779.0,130011.0,-82269.0,83129.0,55349.0,0.0,20119.0,0.0,92042.0,6859.0,-141392.0,
INTER-CARS,2022,,-98362.0,154976.0,-165657.0,177118.0,380544.0,0.0,20119.0,0.0,143810.0,116525.0,-419290.0,
INTER-CARS,2023,,486668.0,182433.0,-351926.0,365393.0,-124028.0,0.0,10059.0,0.0,190594.0,10714.0,-69319.0,
INTER-CARS,2024,,336548.0,206825.0,-370906.0,465173.0,129373.0,0.0,10059.0,0.0,178182.0,95015.0,-306807.0,
INTER-CARS,O4K,,456187.0,216065.0,-401173.0,495269.0,36655.0,0.0,10059.0,0.0,181682.0,91669.0,-220764.0,
INTERBUD-LUBLIN,2007,,1754.0,480.0,1150.0,443.0,-3322.0,0.0,3682.0,,,-418.0,1311.0,
INTERBUD-LUBLIN,2008,,-13881.0,659.0,-655.0,1107.0,14344.0,0.0,1484.0,,,-192.0,-14988.0,
INTERBUD-LUBLIN,2009,,15109.0,360.0,-397.0,570.0,9675.0,0.0,794.0,,,24387.0,14539.0,
INTERBUD-LUBLIN,2010,,-26952.0,385.0,43207.0,43402.0,70324.0,28463.0,1220.0,,,86579.0,-70354.0,
INTERBUD-LUBLIN,2011,,5038.0,419.0,-8826.0,5170.0,-3609.0,0.0,1992.0,,,-7397.0,-132.0,
INTERBUD-LUBLIN,2012,,3578.0,852.0,4068.0,197.0,2097.0,0.0,0.0,0.0,,9743.0,3381.0,
INTERBUD-LUBLIN,2013,,-8912.0,938.0,-3211.0,2444.0,3006.0,0.0,0.0,0.0,,-9117.0,-11356.0,
INTERBUD-LUBLIN,2014,,13881.0,1043.0,33582.0,2347.0,-39744.0,0.0,0.0,0.0,,7719.0,11534.0,
INTERBUD-LUBLIN,2015,,8205.0,1035.0,-593.0,9329.0,-7435.0,0.0,0.0,0.0,,177.0,-1124.0,
INTERBUD-LUBLIN,2016,,711.0,763.0,251.0,273.0,-1530.0,0.0,0.0,0.0,,-568.0,438.0,
INTERBUD-LUBLIN,2017,,1096.0,1193.0,2750.0,19.0,-3272.0,0.0,0.0,0.0,,574.0,1077.0,
INTERBUD-LUBLIN,2018,,8416.0,1175.0,15733.0,57.0,-13903.0,0.0,0.0,0.0,28.0,10246.0,8331.0,
INTERBUD-LUBLIN,2019,,-6587.0,1069.0,8983.0,388.0,-8121.0,0.0,0.0,0.0,160.0,-5725.0,-7135.0,
INTERBUD-LUBLIN,2020,,-2760.0,837.0,4223.0,4122.0,634.0,0.0,0.0,0.0,153.0,2097.0,-7035.0,
INTERBUD-LUBLIN,2021,,-2913.0,229.0,14727.0,319.0,-11220.0,0.0,0.0,0.0,86.0,594.0,-3318.0,
INTERBUD-LUBLIN,2022,,-510.0,182.0,40.0,0.0,-14879.0,0.0,0.0,0.0,63.0,-15349.0,-573.0,
INTERBUD-LUBLIN,2023,,-3950.0,177.0,-735.0,60.0,-1637.0,0.0,0.0,0.0,186.0,-6322.0,-4196.0,
INTERBUD-LUBLIN,2024,,-10606.0,139.0,872.0,34.0,9165.0,4895.0,0.0,0.0,161.0,-569.0,-10801.0,
INTERBUD-LUBLIN,O4K,,-12949.0,127.0,683.0,34.0,8269.0,10.0,0.0,0.0,44.0,-3997.0,-13027.0,
INTERSPPL,2005,,2408.0,1165.0,-4326.0,4303.0,8768.0,7999.0,0.0,0.0,,6850.0,-1895.0,
INTERSPPL,2006,,-10042.0,2330.0,-9003.0,8591.0,13155.0,19524.0,0.0,0.0,,-5890.0,-18633.0,
INTERSPPL,2007,,12994.0,4091.0,-21789.0,21847.0,8014.0,0.0,0.0,0.0,,-781.0,-8853.0,
INTERSPPL,2008,,18857.0,7013.0,-44357.0,44714.0,26169.0,0.0,0.0,0.0,,669.0,-25857.0,
INTERSPPL,2009,,12237.0,6351.0,-18931.0,18938.0,6709.0,0.0,0.0,0.0,,15.0,-6701.0,
INTERSPPL,2010,,18187.0,7058.0,-3597.0,3589.0,-14646.0,0.0,0.0,0.0,,-56.0,14598.0,
INTERSPPL,2011,,4116.0,6807.0,-7844.0,8155.0,5273.0,0.0,0.0,0.0,,1545.0,-4039.0,
INTERSPPL,2012,,9745.0,6512.0,-940.0,1448.0,-10209.0,0.0,0.0,0.0,,-1404.0,8297.0,
INTERSPPL,2013,,4872.0,6525.0,-736.0,1609.0,-4002.0,0.0,0.0,0.0,,134.0,3263.0,
INTERSPPL,2014,,6621.0,6676.0,-3849.0,4201.0,-3115.0,0.0,0.0,0.0,,-343.0,2420.0,
INTERSPPL,2015,,6302.0,6829.0,-2424.0,3293.0,-3859.0,0.0,0.0,0.0,,19.0,3009.0,
INTERSPPL,2016,,14711.0,6621.0,-3333.0,3601.0,-11387.0,0.0,0.0,0.0,,-9.0,11110.0,
INTERSPPL,2017,,-9171.0,6343.0,-2665.0,2715.0,12632.0,17000.0,0.0,0.0,,796.0,-11886.0,
INTERSPPL,2018,,-10871.0,7689.0,-1301.0,1339.0,11327.0,15000.0,0.0,0.0,64.0,-845.0,-12274.0,
INTERSPPL,2019,,-10690.0,5943.0,-2727.0,4380.0,12382.0,0.0,0.0,0.0,61.0,-1035.0,-15131.0,
INTERSPPL,2020,,-23757.0,6492.0,-3964.0,4042.0,33806.0,0.0,0.0,0.0,112.0,6085.0,-27911.0,
INTERSPPL,2021,,11280.0,6325.0,-5969.0,6210.0,-8560.0,0.0,0.0,0.0,67.0,-3249.0,5003.0,
INTERSPPL,2022,,4737.0,6606.0,-8561.0,8942.0,1540.0,0.0,0.0,0.0,0.0,-2284.0,-4205.0,
INTERSPPL,2023,,8866.0,36332.0,-1294.0,1294.0,-7227.0,30821.0,0.0,0.0,25931.0,345.0,-18359.0,
INTERSPPL,O4K,,40999.0,53680.0,-2806.0,2760.0,-38403.0,17171.0,0.0,0.0,18977.0,-210.0,19262.0,
INTROL,2006,,10654.0,3188.0,-425.0,3081.0,-5285.0,0.0,3398.0,,,4944.0,7573.0,
INTROL,2007,,8020.0,4610.0,-11079.0,10822.0,44475.0,46329.0,4902.0,0.0,,41416.0,-2802.0,
INTROL,2008,,5938.0,5045.0,-6882.0,11195.0,-6196.0,0.0,0.0,0.0,,-7140.0,-5257.0,
INTROL,2009,,18596.0,4528.0,-16142.0,18252.0,-9576.0,0.0,13852.0,0.0,,-7122.0,344.0,
INTROL,2010,,4466.0,4376.0,-11778.0,11934.0,-12000.0,0.0,7992.0,0.0,,-19312.0,-7468.0,
INTROL,2011,,2260.0,5411.0,-2664.0,3985.0,788.0,250.0,9057.0,0.0,,384.0,-1725.0,
INTROL,2012,,17186.0,5709.0,-3938.0,4869.0,-15346.0,0.0,8258.0,0.0,,-2098.0,12317.0,
INTROL,2013,,18059.0,6213.0,-3300.0,3768.0,-14226.0,0.0,9856.0,0.0,,533.0,14291.0,
INTROL,2014,,9585.0,6553.0,-4232.0,4786.0,-8814.0,0.0,10160.0,0.0,,-3461.0,4799.0,
INTROL,2015,,20977.0,7192.0,-4214.0,8392.0,-11724.0,0.0,11987.0,0.0,,5039.0,12585.0,
INTROL,2016,,32438.0,7363.0,-16514.0,15683.0,-7037.0,0.0,11987.0,0.0,,8887.0,16755.0,
INTROL,2017,,25450.0,8979.0,-12082.0,14146.0,-13747.0,0.0,18647.0,0.0,,-379.0,11304.0,
INTROL,2018,,43170.0,9992.0,-24593.0,23862.0,-13937.0,0.0,0.0,2042.0,5001.0,4640.0,14307.0,
INTROL,2019,,23844.0,13510.0,-9170.0,11373.0,-7771.0,0.0,2091.0,3.0,8278.0,6903.0,4193.0,
INTROL,2020,,45518.0,13857.0,-4435.0,4934.0,-30493.0,0.0,9768.0,1042.0,5421.0,10590.0,35163.0,
INTROL,2021,,15977.0,13677.0,-9608.0,12187.0,-19318.0,0.0,11824.0,0.0,6990.0,-12949.0,-3200.0,
INTROL,2022,,24771.0,15364.0,-9131.0,17079.0,-7460.0,0.0,12595.0,0.0,8027.0,8180.0,-335.0,
INTROL,2023,,66002.0,17733.0,-7360.0,4898.0,-27505.0,0.0,13880.0,0.0,10346.0,31137.0,50758.0,
INTROL,2024,,25314.0,19048.0,-20564.0,22358.0,-30594.0,0.0,12338.0,0.0,10440.0,-25844.0,-7484.0,
INTROL,O4K,,58484.0,18698.0,-22473.0,24265.0,-36884.0,0.0,12338.0,0.0,9733.0,-873.0,24486.0,
IPOPEMA,2008,,19591.0,1394.0,-6125.0,2425.0,-7574.0,3300.0,10000.0,,,5892.0,17166.0,
IPOPEMA,2009,,12918.0,1021.0,-6164.0,1081.0,-3602.0,218.0,9836.0,0.0,,3152.0,11837.0,
IPOPEMA,2010,,64478.0,999.0,-10525.0,1368.0,-7487.0,194.0,0.0,0.0,,46466.0,63110.0,
