Nazwa,Ticker,Kwartały,Kurs,Wartość księgowa na akcję,Cena/WK,Zysk na akcję,Cena/Zysk,Przychody ze sprzedaży na akcję,Cena/Przychód,Zysk operacyjny,Cena/Zysk operacyjny na akcję,Wartość księgowa Grahama na akcję,Cena/Wartość księgowa Grahama,Wartość przedsiębiorstwa na akcję,Wartość przedsiębiorstwa/Przychody,Wartość przedsiębiorstwa/EBITDA,Wartość przedsiębiorstwa/EBIT
BUDIMEX,BDX,2009/Q3,"80,90","24,01","3,37","5,89","13,74","127,84","0,63","6,44","12,55","5,20","15,56","52,43","0,41","7,10","8,14"
BUDIMEX,BDX,2009/Q4,"73,00","22,96","3,18","6,80","10,73","128,86","0,57","7,85","9,29","2,68","27,29","40,21","0,31","4,63","5,12"
BUDIMEX,BDX,2010/Q1,"100,00","25,03","4,00","7,32","13,66","124,78","0,80","9,00","11,11","5,40","18,51","81,90","0,66","8,34","9,10"
BUDIMEX,BDX,2010/Q2,"87,50","21,14","4,14","8,80","9,94","136,96","0,64","10,81","8,09","0,58","151,91","66,99","0,49","5,77","6,19"
BUDIMEX,BDX,2010/Q3,"94,30","24,29","3,88","9,84","9,58","157,02","0,60","12,40","7,60","2,72","34,63","61,57","0,39","4,66","4,97"
BUDIMEX,BDX,2010/Q4,"99,50","26,65","3,73","10,47","9,50","173,53","0,57","12,98","7,67","1,86","53,42","27,75","0,16","2,01","2,14"
BUDIMEX,BDX,2011/Q1,"102,50","28,47","3,60","10,21","10,04","182,17","0,56","12,60","8,14","4,87","21,06","61,20","0,34","4,54","4,86"
BUDIMEX,BDX,2011/Q2,"91,50","22,26","4,11","10,21","8,96","194,11","0,47","12,30","7,44","-0,97",,"64,71","0,33","4,88","5,26"
BUDIMEX,BDX,2011/Q3,"73,00","25,20","2,90","9,95","7,34","199,46","0,37","12,10","6,03","2,67","27,29","36,09","0,18","2,74","2,98"
BUDIMEX,BDX,2011/Q4,"76,50","27,85","2,75","10,22","7,49","216,09","0,35","12,51","6,11","-6,22",,"11,87","0,06","0,87","0,95"
BUDIMEX,BDX,2012/Q1,"85,80","29,29","2,93","9,84","8,72","227,27","0,38","11,70","7,33","-4,12",,"55,09","0,24","4,19","4,71"
BUDIMEX,BDX,2012/Q2,"54,70","10,49","5,22","6,39","8,56","240,95","0,23","8,86","6,18","-16,28",,"41,55","0,17","3,91","4,69"
BUDIMEX,BDX,2012/Q3,"59,00","12,66","4,66","5,63","10,49","245,77","0,24","7,08","8,33","-12,56",,"27,24","0,11","3,02","3,85"
BUDIMEX,BDX,2012/Q4,"70,00","16,97","4,13","7,28","9,61","238,06","0,29","7,14","9,80","-4,96",,"22,05","0,09","2,42","3,09"
BUDIMEX,BDX,2013/Q1,"75,70","18,34","4,13","7,20","10,51","229,04","0,33","7,36","10,29","-3,26",,"46,02","0,20","5,05","6,26"
BUDIMEX,BDX,2013/Q2,"94,00","15,24","6,17","9,08","10,36","206,88","0,45","8,58","10,96","-6,43",,"67,54","0,33","6,73","7,88"
BUDIMEX,BDX,2013/Q3,"106,00","16,92","6,27","8,63","12,28","193,98","0,55","8,92","11,88","-5,08",,"68,35","0,35","6,70","7,66"
BUDIMEX,BDX,2013/Q4,"132,00","24,53","5,38","11,77","11,22","186,03","0,71","13,06","10,11","0,90","146,87","69,14","0,37","4,87","5,30"
BUDIMEX,BDX,2014/Q1,"137,50","26,21","5,25","12,07","11,39","185,29","0,74","13,44","10,23","2,51","54,70","85,16","0,46","5,86","6,33"
BUDIMEX,BDX,2014/Q2,"120,00","16,09","7,46","12,52","9,59","188,60","0,64","13,89","8,64","-7,51",,"82,75","0,44","5,55","5,96"
BUDIMEX,BDX,2014/Q3,"137,85","18,01","7,66","12,70","10,85","196,12","0,70","14,33","9,62","-6,79",,"90,14","0,46","5,90","6,29"
BUDIMEX,BDX,2014/Q4,"141,50","20,34","6,96","7,52","18,82","193,89","0,73","9,69","14,61","-6,07",,"72,41","0,37","6,84","7,47"
BUDIMEX,BDX,2015/Q1,"162,90","21,80","7,47","7,31","22,29","194,37","0,84","9,46","17,22","-4,68",,"92,27","0,47","8,92","9,76"
BUDIMEX,BDX,2015/Q2,"163,00","18,42","8,85","8,29","19,66","198,40","0,82","10,42","15,64","-9,43",,"103,46","0,52","9,15","9,93"
BUDIMEX,BDX,2015/Q3,"199,90","20,56","9,72","8,55","23,38","195,07","1,02","10,57","18,91","-8,74",,"125,84","0,65","10,99","11,90"
BUDIMEX,BDX,2015/Q4,"194,00","23,47","8,27","9,24","21,00","201,10","0,96","11,45","16,95","-8,54",,"102,00","0,51","8,28","8,91"
BUDIMEX,BDX,2016/Q1,"194,00","25,48","7,61","9,79","19,81","206,63","0,94","12,08","16,06","-6,80",,"112,79","0,55","8,69","9,34"
BUDIMEX,BDX,2016/Q2,"171,80","21,05","8,16","10,78","15,93","207,42","0,83","13,38","12,84","-11,94",,"99,12","0,48","6,93","7,41"
BUDIMEX,BDX,2016/Q3,"209,55","25,15","8,33","12,76","16,42","215,82","0,97","15,76","13,30","-8,68",,"123,58","0,57","7,39","7,84"
BUDIMEX,BDX,2016/Q4,"197,95","31,39","6,31","16,05","12,33","218,26","0,91","19,78","10,01","-2,00",,"94,91","0,43","4,56","4,80"
BUDIMEX,BDX,2017/Q1,"244,85","34,73","7,05","17,37","14,10","220,81","1,11","21,64","11,31","0,42","581,87","169,35","0,77","7,44","7,82"
BUDIMEX,BDX,2017/Q2,"238,00","24,04","9,90","17,96","13,25","229,70","1,04","22,56","10,55","-11,10",,"193,41","0,84","8,14","8,57"
BUDIMEX,BDX,2017/Q3,"219,00","29,63","7,39","19,42","11,28","235,28","0,93","24,38","8,98","-6,58",,"168,72","0,72","6,56","6,92"
BUDIMEX,BDX,2017/Q4,"212,00","34,53","6,14","18,19","11,65","249,48","0,85","23,04","9,20","-1,77",,"133,58","0,54","5,45","5,80"
BUDIMEX,BDX,2018/Q1,"201,00","37,04","5,43","17,34","11,59","260,69","0,77","22,01","9,13","0,54","370,46","148,27","0,57","6,28","6,74"
BUDIMEX,BDX,2018/Q2,"123,40","21,99","5,61","15,58","7,92","272,24","0,45","19,95","6,19","-14,74",,"93,15","0,34","4,30","4,67"
BUDIMEX,BDX,2018/Q3,"103,60","26,01","3,98","14,03","7,39","282,24","0,37","18,56","5,58","-12,39",,"78,42","0,28","3,84","4,23"
BUDIMEX,BDX,2018/Q4,"113,60","29,12","3,90","11,96","9,50","289,35","0,39","16,33","6,95","-9,33",,"67,84","0,23","3,69","4,15"
BUDIMEX,BDX,2019/Q1,"148,00","30,24","4,89","10,60","13,96","290,97","0,51","15,00","9,86","-10,11",,"127,97","0,44","7,39","8,53"
BUDIMEX,BDX,2019/Q2,"136,00","25,65","5,30","9,77","13,92","287,23","0,47","14,03","9,69","-12,02",,"130,84","0,46","7,85","9,32"
BUDIMEX,BDX,2019/Q3,"125,40","28,21","4,44","8,30","15,11","289,07","0,43","12,88","9,74","-24,26",,"111,23","0,38","6,84","8,64"
BUDIMEX,BDX,2019/Q4,"172,00","31,65","5,43","8,85","19,43","296,50","0,58","12,47","13,79","-23,42",,"131,09","0,44","7,89","10,51"
BUDIMEX,BDX,2020/Q1,"157,80","32,58","4,84","8,60","18,35","300,21","0,53","11,82","13,35","-23,92",,"100,82","0,34","6,11","8,53"
BUDIMEX,BDX,2020/Q2,"214,00","31,44","6,81","10,36","20,66","315,54","0,68","14,24","15,03","-25,46",,"151,75","0,48","7,82","10,65"
BUDIMEX,BDX,2020/Q3,"245,00","37,17","6,59","13,55","18,08","327,32","0,75","18,18","13,48","-21,20",,"168,48","0,51","7,19","9,27"
BUDIMEX,BDX,2020/Q4,"307,50","45,02","6,83","18,00","17,09","328,33","0,94","25,01","12,29","-13,67",,"232,67","0,71","7,65","9,30"
BUDIMEX,BDX,2021/Q1,"306,00","47,63","6,43","19,78","15,47","319,31","0,96","26,17","11,69","-10,62",,"227,10","0,71","7,16","8,68"
BUDIMEX,BDX,2021/Q2,"280,00","56,45","4,96","41,92","6,68","309,00","0,91","29,70","9,43","-2,75",,"175,40","0,57","4,95","5,90"
BUDIMEX,BDX,2021/Q3,"300,50","45,50","6,60","40,14","7,49","303,44","0,99","26,86","11,19","-16,02",,"193,99","0,64","5,94","7,22"
BUDIMEX,BDX,2021/Q4,"227,00","51,67","4,39","38,06","5,96","309,88","0,73","23,00","9,87","-12,20",,"132,11","0,43","4,60","5,75"
BUDIMEX,BDX,2022/Q1,"223,50","53,90","4,15","37,62","5,94","323,75","0,69","22,79","9,81","-12,76",,"114,77","0,35","4,02","5,04"
BUDIMEX,BDX,2022/Q2,"230,00","36,11","6,37","17,69","13,00","339,53","0,68","21,36","10,77","-30,12",,"157,77","0,46","5,81","7,39"
BUDIMEX,BDX,2022/Q3,"230,00","42,29","5,44","19,89","11,56","342,57","0,67","23,01","10,00","-23,80",,"148,38","0,43","5,16","6,45"
BUDIMEX,BDX,2022/Q4,"284,00","49,29","5,76","20,93","13,57","337,60","0,84","22,03","12,89","-20,32",,"167,27","0,50","5,97","7,59"
BUDIMEX,BDX,2023/Q1,"315,50","53,45","5,90","22,89","13,78","350,94","0,90","23,79","13,26","-16,27",,"192,05","0,55","6,43","8,07"
BUDIMEX,BDX,2023/Q2,"359,00","41,94","8,56","23,81","15,08","350,13","1,03","23,52","15,27","-27,05",,"257,59","0,74","8,69","10,95"
BUDIMEX,BDX,2023/Q3,"434,50","48,92","8,88","24,53","17,71","362,10","1,20","24,58","17,68","-22,64",,"328,91","0,91","10,70","13,38"
BUDIMEX,BDX,2023/Q4,"626,00","59,96","10,44","28,91","21,65","383,92","1,63","30,60","20,46","-16,90",,"483,76","1,26","13,16","15,81"
BUDIMEX,BDX,2024/Q1,"700,00","64,60","10,84","29,42","23,79","372,38","1,88","31,09","22,51","-12,88",,"553,70","1,49","14,87","17,81"
BUDIMEX,BDX,2024/Q2,"697,00","35,08","19,87","29,00","24,04","373,04","1,87","31,51","22,12","-40,30",,"602,58","1,62","15,99","19,13"
BUDIMEX,BDX,2024/Q3,"597,50","41,72","14,32","28,78","20,76","364,98","1,64","31,64","18,89","-34,36",,"512,28","1,40","13,54","16,19"
BUDIMEX,BDX,2024/Q4,"466,60","48,27","9,67","24,13","19,34","357,14","1,31","29,14","16,01","-32,60",,"351,68","0,98","9,94","12,07"
BUDIMEX,BDX,2025/Q1,"565,50","52,70","10,73","23,94","23,63","357,03","1,58","28,97","19,52","-30,07",,"460,48","1,29","13,04","15,89"
BENEFIT,BFT,2007/Q4,"0,00","0,47",,"0,25",,"2,93",,"0,32",,"0,39",,,,,
BENEFIT,BFT,2008/Q4,"0,00","2,47",,"1,71",,"11,96",,"2,10",,"2,36",,,,,
BENEFIT,BFT,2009/Q4,"0,00","3,90",,"2,34",,"42,85",,"2,85",,"2,56",,,,,
BENEFIT,BFT,2010/Q4,"0,00","10,03",,"7,49",,"74,86",,"9,45",,"6,35",,,,,
BENEFIT,BFT,2011/Q1,"0,00","11,77",,"7,85",,"83,81",,"10,76",,"6,35",,,,,
BENEFIT,BFT,2011/Q2,"159,00","22,41","7,09","9,29","17,12","86,89","1,83","11,30","14,07","16,62","9,57","140,84","1,62","12,13","12,47"
BENEFIT,BFT,2011/Q3,"141,00","26,92","5,24","10,32","13,67","94,32","1,49","11,69","12,06","17,92","7,87","124,27","1,32","10,15","10,63"
BENEFIT,BFT,2011/Q4,"137,60","33,30","4,13","15,51","8,87","101,86","1,35","12,59","10,93","14,85","9,27","123,68","1,21","9,26","9,82"
BENEFIT,BFT,2012/Q1,"159,80","34,44","4,64","14,91","10,71","109,85","1,45","11,79","13,56","13,68","11,68","146,37","1,33","11,44","12,42"
BENEFIT,BFT,2012/Q2,"150,50","32,77","4,59","16,01","9,40","117,84","1,28","12,84","11,72","5,97","25,20","139,13","1,18","9,83","10,84"
BENEFIT,BFT,2012/Q3,"168,50","38,41","4,39","16,57","10,17","125,18","1,35","14,78","11,40","8,65","19,48","161,67","1,29","10,00","10,94"
BENEFIT,BFT,2012/Q4,"230,00","40,86","5,63","12,22","18,82","133,07","1,73","15,01","15,32","5,00","46,04","227,86","1,71","13,73","15,18"
BENEFIT,BFT,2013/Q1,"252,90","43,58","5,80","12,46","20,30","139,60","1,81","15,18","16,66","-1,15",,"249,82","1,79","14,80","16,46"
BENEFIT,BFT,2013/Q2,"264,00","38,18","6,92","10,95","24,12","146,70","1,80","13,85","19,07","-7,41",,"262,92","1,79","16,84","18,99"
BENEFIT,BFT,2013/Q3,"269,10","44,71","6,02","10,78","24,97","147,54","1,82","13,80","19,50","-5,77",,"275,59","1,87","17,63","19,97"
BENEFIT,BFT,2013/Q4,"315,00","48,86","6,45","10,42","30,22","152,27","2,07","13,13","23,98","-2,73",,"321,71","2,11","21,44","24,49"
BENEFIT,BFT,2014/Q1,"277,40","50,30","5,52","10,34","26,83","159,66","1,74","13,01","21,32","-7,76",,"285,26","1,79","18,97","21,93"
BENEFIT,BFT,2014/Q2,"280,00","46,52","6,02","11,53","24,29","165,94","1,69","14,65","19,12","-20,55",,"292,83","1,76","17,48","19,99"
BENEFIT,BFT,2014/Q3,"291,95","55,71","5,24","13,33","21,91","170,59","1,71","16,74","17,44","-17,18",,"308,14","1,81","16,80","18,41"
BENEFIT,BFT,2014/Q4,"310,00","59,89","5,18","15,09","20,54","177,05","1,75","19,49","15,91","-11,19",,"325,11","1,84","15,53","16,68"
BENEFIT,BFT,2015/Q1,"359,00","63,54","5,65","17,07","21,03","184,66","1,94","20,15","17,81","-21,03",,"379,33","2,05","16,85","18,82"
BENEFIT,BFT,2015/Q2,"422,00","59,01","7,15","17,59","23,99","197,69","2,13","20,77","20,32","-35,84",,"438,79","2,22","18,55","21,13"
BENEFIT,BFT,2015/Q3,"411,00","66,75","6,16","17,95","22,89","210,17","1,96","21,19","19,40","-31,99",,"437,65","2,08","16,91","20,65"
BENEFIT,BFT,2015/Q4,"440,00","72,63","6,06","19,22","22,90","227,59","1,93","21,49","20,48","-36,54",,"466,90","2,05","16,93","21,73"
BENEFIT,BFT,2016/Q1,"447,00","76,74","5,82","19,55","22,86","244,83","1,83","23,71","18,86","-39,72",,"473,35","1,93","15,21","19,97"
BENEFIT,BFT,2016/Q2,"544,90","84,65","6,44","22,64","24,07","259,14","2,10","27,60","19,74","-37,80",,"573,78","2,21","16,14","20,79"
BENEFIT,BFT,2016/Q3,"690,00","74,55","9,26","25,93","26,61","272,09","2,54","31,90","21,63","-49,26",,"730,21","2,68","17,92","22,89"
BENEFIT,BFT,2016/Q4,"690,00","87,02","7,93","32,02","21,55","287,04","2,40","36,89","18,71","-50,86",,"727,44","2,53","15,83","19,72"
BENEFIT,BFT,2017/Q1,"940,00","93,22","10,08","34,19","27,50","305,76","3,07","40,01","23,49","-53,34",,"980,65","3,21","19,94","24,51"
BENEFIT,BFT,2017/Q2,"1 110,00","77,88","14,25","35,97","30,86","326,22","3,40","42,16","26,33","-89,80",,"1 152,69","3,53","21,73","27,34"
BENEFIT,BFT,2017/Q3,"932,50","76,50","12,19","36,66","25,44","336,74","2,77","43,41","21,48","-93,37",,"1 004,50","2,98","18,45","23,14"
BENEFIT,BFT,2017/Q4,"1 170,00","75,53","15,49","32,94","35,52","360,69","3,24","45,39","25,78","-114,42",,"1 231,48","3,41","21,18","27,13"
BENEFIT,BFT,2018/Q1,"1 000,00","89,03","11,23","35,74","27,98","384,69","2,60","49,21","20,32","-112,23",,"1 078,25","2,80","17,13","21,91"
BENEFIT,BFT,2018/Q2,"1 050,00","194,09","5,41","33,88","30,99","383,11","2,74","48,52","21,64","-20,54",,"1 039,38","2,71","16,81","21,42"
BENEFIT,BFT,2018/Q3,"980,00","187,23","5,23","32,10","30,53","404,48","2,42","47,09","20,81","-31,03",,"984,79","2,43","16,08","20,91"
BENEFIT,BFT,2018/Q4,"844,00","197,54","4,27","40,10","21,05","426,60","1,98","53,71","15,71","-78,60",,"884,23","2,07","12,77","16,46"
BENEFIT,BFT,2019/Q1,"948,00","203,28","4,66","38,19","24,82","452,13","2,10","54,89","17,27","-332,03",,"1 003,33","2,22","12,29","18,28"
BENEFIT,BFT,2019/Q2,"634,00","217,38","2,92","43,66","14,52","478,15","1,33","55,53","11,42","-388,09",,"997,77","2,09","10,37","17,97"
BENEFIT,BFT,2019/Q3,"700,00","201,95","3,47","43,34","16,15","505,68","1,38","61,67","11,35","-406,44",,"1 069,12","2,11","9,23","17,34"
BENEFIT,BFT,2019/Q4,"882,00","216,37","4,08","36,85","23,94","534,27","1,65","54,38","16,22","-414,33",,"1 253,39","2,35","10,01","23,05"
BENEFIT,BFT,2020/Q1,"710,00","217,06","3,27","31,88","22,27","544,20","1,30","58,24","12,19","-410,81",,"1 077,96","1,98","8,11","18,51"
BENEFIT,BFT,2020/Q2,"831,00","200,83","4,14","3,64","228,19","468,45","1,77","33,14","25,08","-400,02",,"1 184,96","2,53","10,86","35,76"
BENEFIT,BFT,2020/Q3,"730,00","207,33","3,52","0,59","1 228,47","445,12","1,64","25,28","28,88","-379,93",,"1 054,95","2,37","10,35","41,74"
BENEFIT,BFT,2020/Q4,"834,00","181,23","4,60","-34,56",,"357,16","2,34","-1,17",,"-379,29",,"1 168,94","3,27","16,28","-998,89"
BENEFIT,BFT,2021/Q1,"790,00","163,79","4,82","-52,17",,"257,81","3,06","-33,06",,"-387,42",,"1 133,14","4,40","28,87","-34,27"
BENEFIT,BFT,2021/Q2,"900,00","168,07","5,36","-34,52",,"264,43","3,40","-20,92",,"-377,16",,"1 217,45","4,60","24,11","-58,19"
BENEFIT,BFT,2021/Q3,"700,00","196,39","3,56","-44,24",,"258,81","2,70","-30,32",,"-349,84",,"977,56","3,78","23,84","-32,25"
BENEFIT,BFT,2021/Q4,"636,00","205,81","3,09","-8,57",,"325,52","1,95","-1,37",,"-383,93",,"944,76","2,90","13,51","-691,14"
BENEFIT,BFT,2022/Q1,"605,00","206,16","2,93","10,87","55,68","428,92","1,41","22,05","27,44","-373,56",,"913,34","2,13","9,65","41,42"
BENEFIT,BFT,2022/Q2,"500,00","217,07","2,30","18,14","27,56","524,04","0,95","38,77","12,90","-366,95",,"811,53","1,55","7,15","20,93"
BENEFIT,BFT,2022/Q3,"570,00","226,12","2,52","33,27","17,13","588,19","0,97","60,21","9,47","-365,90",,"884,61","1,50","6,44","14,69"
BENEFIT,BFT,2022/Q4,"744,00","247,83","3,00","47,08","15,80","650,79","1,14","72,52","10,26","-355,30",,"1 023,86","1,57","6,75","14,12"
BENEFIT,BFT,2023/Q1,"1 155,00","265,87","4,34","62,18","18,58","726,97","1,59","88,34","13,07","-384,18",,"1 440,80","1,98","8,47","16,31"
BENEFIT,BFT,2023/Q2,"1 530,00","261,74","5,85","95,53","16,02","808,06","1,89","120,00","12,75","-387,70",,"1 799,02","2,23","8,68","14,99"
BENEFIT,BFT,2023/Q3,"1 765,00","301,15","5,86","123,13","14,33","879,12","2,01","154,78","11,40","-356,90",,"2 011,18","2,29","8,15","12,99"
BENEFIT,BFT,2023/Q4,"1 950,00","339,78","5,74","149,87","13,01","945,66","2,06","184,11","10,59","-375,08",,"2 184,87","2,31","7,74","11,87"
BENEFIT,BFT,2024/Q1,"2 830,00","374,63","7,55","162,05","17,46","997,18","2,84","201,94","14,01","-359,35",,"3 052,52","3,06","10,00","15,12"
BENEFIT,BFT,2024/Q2,"2 900,00","294,07","9,86","155,11","18,70","1 046,97","2,77","206,64","14,03","-482,94",,"3 124,81","2,98","9,94","15,12"
BENEFIT,BFT,2024/Q3,"2 635,00","343,98","7,66","161,41","16,32","1 094,99","2,41","210,98","12,49","-493,62",,"2 953,85","2,70","9,10","14,00"
BENEFIT,BFT,2024/Q4,"2 895,00","385,46","7,51","150,09","19,29","1 134,03","2,55","209,72","13,80","-533,09",,"3 300,84","2,91","10,08","15,74"
BENEFIT,BFT,2025/Q1,"2 885,00","417,82","6,90","138,27","20,87","1 184,40","2,44","202,20","14,27","-555,20",,"3 291,33","2,78","10,10","16,28"
HANDLOWY,BHW,2004/Q4,"64,10","47,75","1,34","3,79","16,92","18,01","3,56","4,67","13,71",,,,,,
HANDLOWY,BHW,2005/Q4,"66,49","40,17","1,66","4,73","14,06","18,31","3,63","6,14","10,83",,,,,,
HANDLOWY,BHW,2006/Q1,"72,50","41,84","1,73","5,48","13,24","18,00","4,03","7,29","9,95",,,,,,
HANDLOWY,BHW,2006/Q2,"71,60","38,25","1,87","4,93","14,54","17,87","4,01","6,43","11,14",,,,,,
HANDLOWY,BHW,2006/Q3,"67,00","39,79","1,68","4,67","14,35","18,12","3,70","6,01","11,14",,,,,,
HANDLOWY,BHW,2006/Q4,"86,80","41,47","2,09","5,03","17,26","18,48","4,70","6,31","13,76",,,,,,
HANDLOWY,BHW,2007/Q1,"96,70","43,10","2,24","4,73","20,43","19,48","4,96","5,93","16,29",,,,,,
HANDLOWY,BHW,2007/Q2,"125,00","39,93","3,13","5,76","21,69","20,34","6,15","7,20","17,36",,,,,,
HANDLOWY,BHW,2007/Q3,"113,40","41,58","2,73","6,02","18,83","21,33","5,32","7,56","15,00",,,,,,
HANDLOWY,BHW,2007/Q4,"99,90","42,88","2,33","6,31","15,84","21,80","4,58","7,98","12,52",,,,,,
HANDLOWY,BHW,2008/Q1,"88,70","44,43","2,00","6,18","14,36","22,18","4,00","7,80","11,36",,,,,,
HANDLOWY,BHW,2008/Q2,"80,00","40,04","2,00","5,62","14,23","22,37","3,58","7,07","11,31",,,,,,
HANDLOWY,BHW,2008/Q3,"63,50","42,59","1,49","5,91","10,75","22,42","2,83","7,41","8,57",,,,,,
HANDLOWY,BHW,2008/Q4,"48,00","43,06","1,11","4,60","10,45","23,26","2,06","5,79","8,29",,,,,,
HANDLOWY,BHW,2009/Q1,"37,30","43,19","0,86","3,57","10,45","22,99","1,62","4,58","8,14",,,,,,
HANDLOWY,BHW,2009/Q2,"50,00","44,06","1,13","2,82","17,76","22,59","2,21","3,67","13,63",,,,,,
HANDLOWY,BHW,2009/Q3,"63,40","46,87","1,35","3,35","18,94","22,13","2,87","4,29","14,77",,,,,,
HANDLOWY,BHW,2009/Q4,"70,00","47,45","1,48","3,86","18,13","21,12","3,32","5,01","13,97",,,,,,
HANDLOWY,BHW,2010/Q1,"80,00","49,60","1,61","4,66","17,16","20,88","3,83","6,00","13,34",,,,,,
HANDLOWY,BHW,2010/Q2,"74,00","46,93","1,58","5,63","13,13","20,82","3,55","7,19","10,30",,,,,,
HANDLOWY,BHW,2010/Q3,"87,65","48,60","1,80","5,06","17,31","20,77","4,22","6,44","13,61",,,,,,
HANDLOWY,BHW,2010/Q4,"93,50","49,69","1,88","5,78","16,19","20,81","4,49","7,21","12,97",,,,,,
HANDLOWY,BHW,2011/Q1,"101,00","50,88","1,99","6,01","16,81","20,64","4,89","7,40","13,64",,,,,,
HANDLOWY,BHW,2011/Q2,"87,00","46,65","1,86","5,65","15,40","20,53","4,24","6,96","12,50",,,,,,
HANDLOWY,BHW,2011/Q3,"69,50","47,65","1,46","5,44","12,79","20,43","3,40","6,78","10,25",,,,,,
HANDLOWY,BHW,2011/Q4,"67,90","49,32","1,38","5,64","12,05","20,51","3,31","7,04","9,65",,,,,,
HANDLOWY,BHW,2012/Q1,"76,60","52,05","1,47","6,11","12,53","21,04","3,64","7,70","9,94",,,,,,
HANDLOWY,BHW,2012/Q2,"80,80","51,09","1,58","6,72","12,02","21,20","3,81","8,42","9,60",,,,,,
HANDLOWY,BHW,2012/Q3,"88,00","53,38","1,65","7,25","12,15","21,47","4,10","9,05","9,72",,,,,,
HANDLOWY,BHW,2012/Q4,"98,30","56,57","1,74","7,42","13,24","21,30","4,61","9,48","10,37",,,,,,
HANDLOWY,BHW,2013/Q1,"91,00","57,87","1,57","8,28","10,99","20,68","4,40","10,48","8,68",,,,,,
HANDLOWY,BHW,2013/Q2,"93,00","53,62","1,73","8,81","10,55","20,05","4,64","11,18","8,32",,,,,,
HANDLOWY,BHW,2013/Q3,"111,00","54,57","2,03","8,16","13,61","19,12","5,80","10,34","10,74",,,,,,
HANDLOWY,BHW,2013/Q4,"105,00","55,93","1,88","7,44","14,10","18,44","5,69","9,33","11,25",,,,,,
HANDLOWY,BHW,2014/Q1,"113,50","57,61","1,97","6,62","17,15","17,90","6,34","8,33","13,62",,,,,,
HANDLOWY,BHW,2014/Q2,"119,75","53,06","2,26","6,36","18,83","17,70","6,76","7,88","15,19",,,,,,
HANDLOWY,BHW,2014/Q3,"125,00","55,22","2,26","6,84","18,27","17,52","7,13","8,47","14,75",,,,,,
HANDLOWY,BHW,2014/Q4,"106,95","56,72","1,89","7,25","14,75","16,95","6,31","8,94","11,97",,,,,,
HANDLOWY,BHW,2015/Q1,"108,35","58,20","1,86","7,02","15,44","16,33","6,64","8,68","12,49",,,,,,
HANDLOWY,BHW,2015/Q2,"99,96","50,39","1,98","6,13","16,31","15,44","6,47","7,65","13,07",,,,,,
HANDLOWY,BHW,2015/Q3,"80,80","51,33","1,57","5,46","14,80","14,82","5,45","6,89","11,73",,,,,,
HANDLOWY,BHW,2015/Q4,"71,90","52,43","1,37","4,79","15,00","14,86","4,84","6,05","11,88",,,,,,
HANDLOWY,BHW,2016/Q1,"90,50","53,96","1,68","3,93","23,02","14,75","6,14","4,93","18,35",,,,,,
HANDLOWY,BHW,2016/Q2,"71,70","50,20","1,43","4,48","16,00","14,83","4,83","5,67","12,65",,,,,,
HANDLOWY,BHW,2016/Q3,"76,01","51,35","1,48","4,51","16,85","14,75","5,15","5,70","13,34",,,,,,
HANDLOWY,BHW,2016/Q4,"76,39","51,97","1,47","4,60","16,59","14,53","5,26","5,85","13,06",,,,,,
HANDLOWY,BHW,2017/Q1,"76,70","52,54","1,46","4,13","18,56","14,52","5,28","5,44","14,10",,,,,,
HANDLOWY,BHW,2017/Q2,"68,78","49,62","1,39","3,64","18,88","14,75","4,66","5,14","13,38",,,,,,
HANDLOWY,BHW,2017/Q3,"69,10","51,33","1,35","3,85","17,97","15,14","4,56","5,04","13,70",,,,,,
HANDLOWY,BHW,2017/Q4,"81,88","53,11","1,54","4,10","19,98","15,42","5,31","5,41","15,14",,,,,,
HANDLOWY,BHW,2018/Q1,"75,60","54,31","1,39","4,89","15,46","15,60","4,85","6,34","11,92",,,,,,
HANDLOWY,BHW,2018/Q2,"70,80","51,22","1,38","5,08","13,95","15,37","4,61","6,26","11,31",,,,,,
HANDLOWY,BHW,2018/Q3,"77,20","52,38","1,47","4,98","15,52","15,16","5,09","6,96","11,09",,,,,,
HANDLOWY,BHW,2018/Q4,"69,10","54,01","1,28","4,89","14,13","14,87","4,65","6,34","10,90",,,,,,
HANDLOWY,BHW,2019/Q1,"67,50","54,07","1,25","4,23","15,96","14,90","4,53","5,63","12,00",,,,,,
HANDLOWY,BHW,2019/Q2,"53,70","51,86","1,04","3,85","13,94","15,29","3,51","5,17","10,39",,,,,,
HANDLOWY,BHW,2019/Q3,"51,50","53,07","0,97","3,51","14,68","15,56","3,31","4,35","11,83",,,,,,
HANDLOWY,BHW,2019/Q4,"51,80","54,15","0,96","3,72","13,91","15,77","3,29","5,04","10,28",,,,,,
HANDLOWY,BHW,2020/Q1,"42,00","54,69","0,77","3,47","12,10","15,92","2,64","4,51","9,30",,,,,,
HANDLOWY,BHW,2020/Q2,"38,30","57,06","0,67","3,13","12,22","15,18","2,52","4,23","9,06",,,,,,
HANDLOWY,BHW,2020/Q3,"36,65","58,02","0,63","3,14","11,66","14,07","2,60","4,27","8,58",,,,,,
HANDLOWY,BHW,2020/Q4,"35,15","58,02","0,61","1,32","26,64","13,50","2,60","2,43","14,48",,,,,,
HANDLOWY,BHW,2021/Q1,"39,20","58,24","0,67","4,14","9,47","12,59","3,11","6,26","6,26",,,,,,
