Nazwa,Ticker,Kwartały,Kurs,Wartość księgowa na akcję,Cena/WK,Zysk na akcję,Cena/Zysk,Przychody ze sprzedaży na akcję,Cena/Przychód,Zysk operacyjny,Cena/Zysk operacyjny na akcję,Wartość księgowa Grahama na akcję,Cena/Wartość księgowa Grahama,Wartość przedsiębiorstwa na akcję,Wartość przedsiębiorstwa/Przychody,Wartość przedsiębiorstwa/EBITDA,Wartość przedsiębiorstwa/EBIT
INGBSK,ING,2014/Q4,"139,90","80,37","1,74","8,00","17,49","37,61","3,72","10,26","13,63",,,,,,
INGBSK,ING,2015/Q1,"136,80","78,65","1,74","8,05","17,00","28,37","4,82","10,33","13,24",,,,,,
INGBSK,ING,2015/Q2,"127,00","73,47","1,73","8,53","14,89","18,86","6,73","10,58","12,01",,,,,,
INGBSK,ING,2015/Q3,"119,20","79,20","1,51","8,86","13,46","9,26","12,87","10,98","10,86",,,,,,
INGBSK,ING,2015/Q4,"117,15","82,09","1,43","8,66","13,52","36,61","3,20","10,69","10,96",,,,,,
INGBSK,ING,2016/Q1,"121,00","82,02","1,48","8,65","13,99","36,61","3,30","10,77","11,23",,,,,,
INGBSK,ING,2016/Q2,"123,45","83,11","1,49","9,13","13,52","36,61","3,37","11,62","10,62",,,,,,
INGBSK,ING,2016/Q3,"147,95","84,39","1,75","9,25","15,99","36,61","4,04","11,91","12,42",,,,,,
INGBSK,ING,2016/Q4,"161,40","80,53","2,00","9,63","16,76","39,41","4,10","12,64","12,77",,,,,,
INGBSK,ING,2017/Q1,"172,05","82,93","2,07","9,95","17,30","49,77","3,46","13,23","13,01",,,,,,
INGBSK,ING,2017/Q2,"182,35","85,73","2,13","9,59","19,02","60,13","3,03","12,85","14,19",,,,,,
INGBSK,ING,2017/Q3,"204,50","88,29","2,32","9,92","20,61","71,08","2,88","13,30","15,37",,,,,,
INGBSK,ING,2017/Q4,"205,60","90,66","2,27","10,78","19,06","43,36","4,74","14,47","14,21",,,,,,
INGBSK,ING,2018/Q1,"196,80","92,69","2,12","10,95","17,97","44,12","4,46","14,72","13,37",,,,,,
INGBSK,ING,2018/Q2,"179,00","91,39","1,96","11,05","16,20","45,55","3,93","14,83","12,07",,,,,,
INGBSK,ING,2018/Q3,"182,80","93,48","1,96","11,07","16,51","46,51","3,93","14,89","12,28",,,,,,
INGBSK,ING,2018/Q4,"180,00","102,51","1,76","11,73","15,35","47,15","3,82","15,63","11,52",,,,,,
INGBSK,ING,2019/Q1,"192,20","103,22","1,86","11,75","16,35","48,80","3,94","15,57","12,34",,,,,,
INGBSK,ING,2019/Q2,"202,00","109,43","1,85","12,50","16,16","50,53","4,00","16,62","12,15",,,,,,
INGBSK,ING,2019/Q3,"199,40","117,32","1,70","12,76","15,62","52,45","3,80","17,18","11,61",,,,,,
INGBSK,ING,2019/Q4,"202,50","117,01","1,73","12,75","15,88","54,04","3,75","17,30","11,70",,,,,,
INGBSK,ING,2020/Q1,"148,80","133,29","1,12","12,30","12,09","55,45","2,68","16,79","8,86",,,,,,
INGBSK,ING,2020/Q2,"142,20","140,17","1,01","11,12","12,79","55,41","2,57","15,33","9,28",,,,,,
INGBSK,ING,2020/Q3,"123,00","142,93","0,86","11,33","10,86","55,28","2,23","15,64","7,86",,,,,,
INGBSK,ING,2020/Q4,"171,00","143,11","1,19","10,28","16,63","55,42","3,09","14,57","11,74",,,,,,
INGBSK,ING,2021/Q1,"174,40","134,98","1,29","11,19","15,58","55,05","3,17","15,70","11,11",,,,,,
INGBSK,ING,2021/Q2,"185,00","137,26","1,35","13,49","13,71","55,86","3,31","18,58","9,96",,,,,,
INGBSK,ING,2021/Q3,"232,50","134,06","1,73","15,01","15,49","57,18","4,07","20,25","11,48",,,,,,
INGBSK,ING,2021/Q4,"267,00","104,01","2,57","17,74","15,05","59,63","4,48","22,95","11,63",,,,,,
INGBSK,ING,2022/Q1,"236,50","85,75","2,76","20,87","11,33","64,61","3,66","27,12","8,72",,,,,,
INGBSK,ING,2022/Q2,"170,40","59,32","2,87","20,55","8,29","71,82","2,37","27,21","6,26",,,,,,
INGBSK,ING,2022/Q3,"139,20","57,06","2,44","13,20","10,54","72,04","1,93","17,18","8,10",,,,,,
INGBSK,ING,2022/Q4,"164,80","71,82","2,29","13,18","12,51","82,62","1,99","18,27","9,02",,,,,,
INGBSK,ING,2023/Q1,"164,00","86,39","1,90","14,07","11,66","91,74","1,79","19,36","8,47",,,,,,
INGBSK,ING,2023/Q2,"187,40","99,64","1,88","18,11","10,35","99,54","1,88","23,94","7,83",,,,,,
INGBSK,ING,2023/Q3,"180,00","116,70","1,54","29,49","6,10","114,06","1,58","39,00","4,62",,,,,,
INGBSK,ING,2023/Q4,"256,00","128,64","1,99","34,13","7,50","116,31","2,20","43,74","5,85",,,,,,
INGBSK,ING,2024/Q1,"339,50","134,05","2,53","34,78","9,76","118,71","2,86","44,33","7,66",,,,,,
INGBSK,ING,2024/Q2,"304,00","108,94","2,79","33,75","9,01","118,88","2,56","42,79","7,10",,,,,,
INGBSK,ING,2024/Q3,"263,00","124,75","2,11","33,29","7,90","120,54","2,18","42,31","6,22",,,,,,
INGBSK,ING,2024/Q4,"241,50","131,98","1,83","33,58","7,19","122,97","1,96","42,37","5,70",,,,,,
INGBSK,ING,2025/Q1,"318,00","144,57","2,20","33,74","9,42","124,10","2,56","42,54","7,48",,,,,,
INSTALKRK,INK,2004/Q4,"5,70","7,96","0,72","0,30","19,10","23,21","0,25","0,35","16,16","5,11","1,12","5,64","0,24","10,48","15,97"
INSTALKRK,INK,2005/Q4,"5,35","8,13","0,66","0,33","16,32","26,47","0,20","0,40","13,21","5,61","0,95","4,46","0,17","7,19","11,01"
INSTALKRK,INK,2006/Q1,"11,35","8,14","1,39","0,19","60,71","24,78","0,46","0,16","68,85","5,51","2,06","8,49","0,34","21,84","51,49"
INSTALKRK,INK,2006/Q2,"11,90","8,15","1,46","0,23","51,12","23,60","0,50","0,14","85,08","5,24","2,27","11,14","0,47","30,46","79,62"
INSTALKRK,INK,2006/Q3,"19,00","8,34","2,28","0,34","55,30","23,37","0,81","0,27","71,54","5,02","3,79","16,85","0,72","36,38","63,42"
INSTALKRK,INK,2006/Q4,"26,38","8,49","3,11","0,49","53,51","25,60","1,03","0,32","82,59","4,56","5,79","25,88","1,01","46,30","81,03"
INSTALKRK,INK,2007/Q1,"35,66","8,62","4,14","0,63","56,96","28,00","1,27","0,48","73,89","5,23","6,82","35,46","1,27","48,60","73,47"
INSTALKRK,INK,2007/Q2,"42,50","8,28","5,13","0,64","66,02","29,86","1,42","0,56","75,72","5,93","7,17","41,61","1,39","51,05","74,14"
INSTALKRK,INK,2007/Q3,"24,85","8,86","2,80","0,66","37,82","30,52","0,81","0,58","42,78","6,27","3,96","24,14","0,79","28,71","41,56"
INSTALKRK,INK,2007/Q4,"21,49","10,96","1,96","2,61","8,25","29,48","0,73","3,31","6,49","9,14","2,35","22,59","0,77","6,32","6,82"
INSTALKRK,INK,2008/Q1,"21,23","11,11","1,91","2,63","8,08","29,97","0,71","3,43","6,18","10,64","2,00","20,63","0,69","5,57","6,01"
INSTALKRK,INK,2008/Q2,"18,50","11,27","1,64","3,00","6,16","33,41","0,55","3,97","4,66","10,89","1,70","17,91","0,54","4,22","4,51"
INSTALKRK,INK,2008/Q3,"18,20","13,04","1,40","4,56","3,99","39,79","0,46","6,00","3,03","10,90","1,67","15,91","0,40","2,53","2,65"
INSTALKRK,INK,2008/Q4,"12,34","13,98","0,88","3,26","3,78","43,36","0,28","4,28","2,88","10,73","1,15","16,42","0,38","3,59","3,83"
INSTALKRK,INK,2009/Q1,"11,10","14,71","0,75","3,79","2,93","44,90","0,25","5,04","2,20","10,81","1,03","10,10","0,22","1,89","2,00"
INSTALKRK,INK,2009/Q2,"19,68","15,12","1,30","4,03","4,88","45,22","0,44","5,36","3,67","11,77","1,67","16,86","0,37","2,98","3,15"
INSTALKRK,INK,2009/Q3,"16,70","15,97","1,05","3,16","5,28","43,05","0,39","4,37","3,82","13,51","1,24","11,86","0,28","2,54","2,71"
INSTALKRK,INK,2009/Q4,"16,70","16,83","0,99","3,21","5,21","43,45","0,38","4,59","3,64","12,24","1,36","17,64","0,41","3,61","3,84"
INSTALKRK,INK,2010/Q1,"21,35","17,28","1,24","3,02","7,07","41,34","0,52","4,18","5,11","12,60","1,69","16,25","0,39","3,63","3,89"
INSTALKRK,INK,2010/Q2,"19,30","17,44","1,11","2,72","7,11","39,25","0,49","3,67","5,26","12,58","1,53","14,90","0,38","3,76","4,06"
INSTALKRK,INK,2010/Q3,"20,15","18,05","1,12","2,46","8,18","38,59","0,52","3,19","6,32","12,83","1,57","15,00","0,39","4,30","4,70"
INSTALKRK,INK,2010/Q4,"19,50","18,88","1,03","2,38","8,19","39,28","0,50","2,82","6,92","13,98","1,40","17,81","0,45","5,64","6,32"
INSTALKRK,INK,2011/Q1,"19,58","19,26","1,02","2,26","8,67","41,52","0,47","2,65","7,40","14,55","1,35","13,56","0,33","4,53","5,12"
INSTALKRK,INK,2011/Q2,"17,41","19,59","0,89","2,11","8,26","43,39","0,40","2,46","7,07","15,42","1,13","12,30","0,28","4,38","5,00"
INSTALKRK,INK,2011/Q3,"14,01","20,05","0,70","1,81","7,76","44,84","0,31","2,04","6,86","17,85","0,79","10,52","0,23","4,38","5,15"
INSTALKRK,INK,2011/Q4,"11,91","22,25","0,54","2,90","4,10","55,26","0,22","3,56","3,34","15,20","0,78","8,79","0,16","2,26","2,47"
INSTALKRK,INK,2012/Q1,"16,56","22,44","0,74","3,11","5,32","58,87","0,28","3,79","4,37","15,32","1,08","10,41","0,18","2,53","2,75"
INSTALKRK,INK,2012/Q2,"16,04","22,72","0,71","3,11","5,15","60,59","0,26","3,83","4,19","13,93","1,15","10,99","0,18","2,64","2,87"
INSTALKRK,INK,2012/Q3,"15,09","23,17","0,65","3,27","4,61","64,78","0,23","4,05","3,73","15,63","0,97","10,97","0,17","2,51","2,71"
INSTALKRK,INK,2012/Q4,"17,15","24,34","0,70","2,58","6,66","59,11","0,29","3,20","5,36","15,11","1,14","16,72","0,28","4,74","5,22"
INSTALKRK,INK,2013/Q1,"16,60","24,85","0,67","2,51","6,61","57,40","0,29","3,14","5,29","15,50","1,07","10,75","0,19","3,10","3,43"
INSTALKRK,INK,2013/Q2,"14,48","25,84","0,56","2,74","5,28","56,85","0,25","3,39","4,27","15,31","0,95","8,54","0,15","2,29","2,52"
INSTALKRK,INK,2013/Q3,"17,30","25,84","0,67","2,90","5,97","56,46","0,31","3,66","4,73","15,72","1,10","9,22","0,16","2,30","2,52"
INSTALKRK,INK,2013/Q4,"19,93","25,89","0,77","1,84","10,82","57,03","0,35","2,65","7,53","18,49","1,08","14,30","0,25","4,76","5,40"
INSTALKRK,INK,2014/Q1,"19,40","26,36","0,74","1,79","10,81","59,02","0,33","2,55","7,62","18,57","1,04","11,70","0,20","4,02","4,59"
INSTALKRK,INK,2014/Q2,"17,16","26,51","0,65","1,68","10,24","63,88","0,27","2,48","6,92","18,00","0,95","13,12","0,21","4,60","5,29"
INSTALKRK,INK,2014/Q3,"16,74","27,38","0,61","1,89","8,85","71,91","0,23","2,78","6,02","17,27","0,97","9,61","0,13","3,04","3,45"
INSTALKRK,INK,2014/Q4,"15,95","26,96","0,59","1,34","11,88","77,69","0,21","2,06","7,75","17,26","0,92","14,10","0,18","5,73","6,86"
INSTALKRK,INK,2015/Q1,"14,70","27,45","0,54","1,43","10,26","80,74","0,18","2,40","6,13","17,21","0,85","12,18","0,15","4,34","5,08"
INSTALKRK,INK,2015/Q2,"15,09","27,21","0,55","0,78","19,42","79,24","0,19","1,50","10,03","12,96","1,16","15,93","0,20","8,20","10,59"
INSTALKRK,INK,2015/Q3,"10,56","27,63","0,38","0,31","33,55","74,13","0,14","1,00","10,56","17,42","0,61","6,89","0,09","4,73","6,89"
INSTALKRK,INK,2015/Q4,"10,78","28,05","0,38","1,15","9,35","67,41","0,16","1,52","7,09","13,64","0,79","6,91","0,10","3,57","4,54"
INSTALKRK,INK,2016/Q1,"12,20","28,45","0,43","1,00","12,24","61,10","0,20","1,28","9,56","14,05","0,87","10,68","0,17","6,34","8,37"
INSTALKRK,INK,2016/Q2,"12,08","28,30","0,43","1,37","8,82","56,42","0,21","2,11","5,72","13,80","0,88","11,71","0,21","4,68","5,54"
INSTALKRK,INK,2016/Q3,"13,45","28,87","0,47","1,57","8,57","49,81","0,27","1,82","7,41","14,06","0,96","14,92","0,30","6,80","8,22"
INSTALKRK,INK,2016/Q4,"14,00","29,05","0,48","1,30","10,77","49,12","0,29","1,91","7,32","13,94","1,00","17,22","0,35","7,33","9,01"
INSTALKRK,INK,2017/Q1,"14,50","29,43","0,49","1,32","10,95","51,71","0,28","1,99","7,28","14,31","1,01","16,87","0,33","6,95","8,47"
INSTALKRK,INK,2017/Q2,"16,50","29,29","0,56","1,31","12,56","52,93","0,31","1,73","9,53","13,55","1,22","17,90","0,34","8,28","10,34"
INSTALKRK,INK,2017/Q3,"14,03","30,08","0,47","1,48","9,50","54,30","0,26","2,20","6,36","15,22","0,92","15,15","0,28","5,74","6,87"
INSTALKRK,INK,2017/Q4,"13,31","30,38","0,44","1,67","7,99","56,05","0,24","2,18","6,11","14,98","0,89","8,97","0,16","3,52","4,12"
INSTALKRK,INK,2018/Q1,"12,30","32,21","0,38","3,05","4,04","61,99","0,20","3,65","3,37","16,39","0,75","7,72","0,12","1,92","2,11"
INSTALKRK,INK,2018/Q2,"13,80","32,95","0,42","3,93","3,51","66,08","0,21","4,53","3,05","14,94","0,92","12,70","0,19","2,57","2,80"
INSTALKRK,INK,2018/Q3,"13,85","33,27","0,42","3,51","3,95","66,39","0,21","4,22","3,28","15,35","0,90","13,81","0,21","2,88","3,27"
INSTALKRK,INK,2018/Q4,"13,45","34,28","0,39","4,28","3,14","66,78","0,20","5,30","2,54","18,86","0,71","13,62","0,20","2,34","2,57"
INSTALKRK,INK,2019/Q1,"16,20","34,37","0,47","2,57","6,31","59,11","0,27","3,33","4,86","16,34","0,99","16,81","0,28","4,29","5,04"
INSTALKRK,INK,2019/Q2,"18,25","33,10","0,55","1,99","9,19","56,12","0,33","2,83","6,46","14,18","1,29","19,11","0,34","5,54","6,77"
INSTALKRK,INK,2019/Q3,"16,30","34,64","0,47","3,17","5,14","61,83","0,26","4,35","3,75","14,69","1,11","18,24","0,30","3,74","4,19"
INSTALKRK,INK,2019/Q4,"17,80","35,86","0,50","3,29","5,41","60,61","0,29","4,56","3,90","15,53","1,15","20,11","0,33","3,84","4,41"
INSTALKRK,INK,2020/Q1,"14,50","36,73","0,39","4,03","3,59","64,10","0,23","5,38","2,69","15,82","0,92","16,21","0,25","2,65","3,01"
INSTALKRK,INK,2020/Q2,"19,15","37,50","0,51","4,38","4,37","63,95","0,30","5,74","3,33","16,68","1,15","19,25","0,30","2,95","3,35"
INSTALKRK,INK,2020/Q3,"19,00","35,57","0,53","2,94","6,46","58,10","0,33","3,98","4,77","14,69","1,29","17,99","0,31","3,73","4,52"
INSTALKRK,INK,2020/Q4,"20,40","37,04","0,55","3,28","6,22","56,47","0,36","4,28","4,77","15,05","1,36","20,27","0,36","3,94","4,73"
INSTALKRK,INK,2021/Q1,"24,80","37,74","0,66","3,15","7,87","53,77","0,46","4,23","5,87","15,59","1,59","26,64","0,50","5,24","6,30"
INSTALKRK,INK,2021/Q2,"31,50","37,37","0,84","3,98","7,92","55,80","0,56","5,41","5,82","14,37","2,19","33,56","0,60","5,35","6,20"
INSTALKRK,INK,2021/Q3,"31,50","39,36","0,80","4,56","6,91","54,89","0,57","5,94","5,30","14,75","2,14","34,29","0,62","5,05","5,77"
INSTALKRK,INK,2021/Q4,"37,50","40,39","0,93","3,80","9,88","52,22","0,72","5,05","7,43","14,41","2,60","37,91","0,73","6,41","7,51"
INSTALKRK,INK,2022/Q1,"41,00","40,52","1,01","3,22","12,74","51,14","0,80","4,27","9,61","14,69","2,79","39,51","0,77","7,68","9,26"
INSTALKRK,INK,2022/Q2,"31,70","38,87","0,82","1,97","16,12","48,40","0,66","2,54","12,46","12,52","2,53","35,26","0,73","10,36","13,86"
INSTALKRK,INK,2022/Q3,"31,10","39,67","0,78","2,13","14,61","47,50","0,65","2,72","11,45","13,21","2,36","34,52","0,73","9,68","12,71"
INSTALKRK,INK,2022/Q4,"32,00","42,93","0,75","3,98","8,04","54,57","0,59","4,97","6,44","12,30","2,60","35,45","0,65","6,12","7,13"
INSTALKRK,INK,2023/Q1,"32,50","43,67","0,74","4,59","7,08","58,02","0,56","5,76","5,64","13,62","2,39","36,51","0,63","5,56","6,34"
INSTALKRK,INK,2023/Q2,"39,00","42,32","0,92","4,43","8,81","57,11","0,68","5,51","7,08","12,08","3,23","41,99","0,74","6,66","7,62"
INSTALKRK,INK,2023/Q3,"37,00","43,18","0,86","4,41","8,39","59,27","0,62","5,60","6,61","13,32","2,78","40,57","0,68","6,35","7,24"
INSTALKRK,INK,2023/Q4,"43,00","46,36","0,93","4,84","8,88","57,41","0,75","5,82","7,39","15,79","2,72","42,67","0,74","6,46","7,33"
INSTALKRK,INK,2024/Q1,"41,00","49,32","0,83","7,06","5,81","61,32","0,67","8,41","4,87","18,67","2,20","41,54","0,68","4,52","4,94"
INSTALKRK,INK,2024/Q2,"49,40","47,20","1,05","7,24","6,82","57,54","0,86","8,58","5,76","13,18","3,75","51,17","0,89","5,48","5,96"
INSTALKRK,INK,2024/Q3,"41,00","47,50","0,86","6,73","6,09","51,43","0,80","7,85","5,22","13,70","2,99","41,00","0,80","4,77","5,22"
INSTALKRK,INK,2024/Q4,"35,00","51,11","0,68","7,26","4,82","51,46","0,68","8,86","3,95","16,29","2,15","35,45","0,69","3,69","4,00"
INSTALKRK,INK,2025/Q1,"37,00","52,59","0,70","5,79","6,39","44,81","0,83","7,16","5,17","17,94","2,06","38,07","0,85","4,82","5,31"
INTROL,INL,2006/Q4,"0,00","1,51",,"0,39",,"5,39",,"0,50",,"1,00",,,,,
INTROL,INL,2007/Q3,"0,00","2,52",,"0,96",,"6,18",,"0,74",,"1,39",,,,,
INTROL,INL,2007/Q4,"0,00","4,36",,"0,64",,"6,57",,"0,60",,"2,92",,,,,
INTROL,INL,2008/Q1,"8,00","3,84","2,08","0,53","15,18","5,95","1,34","0,54","14,92","2,67","2,99","6,46","1,09","8,90","12,05"
INTROL,INL,2008/Q2,"5,53","3,89","1,42","0,07","83,89","6,38","0,87","0,43","12,88","2,51","2,20","4,44","0,70","6,97","10,33"
INTROL,INL,2008/Q3,"4,50","4,14","1,09","0,31","14,66","6,95","0,65","0,59","7,59","2,64","1,70","3,49","0,50","4,48","5,88"
INTROL,INL,2008/Q4,"4,57","4,18","1,09","0,45","10,10","7,61","0,60","0,69","6,63","2,63","1,73","3,23","0,42","3,67","4,68"
INTROL,INL,2009/Q1,"5,16","4,14","1,25","0,51","10,06","7,66","0,67","0,73","7,04","2,41","2,14","3,91","0,51","4,23","5,32"
INTROL,INL,2009/Q2,"6,95","4,18","1,66","0,53","13,20","7,37","0,94","0,61","11,40","2,25","3,09","5,88","0,80","7,45","9,64"
INTROL,INL,2009/Q3,"6,79","3,94","1,72","0,37","18,55","6,79","1,00","0,41","16,45","1,94","3,49","5,72","0,84","9,78","13,85"
INTROL,INL,2009/Q4,"4,50","4,02","1,12","0,37","12,22","6,24","0,72","0,43","10,52","1,84","2,45","3,75","0,60","6,27","8,76"
INTROL,INL,2010/Q1,"7,18","4,05","1,77","0,27","26,49","6,36","1,13","0,32","22,52","1,80","3,99","6,48","1,02","13,32","20,31"
INTROL,INL,2010/Q2,"5,90","3,88","1,52","0,34","17,20","7,41","0,80","0,48","12,35","1,48","4,00","5,42","0,73","8,42","11,35"
INTROL,INL,2010/Q3,"6,23","4,07","1,53","0,44","14,32","8,03","0,78","0,57","10,96","1,55","4,02","6,24","0,78","8,49","10,97"
INTROL,INL,2010/Q4,"6,80","4,24","1,60","0,49","13,76","8,96","0,76","0,61","11,19","1,53","4,44","6,77","0,76","8,77","11,14"
INTROL,INL,2011/Q1,"6,99","4,26","1,64","0,46","15,07","9,19","0,76","0,60","11,68","1,61","4,35","7,12","0,77","9,24","11,89"
INTROL,INL,2011/Q2,"6,30","4,09","1,54","0,49","12,79","9,76","0,65","0,59","10,70","1,31","4,80","6,41","0,66","8,36","10,89"
INTROL,INL,2011/Q3,"4,50","4,09","1,10","0,42","10,67","10,11","0,45","0,50","8,97","1,29","3,50","4,75","0,47","6,86","9,47"
INTROL,INL,2011/Q4,"4,60","4,13","1,11","0,34","13,55","10,50","0,44","0,41","11,18","1,32","3,49","5,07","0,48","8,25","12,32"
INTROL,INL,2012/Q1,"4,20","4,14","1,01","0,32","13,13","11,18","0,38","0,43","9,71","1,27","3,31","4,97","0,44","7,75","11,49"
INTROL,INL,2012/Q2,"4,05","3,96","1,02","0,23","17,87","11,75","0,34","0,42","9,75","1,04","3,90","5,03","0,43","8,04","12,10"
INTROL,INL,2012/Q3,"4,01","4,12","0,97","0,29","13,86","12,51","0,32","0,55","7,23","1,05","3,81","4,99","0,40","6,51","9,00"
INTROL,INL,2012/Q4,"4,45","4,44","1,00","0,54","8,26","13,72","0,32","0,87","5,10","1,32","3,37","5,13","0,37","4,72","5,88"
INTROL,INL,2013/Q1,"7,12","4,46","1,60","0,59","11,99","14,49","0,49","0,91","7,86","1,40","5,08","7,91","0,55","7,03","8,73"
INTROL,INL,2013/Q2,"7,05","4,11","1,72","0,59","11,93","13,69","0,52","0,82","8,62","0,96","7,35","7,51","0,55","7,19","9,18"
INTROL,INL,2013/Q3,"6,90","4,26","1,62","0,57","12,21","13,57","0,51","0,79","8,77","1,12","6,16","7,72","0,57","7,59","9,81"
INTROL,INL,2013/Q4,"8,70","4,59","1,90","0,62","14,02","13,78","0,63","0,81","10,80","1,38","6,30","9,34","0,68","8,99","11,60"
INTROL,INL,2014/Q1,"8,80","4,82","1,83","0,72","12,30","14,91","0,59","0,95","9,30","1,26","6,99","10,56","0,71","8,94","11,16"
INTROL,INL,2014/Q2,"7,90","4,67","1,69","0,87","9,04","16,30","0,48","1,17","6,78","1,29","6,12","8,82","0,54","6,28","7,57"
INTROL,INL,2014/Q3,"9,19","4,87","1,89","0,89","10,29","17,28","0,53","1,15","7,96","1,46","6,28","10,95","0,63","7,84","9,49"
INTROL,INL,2014/Q4,"9,20","5,23","1,76","0,92","10,03","17,15","0,54","0,80","11,57","1,17","7,85","10,55","0,62","10,13","13,27"
INTROL,INL,2015/Q1,"8,88","5,48","1,62","0,99","8,93","15,90","0,56","0,80","11,12","1,40","6,33","10,53","0,66","10,02","13,18"
INTROL,INL,2015/Q2,"10,47","5,39","1,94","0,95","11,07","15,99","0,65","0,77","13,58","1,25","8,40","12,19","0,76","11,85","15,81"
INTROL,INL,2015/Q3,"9,90","5,46","1,81","0,89","11,17","15,63","0,63","0,74","13,39","1,42","6,98","11,65","0,75","11,63","15,76"
INTROL,INL,2015/Q4,"8,30","5,35","1,55","0,63","13,27","15,54","0,53","0,89","9,30","1,39","5,95","9,59","0,62","8,25","10,74"
INTROL,INL,2016/Q1,"8,09","5,43","1,49","0,54","15,12","15,82","0,51","0,84","9,65","1,62","4,99","8,73","0,55","7,86","10,42"
INTROL,INL,2016/Q2,"9,55","4,97","1,92","0,44","21,66","15,09","0,63","0,73","13,16","0,97","9,89","11,14","0,74","11,15","15,36"
INTROL,INL,2016/Q3,"9,78","5,31","1,84","0,57","17,17","15,14","0,65","0,84","11,58","1,11","8,82","11,69","0,77","10,45","13,84"
INTROL,INL,2016/Q4,"9,05","4,80","1,89","0,36","25,30","14,54","0,62","0,56","16,08","0,40","22,36","10,35","0,71","12,34","18,40"
INTROL,INL,2017/Q1,"7,40","5,10","1,45","0,34","21,76","14,23","0,52","0,55","13,49","0,63","11,81","9,05","0,64","10,82","16,48"
INTROL,INL,2017/Q2,"7,30","4,76","1,53","0,33","21,88","13,88","0,53","0,47","15,69","-0,02",,"9,13","0,66","11,92","19,64"
INTROL,INL,2017/Q3,"6,33","4,75","1,33","0,20","32,16","13,72","0,46","0,27","23,45","-0,01",,"8,74","0,64","14,78","32,37"
INTROL,INL,2017/Q4,"6,00","4,68","1,28","0,02","319,67","14,99","0,40","0,57","10,55","-0,17",,"8,44","0,56","9,31","14,82"
INTROL,INL,2018/Q1,"5,48","4,73","1,16","-0,02",,"15,43","0,36","0,51","10,75","-0,27",,"7,78","0,50","9,06","15,27"
INTROL,INL,2018/Q2,"5,00","4,57","1,09","-0,05",,"16,14","0,31","0,56","8,86","-0,58",,"7,57","0,47","8,20","13,42"
INTROL,INL,2018/Q3,"3,71","4,74","0,78","-0,12",,"16,71","0,22","0,63","5,93","-0,83",,"6,88","0,41","6,94","10,99"
INTROL,INL,2018/Q4,"3,25","4,58","0,71","0,01","374,79","17,11","0,19","0,32","10,30","-0,65",,"4,58","0,27","6,64","14,52"
INTROL,INL,2019/Q1,"2,98","4,59","0,65","-0,03",,"17,63","0,17","0,27","10,96","-0,82",,"5,59","0,32","8,33","20,57"
INTROL,INL,2019/Q2,"3,10","4,48","0,69","-0,13",,"17,35","0,18","0,13","23,24","-1,18",,"6,27","0,36","11,35","47,01"
INTROL,INL,2019/Q3,"2,64","4,49","0,59","0,01","235,52","17,01","0,16","0,15","18,18","-1,18",,"5,82","0,34","10,02","40,11"
INTROL,INL,2019/Q4,"2,50","4,89","0,51","0,34","7,46","16,82","0,15","0,59","4,26","-1,34",,"4,92","0,29","4,46","8,38"
INTROL,INL,2020/Q1,"2,26","4,78","0,47","0,44","5,12","16,87","0,13","0,69","3,29","-1,44",,"4,55","0,27","3,71","6,62"
INTROL,INL,2020/Q2,"2,58","5,00","0,52","0,57","4,55","16,89","0,15","0,91","2,84","-1,19",,"4,77","0,28","3,25","5,25"
INTROL,INL,2020/Q3,"4,14","5,26","0,79","0,72","5,78","17,37","0,24","1,10","3,76","-0,91",,"6,30","0,36","3,75","5,73"
INTROL,INL,2020/Q4,"4,38","4,87","0,90","0,58","7,54","17,83","0,25","0,89","4,92","-1,29",,"5,89","0,33","4,12","6,62"
INTROL,INL,2021/Q1,"5,60","5,10","1,10","0,68","8,29","18,27","0,31","1,05","5,33","-1,14",,"7,68","0,42","4,84","7,31"
INTROL,INL,2021/Q2,"6,16","4,56","1,35","0,35","17,71","18,53","0,33","0,98","6,28","-1,33",,"8,15","0,44","5,39","8,32"
INTROL,INL,2021/Q3,"5,00","4,70","1,06","0,30","16,73","18,54","0,27","0,99","5,07","-1,20",,"7,34","0,40","4,84","7,44"
INTROL,INL,2021/Q4,"4,51","5,00","0,90","0,64","7,04","18,86","0,24","1,35","3,35","-1,01",,"6,63","0,35","3,53","4,92"
INTROL,INL,2022/Q1,"4,78","4,87","0,98","0,54","8,78","19,08","0,25","1,26","3,79","-1,26",,"7,27","0,38","4,04","5,77"
INTROL,INL,2022/Q2,"4,39","4,77","0,92","0,93","4,74","20,30","0,22","1,48","2,96","-1,81",,"7,57","0,37","3,72","5,11"
INTROL,INL,2022/Q3,"4,18","5,13","0,81","1,14","3,68","21,55","0,19","1,74","2,40","-1,65",,"8,41","0,39","3,63","4,83"
INTROL,INL,2022/Q4,"5,12","5,59","0,92","0,88","5,82","23,24","0,22","1,64","3,11","-0,78",,"7,73","0,33","3,45","4,70"
INTROL,INL,2023/Q1,"5,92","5,72","1,03","0,95","6,23","24,68","0,24","1,79","3,31","-0,76",,"8,58","0,35","3,57","4,81"
INTROL,INL,2023/Q2,"6,24","6,28","0,99","1,13","5,55","25,98","0,24","1,92","3,25","-0,49",,"8,48","0,33","3,31","4,42"
